"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'CountClassCoupled <= 0.24'","b'target = 0'",0.18839,422,0.18616,417,0.98815,0.01585,1.09307,1.21507e-14,0.90402,2025
"b'000001'","b'AvgCyclomaticModified <= 0.935'","b'target = 0'",0.09152,205,0.09018,202,0.98537,0.00744,1.08998,9.38357e-07,0.90402,2025
"b'000002'","b'0.24 < CountClassCoupled <= 2'","b'target = 0'",0.23973,537,0.23348,523,0.97393,0.01676,1.07733,1.60866e-12,0.90402,2025
"b'000003'","b'-0.36 < Del_lines <= 1.06'","b'target = 0'",0.85223,1909,0.82946,1858,0.97328,0.05903,1.07662,1.25811e-107,0.90402,2025
"b'000004'","b'1.025 < RatioCommentToCode <= 1.795'","b'target = 0'",0.20045,449,0.19464,436,0.97105,0.01344,1.07415,1.56707e-09,0.90402,2025
"b'000005'","b'0.51 < CountDeclMethodProtected <= 1.33'","b'target = 0'",0.19821,444,0.19241,431,0.97072,0.01322,1.07378,2.46733e-09,0.90402,2025
"b'000006'","b'RatioCommentToCode > 1.795'","b'target = 0'",0.19732,442,0.19152,429,0.97059,0.01314,1.07364,2.95581e-09,0.90402,2025
"b'000007'","b'20.1 < CountLineComment <= 25.9'","b'target = 0'",0.21964,492,0.21295,477,0.96951,0.01439,1.07245,5.33327e-10,0.90402,2025
"b'000008'","b'-0.14 < CountDeclInstanceVariable <= 0.82'","b'target = 0'",0.30848,691,0.29866,669,0.96816,0.01979,1.07095,5.95767e-14,0.90402,2025
"b'000009'","b'-0.08 < CountDeclMethodProtected <= 0.51'","b'target = 0'",0.32143,720,0.31116,697,0.96806,0.02058,1.07084,1.33203e-14,0.90402,2025
