,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,50,0,1,59,1,3,16,3,0,18,24,0.5,1,97,2,0,3,1,4.54054054054054,1,0,0.564102564102564,0,1604,0.929274292742927,0,0
16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1,0,1,0,0,12,20,1,0,4,4,1.26,0,40,2,0,6,1,5.0,1,2,1.42857142857143,1,244,0.938388625592417,0,4
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6,5,4,0,0,1,33,1,1,38,28,0.18,0,94,1,1,7,2,8.5,0,1,1.30952380952381,0,9,0.533261802575107,0,5
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,38,0,1,112,0,1,463,1,4,8,173,0.25,0,99,1,1,1,2,4.07441860465116,0,0,0.493087557603687,0,6,0.579288025889968,0,4
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2,4,1,6,3,2,200,3,2,11,28,0.72,0,93,3,4,1,2,29.0555555555556,1,1,0.45,0,6,0.636531365313653,0,2
74,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,0,1,0,0,3,83,1,2,11,12,0.39,1,74,1,3,3,2,4.73333333333333,1,0,1.05882352941176,0,0,0.288235294117647,0,2
96,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2,23,1,14,0,1,674,1,0,14,2,0.86,0,91,1,0,1,2,5.14814814814815,0,1,0.482758620689655,0,6,0.881547139403707,0,4
140,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0,0,1,0,0,3,27,1,0,0,4,1.06,1,0,2,0,1,1,2.5,1,2,0.5,0,5,0.928571428571429,0,0
212,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,0,1,0,0,1,52,1,0,1,1,0.91,0,28,1,0,1,3,2.71428571428571,0,1,0.888888888888889,0,0,0.953846153846154,0,1
214,0,0,1,6,1,3,99,1,0,11,17,0.5,1,83,2,0,7,1,6.52941176470588,0,1,0.736842105263158,0,6,0.857142857142857,0,2
216,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,0,0,0,0,0,0,17,1,0,30,0,5.42,0,0,0,0,0,0,0.0,0,0,0.0,0,27,0.685393258426966,0,2
327,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,9,0,2,0,7,8,397,1,0,3,31,0.92,1,65,1,0,1,3,19.075,1,0,0.80952380952381,0,6,0.682012847965739,0,2
356,0,0,2,0,4,7,26,1,0,0,4,1.06,3,0,1,0,0,1,5.0,3,1,1.83333333333333,1,0,0.951219512195122,0,1
363,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,0,0,3,0,0,14,83,1,0,2,2,2.13,2,0,0,0,0,1,3.0,3,6,2.6,1,0,0.956521739130435,0,0
395,0,1,2,5,22,4,159,1,0,0,21,2.885,3,95,1,0,3,1,7.86363636363636,3,2,1.20833333333333,0,7,0.974308300395257,0,2
408,0,21,1,16,0,5,351,1,0,1,33,3.22,0,100,1,1,16,1,3.07407407407407,0,0,0.0,0,6,0.89048473967684,0,0
420,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,0,1,1,0,0,6,30,1,0,9,20,0.93,0,83,2,0,15,3,11.1904761904762,1,1,0.608695652173913,0,55,0.981958762886598,0,1
446,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0,1,1,6,0,7,61,1,0,0,15,4.9,0,100,2,2,4,2,5.75,0,0,0.0,0,5,0.780487804878049,0,1
494,0,32,1,0,0,23,1025,1,0,1,9,2.37,1,100,0,1,7,0,0.024390243902439,0,1,0.0,0,10,0.923566878980892,0,0
505,0,11,1,0,0,7,19,1,0,0,8,4.47,0,0,2,1,6,1,2.05263157894737,1,0,0.0,0,1,0.937238493723849,0,2
527,0,0,1,4,0,12,139,1,0,0,8,4.34,0,100,2,1,8,1,5.25,1,0,0.0,0,8,0.84020618556701,0,0
572,0,4,1,4,0,4,25,1,0,0,23,3.4,0,100,1,2,12,1,1.51851851851852,0,0,0.0,0,7,0.692090395480226,0,4
578,0,13,1,19,0,23,897,1,0,0,20,7.12,1,100,0,1,0,0,19.3333333333333,1,0,0.0,0,7,0.874555160142349,0,2
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,0,2,1,0,0,1,90,1,2,1,7,1.17,0,27,5,0,5,2,2.45454545454545,1,2,0.538461538461538,0,9,0.905263157894737,0,1
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,0,23,1,0,0,8,601,1,0,0,38,5.46,0,0,4,10,4,2,10.983606557377,0,0,0.0,0,6,0.969811320754717,0,3
620,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,0,1,1,2,0,4,29,1,3,2,49,0.78,0,81,3,0,13,1,2.09433962264151,0,1,0.527272727272727,0,0,0.993311036789298,0,1
640,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,0,7,2,0,0,9,15,1,0,5,0,0.8,3,65,1,0,12,1,8.71428571428571,6,1,1.11111111111111,0,305,0.895470383275261,0,1
651,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,0,0,1,0,3,5,59,4,0,0,6,1.835,0,0,1,0,1,2,2.5,1,2,0.454545454545455,0,124,1.0,0,0
663,1,0,1,0,1,2,200,1,11,19,32,0.41,1,93,1,1,43,6,3.02272727272727,0,0,0.851063829787234,0,7,0.942583732057416,0,0
1995,1,1,1,0,0,7,75,1,0,3,4,1.03,0,22,3,0,1,1,4.16666666666667,2,2,1.77777777777778,0,9,1.0,0,0
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,0,13,1,0,0,1,78,1,0,3,1,1.47,0,64,1,6,2,1,19.3076923076923,2,1,0.2,0,0,0.962025316455696,0,1
689,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,11,5,1,0,0,9,16,1,5,5,58,1.07,1,93,3,3,31,2,4.68354430379747,0,1,0.802469135802469,0,0,0.633699633699634,0,6
710,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,6,14,2,1,0,4,34,3,1,7,2,0.37,0,71,1,0,9,2,6.69565217391304,0,1,1.48148148148148,0,648,0.781431334622824,0,1
724,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,3,3,2,0,0,3,68,1,0,6,8,0.4,1,76,2,0,4,2,2.35714285714286,0,1,1.125,0,10,0.963087248322148,0,0
783,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2,12,3,0,1,2,78,1,0,8,1,0.35,4,4,1,0,11,1,5.26666666666667,2,1,1.11764705882353,0,6,0.982843137254902,0,2
796,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,0,0,1,13,0,7,96,1,0,1,9,0.46,0,77,3,0,18,1,5.11111111111111,0,1,0.1,0,6,0.779605263157895,0,1
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,7,29,1,1,0,11,441,1,0,7,0,0.61,2,87,1,0,26,1,9.81081081081081,3,1,0.15000000000000002,0,0,0.955520254169976,0,3
843,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,0,3,1,0,0,3,17,1,0,0,7,0.68,0,0,2,0,8,1,1.8,1,1,0.833333333333333,0,59,0.948051948051948,0,2
869,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,4,0,1,0,0,3,30,1,0,35,56,0.54,0,95,2,0,36,2,2.01666666666667,0,1,0.516129032258065,0,0,0.760087241003272,0,2
875,2,0,1,0,1,45,23,1,1,0,2,1.03,6,0,4,0,19,1,8.8,3,1,2.28571428571429,0,401,0.667883211678832,0,1
876,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,0,1,1,0,0,13,140,1,0,1,7,0.92,2,75,5,0,24,1,4.375,0,1,0.7,0,6,0.973760932944606,0,0
898,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,0,7,2,0,0,15,16,1,1,5,30,0.72,2,94,3,0,35,2,2.81578947368421,1,1,1.925,0,85,0.869698832206515,0,1
912,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,2,4,1,3,0,5,66,1,10,21,63,2.15,1,96,3,8,39,2,4.62025316455696,0,0,0.654320987654321,0,1,0.870223978919631,0,2
914,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,,
