,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
193,28,0,2,64,2,5,3,1,0,9,1,0.21,0,92,1,0,7,1,8.68965517241379,1,1,1.25806451612903,0,0,0.88568683957733,176,11
1958,3,17,2,2,0,18,0,1,0,18,0,0.74,2,89,1,0,9,1,7.55,2,2,1.90909090909091,0,0,0.790307548928239,1137,423
443,0,1,1,0,0,6,0,1,0,9,20,0.93,0,83,2,0,15,3,11.1904761904762,1,1,0.608695652173913,166,0,0.981958762886598,55,1
204,6,0,1,6,62,9,6,2,0,0,57,0.78,1,98,1,0,24,2,4.04761904761905,0,1,0.636363636363636,0,0,0.682824655894674,659,440
16,5,1,1,0,0,5,4,1,3,4,19,0.37,1,76,2,0,10,2,6.46428571428571,1,1,1.4,0,0,0.429503916449086,186,281
60,1014,11,1,29,0,2,255,1,16,52,205,0.22,0,96,1,1,23,3,7.19805194805195,0,0,1.38387096774194,0,0.390789687043944,7,0,76
182,1,0,1,0,1,5,0.622895622895623,1,2,4,14,1.04,1,67,2,0,6,1,2.70588235294118,0,1,0.578947368421053,0,0,3,125,73
341,1,1,1,1,0,2,72,0,15,4,1,0.58,1,58,2,0,1,1,8.58823529411765,1,1,0.631578947368421,0,0,0.975903614457831,0,1
23,7,1,1,0,0,4,4,1,3,8,30,0.35,1,87,2,0,17,2,6.21951219512195,1,1,1.2093023255814,0,0.337057728119181,244,0,308
209,0,0,1,0,0,3,36,0,0,5,4,1.06,1,0,2,0,1,1,2.5,1,2,0.5,1,0,0.928571428571429,0,0
169,18,7,1,5,4,8,227,1,57,12,1,0.77,1,90,1,0,13,1,7.40963855421687,1,1,0.670588235294118,0,0,0.946419629444166,754,8
347,9,0,2,0,7,8,0,1,0,3,31,0.92,1,65,1,0,4,3,19.075,1,0,0.80952380952381,0,0,0.682012847965739,397,2
35,3,0,1,2,16,14,137,1,0,0,14,0.63,3,72,1,0,5,1,6.47058823529412,0,1,0.421052631578947,0,0,0.506602641056423,172,3
175,13,7,1,1,2,4,93,2,3,49,5,0.7,0,95,1,0,13,1,3.97457627118644,1,1,0.471074380165289,0,0,0.684674751929438,666,45
83,1,0,1,0,0,3,83,1,2,11,12,0.39,2,1,1,2,13,2,4.73333333333333,1,0,1.05882352941176,0,0.288235294117647,74,0,0
267,0,0,0,0,0,0,27,1,0,30,0,5.42,0,0,0,0,0,0,0.0,0,0,2,0,0.0,0.685393258426966,0,179
1957,1,0,1,0,0,6,70,175,0,3,4,1.27,0,66,2,0,5,1,3.8,1,1,0.714285714285714,0,1,0.945205479452055,0,0
212,0,0,1,0,0,4,71,1,0,1,7,0.0,0,28,1,1,1,3,1.71428571428571,0,1,1.92,0,1,0.952,0,2
172,0,3,1,3,2,3,81,2,4,13,1,17,1,84,3,1,8,1,10.25,3,1,1.09090909090909,0,0.31,0.865853658536585,0,3
96,1,0,1,21,0,0,24,100,0,0,0,0.92,0,0,1,0,0,1,0.0,0,1,0.478260869565217,0,1,0.0,0,0
449,0,1,1,41,0,10,44,1,0,1,110,1292,0,100,0,2,31,0,4.0990990990991,0,0,7,0,3.52,0.833517699115044,0,0.0
208,1,0,1,0,0,5,2,1,1,4,13,0.47,1,73,117,2,10,2,9.86666666666667,1,1,0.666666666666667,0,1,0.960648148148148,0,12
420,3,6,1,0,0,8,75,1,0,0,0,3.95,0,100,0,1,4,0,1.16666666666667,1,0,0.0,0,0,0.944954128440367,0,0
366,0,0,0,304,0,0,914,1,0,5,0,1645,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.865497076023392,3,1.51
159,8,0,1,7,9,10,0,1,1,1,17,4,1,88,1,0,3,1,5.42307692307692,1,0,0.535714285714286,0,1.85,0.584553928095872,405,318
408,0,21,1,16,0,5,351,1,0,1,33,3.22,0,100,1,1,16,1,3.07407407407407,0,0,0.0,0,0,0.89048473967684,0,1
216,0,0,1,0,0,3,44,1,0,2,9,0.98,2.0,44,1,0,1,2,2,0,1,0.0,0,0,0.944444444444444,0,0
356,0,0,2,0,4,7,50,1,0,0,4,1.06,3,0,1,0,0,1,5.0,3,1.83333333333333,0,1,1,0.951219512195122,0,1
104,43,7,1,1,0,2,8,1,32,35,53,0.3,0,96,2,1,39,1,5.34814814814815,0,0,0.496350364963504,0,0,0.73784355179704,397,9
247,0,4,1,0,0,2,1,148,1,7,41,0.35,0,89,1,1,12,2,4.71739130434783,0,1,0.875,5,0,0.792048929663609,0,61
27,6,5,4,0,0,1,129,1,1,38,28,0.18,0,94,1,1,7,2,8.5,0,1,0.05,0,0,0.533261802575107,5,10
446,0,2,1,4,1,8,65,1,0,9,33,1.12,0,92,2,2,18,4,5.11428571428571,0,1,0.621621621621622,0,1,333,0,0.987252124645892
217,0,0,1,0,0,8,3,1,0,7,27,0.94,0,62,1,0,4,3,5.25925925925926,0,1,0.482758620689655,0,0,0.515650741350906,267,224
177,23,2,1,0,0,7,124,1,218,4,0,0.49,1,75,1,0,11,1,6.85185185185185,1,1,1.41379310344828,2,0,0.825857519788918,0,2
56,22,25,1,22,2,3,543,2,4,12,78,0.24,1,93,2,2,23,3,7.62790697674419,0,1,1.15151515151515,0,0.351164254247955,19,0,8
