,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2301,0,0,1,6,1,0,2,2,3,4,11,0.13,0,93,1,2,1,2,2.64285714285714,0,4.92857142857143,0,0,0.525581395348837,0.6,1
2548,2,1,1,4,1,0,2,8,0,4,14,0.13,1,84,2,0,8,2,3.05882352941176,0,14.5,1,0,0.713692946058091,1.0,1
204,2,0,1,1,0,0,2,1,8,8,7,0.12,0,82,2,2,9,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,1.0,2
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,5,3,6.0875,0,2.95,0,0,0.536423841059603,0.666666666666667,3
2283,13,0,1,2,0,0,2,3,0,6,32,0.12,0,88,2,0,14.0,3,2.73333333333333,0,3.44444444444444,0,0,0.839400428265525,0.666666666666667,0
2290,1,10,1,4,0,0,2,8,3,18,25,0.05,0,89,2,0,0,2,3.69230769230769,1,3.76923076923077,1,0,0.894865525672372,0.5,0
205,2,1,2,2,0,1,3,2,6,12,27,0.17,0,87,2,0,14.0,2,4.02777777777778,0,6.08333333333333,1,0,0.75992438563327,0.0,1
273,1,0,1,0,0,0,1,1,2,3,2,0.33,0,76,4,0,10,1,3.3,1,2.2,1,0,0.505050505050505,0.666666666666667,0
856,0,0,1,1,0,0,1,1,0,8,14,0.15,0,77,1,0,4,1,8.73333333333333,2,3.86666666666667,1,0,0.614107883817427,0.558441558441558,4
990,0,4,1,3,0,0,3,1,0,8,8,0.13,1,76,1,1,14.0,1,5.25,2,6.33333333333333,1,0,0.5702193151212005,0.5,0
1167,1,0,1,1,0,0,1,1,1,5,3,0.24,1,70,2,4,14.0,1,3.2,1,10.2,1,0,1.0,1.0,0
1881,7.5,0,1,1,0,1,1,1,4,5,26,0.4,0,87,1,0,7,5,3.1,0,2.7,1,0,0.495016611295681,0.5,4
2282,1,14,1,1,0,0,2,12,1,7,40,0.11,0,73,1,3,14.0,2,3.03571428571429,0,3.19642857142857,0,0,0.806451612903226,1.0,2
181,0,2,1,1,2,0,1,13,4.5,12,14,0.04,0,75,3,6,12.0,2,3.73913043478261,0,3.41304347826087,0,0,0.472118959107807,0.0,2
1047,1,0,1,1,0,1,2,3,6,14,32,0.24,0,86,2,5,3,2,8.76923076923077,1,14.5,1,0,0.621103117505995,1.0,2
101,1,0,1,2,0,0,3,1,6,7,27,0.09,0,56.0,2,0,31,1,5.70588235294118,1,7.91176470588235,1,0,0.725190839694656,0.0,2
2611,1,0,1,1,0,0,1,19,0,6,8.5,0.06,2,54,1,0,5,2,2.46153846153846,0,5.76923076923077,1,0,1.0,1.0,0
1066,0,0,1,4,4,4,2,1,0,2,8,0.56,0,89,1,0,1,1,8.125,1,3.5,1,0,0.440217391304348,1.0,1
286,4,1,1,1,0,1,2,7,4,10,38,0.13,1,86,2,1,12.0,2,3.36170212765957,0,6.04255319148936,0,0,0.329113924050633,0.5,0
1282,0,0,1,1,1,3,4,1,1,1,10,0.17,7,86,5,0,9,1,2.72727272727273,0,14.5,1,0,0.563192904656319,1.0,3
2049,1,0,1,2,1,0,2,1,1,13,17,0.13,0,85,2,0,5,1,2.78947368421053,1,3.15789473684211,1,0,0.676113360323887,1.0,2
835,1,0,1,2,6,0,3,1,4,6,9.5,0.07,0,77,1,8,13,2,6.44897959183673,1,11.6734693877551,1,0,0.875,0.5,1
218,0,0,1,1,0,0,2,1,7,6,19,0.11,0,54.5,3,0,26,2,4.53846153846154,0,5.5,0,0,0.626373626373626,0.0,2
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,37,1,0,10,2,2.85714285714286,1,9.42857142857143,2,0,0.390712682379349,1.0,1
852,1,2,1,2,0,0,2,4,1,8,17,0.15,0,64,2,1,12.0,2,4.54545454545455,0,6.09090909090909,0,0,0.327485380116959,0.4833333333333335,1
2549,2,0,1,3,0,0,2,2,0,2,14,0.13,1,80,5,0,7,2,2.6875,0,5.6875,1,0,1.0,0.4142857142857145,0
153,1,0,1,1,0,0,1,1,0,4,71,0.09,0,88,1,0,0.5,2,3.29166666666667,1,3.59722222222222,1,0,0.267241379310345,0.0,2
1142,0,0,1,0,2,3,1,2,3,5,9,0.29,2,83,5,0,14,2,3.33333333333333,0,7.41666666666667,2,0,0.928571428571429,1.0,2
2158,4,0,1,2,0,1,2,1,0,3,8,0.31,0,80,3,0,18,1,3.0,1,5.66666666666667,1,0,0.970873786407767,0.0,1
2015,0,1,2,2,0,3,4,2,10,8,4,0.28,1,84,3,0,6,2,3.93333333333333,0,7.2,1,0,0.407228915662651,0.666666666666667,2
