,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2290,1,10,1,1,0,0,2,8,3,18,25,0.05,0,89,2,0,12,2,3.69230769230769,1,3.76923076923077,1,0,0.995121951219512,0.5,0
181,1,2,1,1,2,0,1,13,29,12,14,0.82,0,75,3,6,22,2,3.73913043478261,0,3.41304347826087,0,0,0.472118959107807,0.333333333333333,2
835,1,0,1,2,6,0,3,1,4,6,1.5,0.07,0,77,1,8,13,2,6.44897959183673,1,11.6734693877551,1,0,0.341442224152911,0.5,1
286,4,1,1,1,0,1,3,7,4,10,38,0.13,1,86,2,1,14.0,2,3.36170212765957,0,6.04255319148936,0,0,0.5702193151212005,0.0,0
2553,2,0,1,3,1,1,2,20,0,3,45,0.11,2,62,5,1,12,2,3.80851063829787,0,8.51063829787234,0,0,0.950581395348837,1.0,2
101,1,0,1,2,0,0,3,1,6,7,27,0.09,0,91,2,0,31,1,5.70588235294118,1,7.91176470588235,1,0,0.975609756097561,0.0,2
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,13,3,6.0875,0,2.95,0,0,0.536423841059603,0.666666666666667,2
2049,1,0,1,2,1,0,2,1,1,13,17,0.13,0,85,2,0,5,1,2.78947368421053,1,3.15789473684211,1,0,0.676113360323887,1.0,2
856,1,0,1,1,0,0,3,1,0,8,14,0.15,0,77,1,0,4,1,4.0125,2,3.86666666666667,1,0,0.614107883817427,1.0,2
2158,4,0,1,2,0,1,2,1,0,3,8,0.31,0,80,3,0,18,1,3.0,1,5.66666666666667,1,0,0.995121951219512,0.5,1
271,1,1,2,1,0,2,3,4,11,14,34,0.19,0,89,2,2,14.0,2,4.14893617021277,0,5.36170212765957,0,0,0.975609756097561,0.0,2
2549,2,0,1,3,0,0,2,7,0,2,14,0.13,1,80,5,0,3,2,2.6875,0,5.6875,1,0,1.0,1.0,0
205,2,1,2,2,0,1,3,2,6,12,27,0.17,0,87,2,0,14.0,2,4.02777777777778,0,6.08333333333333,1,0,0.75992438563327,0.0,1
218,7.5,0,1,1,0,0,2,1,7,6,19,0.11,0,83,3,0,26,2,4.53846153846154,0,5.5,0,0,0.725190839694656,0.0,2
215,0,0,1,0,0,0,1,1,1,1,65,0.12,0,1,1,4,18,2,1.89393939393939,1,1.5,1,0,0.975609756097561,0.0,1
2283,13,0,1,2,0,0,2,3,0,6,32,0.12,0,88,2,0,10.0,3,2.73333333333333,0,3.44444444444444,0,0,0.321608040201005,0.428571428571429,0
853,3,1,1,4,1,0,2,5,2,20,14.5,0.16,0,96,4,1,10.0,2,4.07407407407407,0,3.22222222222222,0,0,0.925925925925926,0.0,0
1881,20.0,0,1,1,0,1,1,1,4,5,26,0.12,0,87,1,0,7,5,3.1,0,2.7,1,0,0.3441295546558705,0.0,0
980,0,0,1,4,0,1,4,6,19,6.5,19,0.07,3,92,1,0,22.5,2,7.78947368421053,1,8.76315789473684,1,0,0.925925925925926,0.0,0
204,2,0,1,1,0,0,2,1,8,8,20,0.12,0,82,2,2,9,2,3.53333333333333,0,19.0,0,0,0.321608040201005,0.714285714285714,2
287,1,0,2,1,0,0,3,2,4,6,12,0.11,0,84,2,1,10.0,2,3.88888888888889,0,8.88888888888889,1,0,0.725190839694656,0.4833333333333335,2
2548,2,1,1,4,1,0,2,8,0,4,14,0.13,1,84,2,0,8,2,3.05882352941176,0,19.0,1,0,0.321608040201005,0.714285714285714,1
2122,0,10,1,13,1,0,3,17,4,4.0,28,0.04,1,93,3,2,10.0,2,4.86538461538461,1,7.98076923076923,0,0,0.981990521327014,0.4833333333333335,1
2591,3,3,1,2,1,2,2,11,5,16,21.5,0.03,4,83,5,1,13.0,2,3.89090909090909,0,8.70909090909091,1,0,0.976784677887406,0.0,1
312,0,0,1,1,0,0,2,1,0,8,8.5,0.04,0,89,3,0,10.0,1,3.93333333333333,1,4.55,1,0,0.732348111658456,0.4833333333333335,0
901,9.5,0,1,0,0,0,1,1,0,1,34,0.04,0,0,1,4,8,2,3.23529411764706,1,1.38235294117647,1,0,0.875,0.714285714285714,0
136,7,0,1,7,0,1,2,13,32,19.0,51.0,0.24,0,98,1,3,2.0,2,16.7952755905512,0,3.29133858267717,0,0,0.279745042492918,0.25,1
2282,1,14,1,1,0,0,2,12,1,7,5.5,0.04,0,73,1,3,10.0,2,3.03571428571429,0,3.19642857142857,0,0,0.806451612903226,0.4833333333333335,0
1878,20.0,0,1,0,0,1,2,3,0,11,29,0.12,0,84,1,1,5,2,2.44827586206897,0,2.17241379310345,0,0,0.875,0.0,0
2201,20.0,0,2,1,0,1,2,2,8,10,13,0.04,2,84,6,3,11,2,4.42857142857143,0,5.47619047619048,1,0,0.775280898876405,1.0,1
1142,18.0,0,1,0,2,3,1,2,3,5,9,0.055,2,83,5,0,14,2,3.33333333333333,0,7.41666666666667,2,0,0.986111111111111,0.714285714285714,0
273,0,0,1,0,0,0,1,1,2,3,7,0.07500000000000001,0,76,4,0,10,1,1.71428571428571,1,2.2,1,0,0.321608040201005,0.333333333333333,0
2301,18.0,0,1,6,7,0,2,2,3,4,11,0.13,0,93,1,2,1,2,2.64285714285714,0,19.0,0,0,0.321608040201005,0.333333333333333,1
1137,1,0,1,4,1,1,2,1,17,6,1.0,0.04,5,74,5,1,13.0,1,6.20512820512821,0,12.2564102564103,0,0,0.61216429699842,0.75,0
2254,2.5,0,1,0,5,0,1,4,0,14,35,0.15,0,78,2,0,8,2,1.27216748768473,0,3.68518518518519,0,0,0.989195678271308,0.1666666666666665,1
2004,9.5,0,1,0,0,0,2,1,2,0,11.5,0.04,0,0,1,2,13,2,2.43478260869565,0,4.43478260869565,1,0,0.875,0.428571428571429,1
199,0,0,1,6,0,1,1,1,9,9.5,8.5,0.12,0,97,1,2,10.0,2,3.0,0,2.01052631578947,0,0,0.578005115089514,0.0,2
2311,3,18,1,5,0,0,3,5,0,14.5,14,0.08,1,93,1,0,13.0,2,4.65714285714286,1,7.74285714285714,1,0,0.285714285714286,0.428571428571429,0
569,9.5,0,1,1,0,2,1,1,0,12.5,5.5,0.66,0,95,1,1,3,1,6.29166666666667,2,1.14583333333333,1,0,0.875,0.0,1
990,7.5,4,1,3,0,0,3,1,0,8,8,0.13,1,76,1,1,19,1,5.25,2,6.33333333333333,1,0,0.5702193151212005,0.5,0
886,8.0,34,1,16,0,0,2,43,14,9.5,8.5,0.08,0,100,2,2,10.0,2,4.3594470046083,0,4.31336405529954,0,0,0.352900312608545,0.0,1
1167,0,0,1,1,0,0,1,1,1,5,3,0.12,1,70,2,4,10.0,1,3.2,1,10.2,1,0,0.390712682379349,0.4833333333333335,0
303,10,0,1,3,0,1,3,5,16,25.0,37.0,0.12,0,95,1,1,10.5,4,3.35514018691589,0,6.1588785046729,1,0,0.975609756097561,0.0,3
885,4,8,1,6,0,0,2,27,11,8.5,8.5,0.08,0,96,3,3,2.5,3,4.04918032786885,0,4.55737704918033,0,0,0.775280898876405,0.0,4
255,0,0,1,1,0,1,1,1,0,9.5,8.5,0.34,0,98,2,0,10.0,1,4.07017543859649,1,2.23684210526316,1,0,0.538638985005767,0.428571428571429,2
849,20.0,0,1,1,0,0,0,1,0,8,10,0.12,0,73,3,1,5,1,4.2,1,4.5,1,0,0.875,0.333333333333333,0
2015,20.0,1,2,2,0,3,4,2,10,8,4,0.12,1,84,3,0,6,2,3.93333333333333,0,7.2,1,0,0.875,0.333333333333333,0
551,10.0,0,2,2,1,1,3,13,25,16.0,52,0.11,0,94,1,2,6.5,3,1.6234817813765199,0,6.71739130434783,1,0,0.328331332533013,0.0,3
2250,9.5,6,1,0,0,0,1,7,2,2,35,0.13,0,80,2,2,10.0,2,1.97674418604651,0,2.90697674418605,0,0,0.390712682379349,0.4833333333333335,0
153,1,0,1,1,0,0,1,1,0,4,14.5,0.09,0,88,1,0,14.0,2,3.29166666666667,1,3.59722222222222,1,0,0.626373626373626,0.666666666666667,0
855,0,0,1,0,0,0,1,1,0,19.0,8.5,0.14,0,98,1,0,0,1,2.52755905511811,1,1.96850393700787,1,0,0.725190839694656,0.4833333333333335,1
887,9.5,4,1,0,0,0,1,16,0,3,5.5,0.09,0,100,3,1,10.0,2,2.5,0,3.37096774193548,0,0,0.96545768566494,0.4833333333333335,2
1201,6,0,1,6,0,0,2,14,1,4.0,28,0.06,0,91,3,9,10.0,2,3.77142857142857,0,4.85714285714286,0,0,0.675,0.4833333333333335,1
1645,7,0,1,1,0,0,1,6,6,8,14.5,1.45,5,89,2,4,10.0,2,3.60416666666667,0,9.61458333333333,1,0,0.527426160337553,0.5,2
128,0,16.0,1,0,0,4,1,1,0,0,0,1.3,0,0,2,4,4.5,2,4.87755102040816,2,0.0,0,0,0.392307692307692,0.4142857142857145,3
147,9.5,0,1,0,0,0,1,1,0,0,8.5,0.11,0,0,1,2,10.0,2,0.046875,0,0.0,0,0,0.654605263157895,0.4833333333333335,2
82,11.0,6,1,1,0,3,3,10,8,14.5,48,0.28,0,92,2,4,0.5,4,5.24358974358974,0,6.67948717948718,1,0,0.310502283105023,0.5,1
193,0,0,1,0,0,0,1,1,0,1,8.5,0.1,0,94,1,3,10.0,2,3.6865671641791,0,2.35820895522388,1,0,0.725190839694656,0.4833333333333335,0
2190,11.5,6,1,6,0.5,1,3,2,10,5,3,0.16,2,89,1,0,1,1,5.52631578947368,2,5.05263157894737,1,0,0.321608040201005,0.4142857142857145,1
2437,5.5,0,1,2,4,1,2,6,6,6.5,1.0,0.13,3,83,2,0,8,2,4.4,1,5.74285714285714,1,0,0.885558583106267,0.833333333333333,1
206,20.0,33,1,0,0,4,1,1,0,0,10,0.6,0,0,1,1,6,1,4.30232558139535,0,0.0,0,0,0.41180562527789355,0.714285714285714,1
1066,20.0,0,1,4,4,4,2,1,0,7,8,0.56,0,89,1,0,1,1,8.125,1,19.0,1,0,0.875,0.714285714285714,0
2569,0,0,1,3,0,0,2,28,0,10,14.5,1.45,2,70,2,2,10,2,2.08695652173913,0,3.46376811594203,0,0,0.390712682379349,0.714285714285714,0
13,15.0,0,1,1,0,0,2,2,6,4,12,0.11,0,81,1,0,8,2,2.38888888888889,0,3.0,1,0,0.490609701824655,0.4142857142857145,2
148,0,0,1,0,0,0,1,1,0,1,37.0,0.09,0,6,1,2,2.5,2,0.984615384615385,0,1.35384615384615,1,0,0.875,0.777777777777778,2
1282,15.0,0,1,1,1,3,4,1,1,1,10,0.16,7,86,5,0,9,1,2.72727272727273,0,12.2727272727273,1,0,0.372685185185185,0.558441558441558,2
1004,1,0,1,1,0,1,2,2,5,20,38,0.095,0,93,4,10,0.5,2,2.13636363636364,0,2.38636363636364,0,0,0.875,0.4142857142857145,1
858,4,1,1,1,0,1,2,6,3,12.5,50.0,0.19,0,93,1,0,10.0,5,3.31034482758621,0,3.48275862068966,0,0,0.52437417654809,0.4833333333333335,4
1229,18.0,0,1,1,1,0,2,2,2,12,5.5,0.04,0,94,2,0,9,2,0.65,0,5.81666666666667,0,0,0.41180562527789355,0.714285714285714,2
279,1,0,1,3,0,0,2,2,11,18.5,2.5,0.06,0,95,2,1,11.0,2,4.075,0,3.825,0,0,0.675,0.5,2
92,1,4,1,3,0,8,2,7,24,18.5,2.5,1.27,0,95,1,1,13.0,6,4.58928571428571,0,4.27678571428571,0,0,0.568269230769231,0.75,1
2171,9.5,0,1,2,0,3,2,4,17,4.0,14.5,0.38,0,100,3,1,11,3,3.6025641025641,0,2.67948717948718,1,0,0.986795774647887,0.714285714285714,2
132,0,0,1,0,0,0,1,1,0,1,26.5,0.1,0,0,1,2.5,2.5,2,3.70769230769231,1,1.41538461538462,1,0,0.925925925925926,0.558441558441558,3
1610,1,0,1,0,5,0,2,2,11,8,9,0.23,0,100,4,3.5,10.0,1,9.09523809523809,0,3.04761904761905,1,0,0.725190839694656,0.4833333333333335,3
77,1,0,1,5,1,2,1,1,9,22.0,20.5,0.5,0,98,2,5,0.5,6,12.5126050420168,1,2.48739495798319,1,0,0.826086956521739,0.8,4
941,10,3,1,3,0,0,3,4,2,13.0,26.5,0.08,0,95,1,0,2.5,2,3.38888888888889,0,3.9,1,0,0.925925925925926,0.4142857142857145,3
272,2.5,6,1,1,0,1,3,15,10,13.0,2.5,0.14,0,94,2,1,6.5,3,4.74561403508772,0,7.15789473684211,0,0,0.367626886145405,0.6,3
75,8,2,1,5,3,4,2,8,25,35.0,2.5,0.63,0,98,1,2,10.5,5,6.66829268292683,0,3.13658536585366,0,0,0.416447615471273,0.5,2
1692,1,0,1,1,2,0,2,24,5,8,35,0.05,1,75,4,0,13,2,2.39024390243902,0,14.5,1,0,0.6,1.0,1
2611,1,0,1,1,0,0,1,19,0,6,25,0.06,2,54,1,0,5,2,2.46153846153846,0,14.5,1,0,1.0,1.0,0
1212,1,0,1,5,2,0,2,7,6,8,18,0.08,1,87,4,0,14,3,2.92,0,14.5,0,0,0.48590021691974,1.0,1
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,37,1,0,10,2,2.85714285714286,1,14.5,2,0,0.98974358974359,1.0,1
2289,0,23,1,3,0,0,2,16,3,12,34,0.12,0,36.0,2,0,0.5,3,3.18032786885246,1,4.14754098360656,1,0,0.851251840942563,0.1666666666666665,2
1047,0,0,1,1,0,1,2,3,6,14,32,0.07500000000000001,0,86,2,5,3,2,1.906521739130435,1,2.41025641025641,1,0,0.41180562527789355,0.8,2
852,1,3,1,2,0,0,2,4,1,8,17,0.15,0,64,2,1,0.5,2,4.54545454545455,0,6.09090909090909,0,0,0.875,1.0,1
816,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,
