,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
128,0,49,1,0,0,4,1,1,0,0,0,3.67,0,0,2,4,0,2,4.87755102040816,2,0.408163265306122,0,0,0.392307692307692,1.0,3
75,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1,1,1,3,2,0,2,13,7,1,71,0.08,0,97,3,11,0,3,6.0875,0,2.95,0,0,0.536423841059603,0.666666666666667,3
148,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,0,6,1,0,0,0,1,7,2,2,35,0.13,0,80,2,2,0,2,1.97674418604651,0,2.90697674418605,0,0,1.0,1.0,0
853,3,1,1,4,1,0,2,5,2,20,0,0.16,0,96,4,1,32,2,4.07407407407407,0,3.22222222222222,0,0,0.312883435582822,0.5,4
858,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
887,0,4,1,0,0,0,1,16,0,3,58,0.09,0,100,3,1,0,2,2.5,0,3.37096774193548,0,0,0.96545768566494,1.0,2
2301,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2,0,1,1,0,0,2,1,8,8,20,0.12,0,82,2,2,0,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,1.0,2
990,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0,33,1,0,0,4,1,1,0,0,10,3.59,0,0,1,1,0,1,4.30232558139535,0,0.511627906976744,0,0,0.6996699669967,1.0,1
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
2530,1,0,1,1,0,0,1,4,0,3,6,0.13,4,37,1,0,0,2,2.85714285714286,1,9.42857142857143,2,0,0.98974358974359,1.0,1
272,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,0,1,0,0,0,1,1,2,3,0,0.33,0,76,4,0,10,1,3.3,1,2.2,1,0,0.505050505050505,0.666666666666667,0
1610,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
