test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
30,0,3.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,10.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.65,0.35,2
30,1,0.0,1.0,2.0,0.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.78,0.22,3
30,2,0.0,1.0,2.0,0.0,2.0,8.0,1.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.85,0.15,4
30,3,0.0,1.0,2.0,0.0,2.0,8.0,1.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9,0.1,5
30,4,0.0,1.0,2.0,0.0,2.0,8.0,1.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,5.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.92,0.08,5
30,5,3.0,1.0,2.0,2.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.56,0.44,2
30,6,0.0,1.0,2.0,0.0,2.0,2.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.7,0.3,3
30,7,1.0,1.0,2.0,14.0,2.0,8.0,7.0,4.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.51,0.49,2
30,8,0.0,1.0,2.0,0.0,2.0,2.0,7.0,0.0,0.41,0.0,77.0,3.0,2.0,36.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.77,0.23,5
30,9,0.0,1.0,2.0,1.0,2.0,2.0,7.0,0.0,0.41,0.0,77.0,3.0,2.0,36.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.78,0.22,5
30,10,0.0,1.0,2.0,14.0,2.0,8.0,0.0,0.0,0.41,0.0,0.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.78,0.22,4
30,11,0.0,1.0,2.0,0.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.73,0.27,3
30,12,0.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.82,0.18,4
30,13,0.0,1.0,2.0,0.0,2.0,8.0,0.0,0.0,0.41,0.0,77.0,0.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.86,0.14,5
