test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1
41,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,5.26,0.0,66.0,1.0,2.0,38.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.5,1.0,0.5396309,0.46036908
41,1,6.0,1.0,1.0,5.0,23.0,4.0,2.0,7.0,21.0,15.0,139.0,0.76,0.0,97.0,1.0,2.0,6.0,9.0,45.2,0.0,0.0,0.0,0.533424283765348,0.5,1.0,0.7190795,0.2809205
41,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,139.0,5.26,0.0,66.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.9,0.5,1.0,0.5396309,0.46036908
41,3,6.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,21.0,62.0,139.0,7.45,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,1.1,0.5,1.0,0.58069634,0.41930366
41,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,3.0,139.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,19.7,0.0,0.0,0.0,0.533424283765348,0.5,0.0,0.70720315,0.29279685
41,5,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,0.0,62.0,139.0,6.71,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,13.0,0.0,0.533424283765348,0.5,1.0,0.53439486,0.4656051
41,6,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,3.0,139.0,0.76,0.0,97.0,1.0,2.0,59.0,9.0,19.7,0.0,22.0,0.0,0.533424283765348,0.5,0.0,0.8018104,0.19818965
41,7,6.0,1.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,62.0,51.0,6.57,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,1.0,0.5,1.0,0.67157495,0.32842505
41,8,6.0,1.0,1.0,5.0,25.0,4.0,2.0,7.0,21.0,62.0,139.0,1.44,0.0,97.0,1.0,2.0,59.0,9.0,9.9,0.0,21.0,0.0,0.533424283765348,0.5,1.0,0.58951616,0.41048384
41,9,6.0,44.0,1.0,5.0,3.0,4.0,2.0,7.0,21.0,0.0,139.0,6.57,0.0,97.0,1.0,2.0,59.0,9.0,4.73053892215569,0.0,0.0,0.0,0.533424283765348,1.0,1.0,0.7260052,0.27399483
43,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,16.0,77.0,0.55,0.0,97.0,2.0,3.0,22.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.603138,0.39686197
43,1,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,18.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.64304876,0.35695124
43,2,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,11.0,122.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.5633062,0.43669382
43,3,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,7.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,3.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.6937419,0.30625805
43,4,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,7.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.673676,0.32632396
43,5,1.0,0.0,1.0,67.0,1.0,2.0,1.0,2.0,7.0,3.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.8314487,0.16855131
43,6,1.0,0.0,1.0,6.0,32.0,2.0,1.0,2.0,7.0,5.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.69505334,0.30494666
43,7,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,3.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.8314487,0.16855131
43,8,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,12.0,77.0,0.55,0.0,27.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,2.0,0.6704576,0.32954237
43,9,1.0,0.0,1.0,6.0,1.0,2.0,1.0,2.0,7.0,3.0,77.0,0.55,0.0,97.0,2.0,3.0,18.0,6.0,6.65882352941177,0.0,1.0,0.0,0.568445475638051,0.5,0.0,0.8702155,0.12978451
48,0,6.0,3.0,1.0,1.0,0.0,6.0,3.0,6.0,8.0,22.0,38.0,6.97,0.0,89.0,6.0,7.0,27.0,4.0,4.87272727272727,0.0,1.0,0.0,1.0,0.666666666666667,3.0,0.54255784,0.4574422
48,1,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,3.0,38.0,0.39,0.0,89.0,1.0,3.0,27.0,4.0,19.7,0.0,1.0,0.0,0.496396396396396,0.666666666666667,0.0,0.6136837,0.38631633
48,2,6.0,3.0,1.0,1.0,0.0,4.0,1.0,6.0,8.0,5.0,38.0,1.45,0.0,89.0,1.0,3.0,27.0,0.0,4.87272727272727,0.0,16.0,0.0,0.496396396396396,0.666666666666667,3.0,0.66868204,0.33131796
48,3,6.0,3.0,1.0,1.0,0.0,4.0,6.0,6.0,8.0,22.0,38.0,0.39,0.0,89.0,1.0,3.0,5.0,4.0,4.87272727272727,0.0,1.0,0.0,1.0,1.0,3.0,0.7178135,0.28218654
48,4,6.0,3.0,1.0,1.0,0.0,4.0,3.0,6.0,8.0,22.0,116.0,0.39,3.0,89.0,1.0,3.0,1.0,4.0,4.87272727272727,0.0,1.0,0.0,1.0,1.0,3.0,0.5063656,0.4936344
