test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
16,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.734375,1.0,0.9760457976222939,0.023954202377706083,1
16,1,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,30.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.8043209401210929,0.19567905987890713,1
16,2,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,30.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9979149320148826,0.002085067985117417,3
16,3,0.0,0.0,1.0,0.0,1.0,2.0,2.0,36.0,1.0,3.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0.734375,1.0,0.7766332918313923,0.22336670816860776,1
16,4,0.0,0.0,1.0,0.0,1.0,2.0,2.0,20.0,30.0,40.0,5.0,0.51,0.0,85.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9992452479260576,0.0007547520739423351,5
78,0,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.6132404774907327,0.3867595225092672,2
78,1,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,0.527452745274527,4.0,0.5741702300667815,0.42582976993321847,2
78,2,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,0.0,5.14705882352941,0.0,0.0,0.0,0.0,1.0,4.0,0.9649671056181915,0.03503289438180841,4
78,3,6.0,1.0,1.0,5.0,3.0,4.0,2.0,61.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,60.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,4.0,0.9886882554970704,0.011311744502929624,5
78,4,6.0,1.0,1.0,5.0,3.0,4.0,2.0,849.0,7.0,21.0,62.0,0.75,0.0,97.0,1.0,2.0,0.0,9.0,5.14705882352941,0.0,0.0,0.0,0.0,0.527452745274527,4.0,0.6152170049465739,0.38478299505342606,2
80,0,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,34.0,0.53,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.539735099337748,4.0,0.5308275551945894,0.4691724448054107,1
80,1,1.0,0.0,1.0,6.0,1.0,2.0,1.0,269.0,2.0,7.0,1.0,0.53,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.539735099337748,4.0,0.9548529562203764,0.04514704377962359,2
80,2,1.0,0.0,1.0,6.0,1.0,2.0,1.0,23.0,2.0,7.0,1.0,0.53,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.539735099337748,4.0,0.9952106684878906,0.004789331512109348,3
80,3,1.0,0.0,1.0,6.0,1.0,2.0,1.0,23.0,2.0,7.0,1.0,0.0,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.539735099337748,4.0,0.998545752052497,0.0014542479475029985,4
80,4,1.0,0.0,1.0,6.0,1.0,2.0,1.0,23.0,2.0,7.0,1.0,0.0,0.0,97.0,2.0,3.0,19.0,6.0,8.46153846153846,0.0,1.0,0.0,0.0,0.8,4.0,0.9989838880751596,0.001016111924840423,5
85,0,8.0,4.0,1.0,2.0,0.0,3.0,3.0,279.0,7.0,8.0,24.0,8.67,0.0,91.0,1.0,3.0,32.0,4.0,4.80952380952381,0.0,1.0,0.0,0.0,0.442211055276382,4.0,0.5863272785830185,0.41367272141698147,2
85,1,8.0,4.0,1.0,2.0,0.0,3.0,3.0,279.0,7.0,8.0,24.0,8.67,0.0,91.0,1.0,3.0,32.0,4.0,4.80952380952381,0.0,1.0,0.0,0.0,1.0,4.0,0.8808317915382742,0.11916820846172582,3
85,2,8.0,4.0,1.0,2.0,0.0,3.0,3.0,279.0,7.0,8.0,24.0,8.67,0.0,91.0,1.0,3.0,32.0,0.0,4.80952380952381,0.0,1.0,0.0,0.0,1.0,4.0,0.966801930098689,0.03319806990131105,4
85,3,8.0,4.0,1.0,2.0,0.0,3.0,3.0,279.0,7.0,8.0,24.0,8.67,0.0,91.0,1.0,3.0,32.0,0.0,53.0,0.0,1.0,0.0,0.0,1.0,4.0,0.984325514759784,0.01567448524021592,5
85,4,8.0,4.0,1.0,2.0,0.0,3.0,3.0,279.0,7.0,8.0,24.0,0.35,0.0,91.0,1.0,3.0,32.0,4.0,4.80952380952381,0.0,1.0,0.0,0.0,1.0,4.0,0.5326574207261934,0.4673425792738067,2
86,0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,1.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.7269349479594248,0.2730650520405752,1
86,1,0.0,0.0,1.0,0.0,0.0,4.0,2.0,23.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.5124883853867317,0.48751161461326836,1
86,2,0.0,0.0,1.0,0.0,0.0,4.0,2.0,20.0,1.0,7.0,7.0,8.67,0.0,78.0,2.0,2.0,0.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.998476645705469,0.0015233542945310345,3
86,3,0.0,0.0,1.0,0.0,0.0,4.0,2.0,20.0,1.0,7.0,7.0,8.67,0.0,78.0,2.0,2.0,0.0,3.0,1.9,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.9994339120530034,0.000566087946996651,4
86,4,0.0,0.0,1.0,0.0,0.0,4.0,2.0,20.0,1.0,7.0,7.0,8.67,0.0,78.0,2.0,2.0,0.0,3.0,1.9,1.0,0.0,0.0,0.0,1.0,3.0,0.9995308743400928,0.0004691256599071811,5
95,0,1.0,4.0,1.0,4.0,0.0,8.0,2.0,61.0,6.0,22.0,23.0,1.37,0.0,95.0,1.0,1.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,0.642458100558659,5.0,0.7356986265158438,0.2643013734841561,1
95,1,1.0,4.0,1.0,4.0,0.0,8.0,2.0,61.0,6.0,22.0,23.0,1.37,0.0,95.0,1.0,52.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,0.642458100558659,5.0,0.9343111296943238,0.06568887030567616,2
95,2,1.0,4.0,1.0,4.0,0.0,8.0,2.0,61.0,6.0,22.0,23.0,1.37,0.0,95.0,1.0,52.0,53.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,1.0,5.0,0.9781717861026112,0.021828213897388787,3
