,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
37,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,
163,3,0,2,1,4,2,134,2,1,7,0.56,0,14,1,0,4,1,3.39130434782609,1,4.65217391304348,1,0,0.55,0,3,4
192,4,0,1,0,1,2,56,1,10,4,0.22,0,14,1,1,4,1,3.13793103448276,0,3.62068965517241,1,0,0.55,0,2,1
214,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,
256,5,0,1,3,1,2,283,1,2,30,0.33,0,98,3,3,15,1,9.75,1,3.73148148148148,1,0,0.2,0,4,7
345,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,
450,0,0,1,1,0,2,29,2,0,2,0.38,0,8,5,2,4,1,5.44444444444444,4,4.33333333333333,2,0,0.55,0,1,0
451,0,0,1,0,0,2,22,2,0,0,1.69,0,3,3,0,3,1,3.5,3,3.0,2,0,0.55,0,1,0
456,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,
460,0,0,1,0,0,1,40,2,6,1,0.45,0,14,5,2,4,1,5.06666666666667,2,3.73333333333333,2,0,0.55,0,1,0
467,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0,0,1,3,0,2,15,1,0,0,0.23,0,2,6,0,4,1,3.28571428571429,1,3.42857142857143,1,0,0.55,0,1,0
479,,,,,,,,,,,,,,,,,,,,,,,,,,
514,6,0,4,12,4,6,211,1,4,0,0.29,0,0,1,0,4,1,5.63157894736842,1,4.36842105263158,1,0,0.45,0,4,2
522,1,0,1,4,0,2,124,1,0,0,0.27,0,0,1,0,15,1,3.57777777777778,1,2.94444444444444,1,0,0.45,0,4,6
845,,,,,,,,,,,,,,,,,,,,,,,,,,
