,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1,0,1,0,0,3,83,1,2,11,12,0.39,1,74,1,2,12,2,4.73333333333333,1,0,1.05882352941176,0,0,0.281553398058252,0,1
96,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,2,23,1,14,0,1,674,1,0,14,2,0.86,0,91,1,0,6,2,5.14814814814815,0,1,0.482758620689655,0,0,0.8315533980582519,0,2
140,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,3,1,17,2,3,81,2,4,13,1,0.31,1,84,3,1,6,1,10.25,3,1,1.09090909090909,0,3,0.8315533980582519,0,2
175,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0,0,1,0,0,3,36,2,0,0,4,1.06,1,0,2,0,7,1,2.5,1,2,0.5,0,5,0.97,0,1
212,0,0,1,0,0,4,71,2,0,1,7,1.92,0,28,2,1,7,3,1.71428571428571,0,1,0.0,0,2,0.952,0,2
213,0,0,1,0,0,3,52,2,0,1,7,0.91,0,28,2,0,7,3,2.71428571428571,0,1,0.888888888888889,0,0,0.953846153846154,0,2
214,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,0,1,0,0,2,44,2,0,2,9,0.98,0,44,2,0,7,3,2.0,0,1,0.0,0,2,0.944444444444444,0,1
217,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1,1,1,1,0,2,72,2,0,4,15,0.58,1,58,2,0,7,1,8.58823529411765,1,1,0.631578947368421,0,0,1.0,0,2
347,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0,0,2,0,4,7,50,2,0,0,4,1.06,3,0,2,0,1,1,5.0,3,1,1.83333333333333,1,0,0.951219512195122,0,2
363,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,0,0,0,304,0,0,914,1,0,5,0,1.51,0,0,0,0,1,0,0.0,0,0,0.0,0,1645,0.8315533980582519,0,2
386,0,0,3,0,0,14,83,2,0,2,2,2.13,2,0,2,0,1,1,3.0,3,6,2.6,1,0,0.956521739130435,0,2
395,0,1,2,5,22,4,159,1,0,0,21,0.71,3,95,1,0,13,1,7.86363636363636,3,2,1.20833333333333,0,7,1.0,0,1
408,0,21,1,16,0,5,351,1,0,1,33,3.22,0,100,1,1,12,1,3.07407407407407,0,0,0.0,0,0,0.8315533980582519,0,1
420,0,6,1,3,0,8,75,2,0,0,0,3.95,0,100,1,1,7,0,1.16666666666667,1,0,0.0,0,0,0.944954128440367,0,1
428,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0,1,1,6,0,7,147,2,0,0,15,4.9,0,100,2,2,7,2,5.75,0,0,0.0,0,5,0.5815533980582519,0,2
494,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,0,11,1,0,0,7,170,1,0,0,8,4.47,0,0,2,1,7,1,2.05263157894737,1,0,0.0,0,1,0.97,0,1
527,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,0,4,1,4,0,4,221,1,0,0,23,3.4,0,100,1,2,6,1,1.51851851851852,0,0,0.0,0,7,0.5815533980582519,0,2
578,0,13,1,19,0,23,897,1,0,0,20,7.12,1,100,0,1,6,0,19.3333333333333,1,0,0.0,0,27,0.8315533980582519,0,1
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1,1,1,2,0,4,338,1,3,2,49,0.77,0,78,3,0,6,1,2.09259259259259,0,1,0.535714285714286,0,2,1.0,0,2
637,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,0,13,1,0,0,3,78,2,0,3,0,1.47,0,64,2,6,7,1,19.3076923076923,2,1,0.2,0,0,0.962025316455696,0,2
689,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,12,4,1,3,0,5,431,1,1,18,43,0.61,3,89,1,0,12,2,7.01666666666667,1,1,0.919354838709677,0,0,1.0,0,2
778,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,2,12,3,0,1,2,78,1,0,8,1,0.35,4,75,1,0,6,1,5.26666666666667,2,1,1.11764705882353,0,1,1.0,0,1
796,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,,,
