,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
10,20.0,40.0,2.0,0.0,1.0,7.0,542.0,1.0,49.0,13.0,3.0,22.3,5.0,89.0,1.0,0.0,0.0,1.0,4.52173913043478,0.0,19.0,1.48,0.0,88.0,0.914331465172138,0.0,2.0
1955,50.0,0.0,1.0,59.0,1.0,3.0,460.0,3.0,0.0,18.0,24.0,8.19,1.0,97.0,2.0,0.0,3.0,1.0,4.54054054054054,1.0,0.0,0.564102564102564,0.0,1604.0,0.929274292742927,0.0,0.0
16,5.0,1.0,1.0,0.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,24.29,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,1.0,0.0,4.0
1956,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,2.31,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0
1957,1.0,0.0,1.0,0.0,0.0,6.0,70.0,1.0,0.0,3.0,4.0,1.27,0.0,66.0,2.0,0.0,5.0,1.0,3.8,1.0,1.0,3.6,0.0,175.0,0.945205479452055,0.0,0.0
1958,3.0,17.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,4.31,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,4.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0
19,8.0,5.0,1.0,3.0,0.0,0.0,60.0,1.0,2.0,2.0,86.0,0.06,4.0,97.0,3.0,1.0,12.0,4.0,5.91089108910891,0.0,1.0,0.0,0.0,17.0,0.49563838223632,0.0,6.0
23,7.0,1.0,1.0,0.0,0.0,4.0,244.0,4.0,3.0,8.0,30.0,15.72,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,2.8,0.0,308.0,0.337057728119181,0.0,4.0
1959,2.0,0.0,1.0,0.0,0.0,11.0,107.0,1.0,0.0,3.0,4.0,8.19,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.25,0.0,220.0,0.733990147783251,0.0,1.0
1960,2.0,0.0,1.0,0.0,0.0,10.0,118.0,1.0,0.0,5.0,5.0,16.1,0.0,60.0,2.0,0.0,7.0,1.0,4.14285714285714,1.0,0.0,1.33333333333333,1.0,273.0,0.905982905982906,0.0,1.0
27,6.0,5.0,4.0,0.0,0.0,1.0,129.0,1.0,1.0,38.0,28.0,0.18,0.0,94.0,1.0,1.0,7.0,2.0,8.5,0.0,1.0,1.30952380952381,0.0,10.0,1.0,0.0,0.0
