,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE
1957,1,0,1,0,0,6,70,1,0,3,4,1.27,0,66,2,0,5,1,3.8,1,1,0.714285714285714,0,9,0.945205479452055,0,0
267,0,0,0,0,0,0,179,1,0,30,0,5.42,0,0,0,0,0,0,0.0,0,0,0.0,0,7,0.685393258426966,0,2
347,0,0,2,0,7,8,397,1,0,3,31,0.92,1,65,1,0,4,3,19.075,1,0,0.80952380952381,0,0,0.682012847965739,0,2
420,0,6,1,0,0,8,75,1,0,0,0,3.95,0,100,0,1,4,0,1.16666666666667,1,0,0.0,0,0,0.944954128440367,0,0
505,0,0,1,0,0,7,170,1,0,0,8,4.47,0,0,2,1,6,1,2.05263157894737,1,0,0.0,0,1,0.937238493723849,0,2
527,0,0,1,4,0,12,139,1,0,0,8,4.34,0,100,2,1,8,1,5.25,1,0,0.0,0,8,0.84020618556701,0,1
572,0,4,1,4,0,4,221,1,0,0,23,3.4,0,100,1,2,12,1,1.51851851851852,0,0,0.0,0,6,0.692090395480226,0,4
578,0,13,1,0,0,23,897,1,0,0,20,7.12,1,100,0,1,7,0,19.3333333333333,1,0,0.0,0,27,0.874555160142349,0,2
603,0,23,1,0,0,8,601,1,0,0,38,5.46,0,0,4,10,4,2,10.983606557377,0,0,0.0,0,6,0.969811320754717,0,3
1993,0,0,1,0,3,5,59,4,0,0,6,1.07,0,0,1,0,1,2,2.5,1,2,0.454545454545455,0,7,1.0,0,0
1995,1,1,1,0,0,7,75,1,0,3,4,1.03,0,22,3,0,5,1,4.16666666666667,2,2,1.77777777777778,0,9,1.0,0,0
688,0,0,1,0,0,3,78,1,0,3,0,1.47,0,64,1,6,2,1,19.3076923076923,2,1,0.2,0,0,0.962025316455696,0,1
1012,0,0,1,0,0,7,55,1,0,5,4,0.62,1,48,2,0,17,1,4.4,1,2,1.85714285714286,0,0,0.551515151515152,0,1
1042,5,1,1,0,1,4,80,1,0,4,6,0.38,1,72,1,0,18,2,6.0,1,1,1.78571428571429,0,0,0.73030303030303,0,1
1058,0,0,1,0,0,6,55,1,0,6,8,0.64,1,68,3,0,8,1,5.25,1,1,1.0,0,1,0.976190476190476,0,1
1076,0,0,1,0,0,11,63,1,0,2,2,1.21,2,16,2,0,11,1,3.33333333333333,1,1,0.6,0,0,0.958904109589041,0,1
1148,0,0,1,3,0,8,92,1,0,0,7,0.53,2,72,3,0,13,1,7.0,1,1,2.11111111111111,0,1,0.980456026058632,0,1
1406,0,0,1,0,0,2,172,1,0,1,34,0.86,0,97,1,0,17,3,0.705882352941177,0,0,0.361111111111111,0,3,0.707589285714286,0,1
1439,0,0,1,1,0,5,73,1,0,1,9,0.57,2,88,2,1,17,2,5.55555555555556,0,1,0.545454545454545,0,6,0.952,0,3
1627,19,0,1,2,0,3,163,3,0,7,12,0.31,1,90,2,0,3,1,4.06451612903226,1,1,1.28571428571429,0,0,0.707096774193548,0,2
1639,3,0,1,3,0,5,109,1,0,0,12,0.41,2,48,4,0,2,1,4.06666666666667,1,2,0.941176470588235,0,0,0.684807256235828,0,1
2088,2,0,1,9,3,0,83,2,3,2,13,0.08,5,87,4,0,1,2,4.5,0,2,1.52380952380952,0,7,0.996658312447786,0,1
2103,0,0,1,0,1,3,29,1,0,0,4,0.45,1,0,4,0,1,1,0.75,0,1,0.0,0,8,0.543859649122807,0,0
2129,0,0,1,0,1,12,391,2,0,0,26,0.21,20,0,4,0,4,1,0.346153846153846,0,2,0.241379310344828,0,6,0.992,0,5
2131,1,0,1,0,1,5,39,1,0,0,1,2.29,2,0,3,0,2,1,1.0,1,2,1.4,0,6,0.797101449275362,0,0
2143,1,0,1,3,1,2,93,1,0,0,1,2.91,1,83,3,0,2,1,2.0,1,2,2.0,0,7,0.878571428571429,0,0
2169,0,0,1,6,3,4,46,1,0,0,3,0.46,1,88,1,0,3,1,7.0,4,3,1.4,0,10,0.854166666666667,0,1
2173,1,0,2,5,6,21,215,1,1,0,4,1.36,5,76,1,0,4,1,5.5,1,1,2.625,0,7,0.541176470588235,0,0
