Antecedent,Antecedent Coverage %,Confidence,Lift
5.36 < CountDeclClass <= 11.26 & 0.955 < AvgCyclomaticModified <= 1.25,0.05148,0.97222,1.24754
CountClassCoupled <= 4.65,0.204,0.96495,1.23821
CountDeclMethodProtected <= -0.02,0.12869,0.95185,1.2214
MAJOR_LINE <= 1.04,0.21687,0.95165,1.22114
OWN_COMMIT <= 0.24,0.20496,0.94186,1.20858
CountLineComment <= 31,0.19828,0.9375,1.20298
-0.02 < CountDeclMethodProtected <= 1.42,0.2817,0.90525,1.16159
CountDeclInstanceVariable <= 4.1,0.20448,0.90443,1.16055
4.65 < CountClassCoupled <= 8.7,0.18827,0.90127,1.15649
MaxInheritanceTree <= 1.26,0.20639,0.89838,1.15279
