test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
1,0,1.0,1.0,1.0,0.0,28.0,4.0,15.0,0.39,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.5875499883567888,0.41245001164321116,1
1,1,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9002904334903408,0.09970956650965918,2
1,2,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9477443738505393,0.05225562614946065,3
1,3,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9588871182532392,0.041112881746760706,4
1,4,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.9637994889794623,0.03620051102053768,5
1,5,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,14.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.8972090732761585,0.1027909267238415,2
1,6,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,14.0,2.0,104.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.9404934177880635,0.05950658221193649,3
1,7,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,14.0,2.0,104.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.9531058183756083,0.046894181624391795,4
1,8,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,14.0,2.0,104.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,7.0,4.0,0.9592772985680141,0.040722701431985815,5
1,9,1.0,1.0,1.0,0.0,34.0,4.0,15.0,1.91,0.0,14.0,2.0,104.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,7.0,4.0,0.9605165607635028,0.0394834392364972,5
1,10,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,0.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.9072959660224831,0.09270403397751688,2
1,11,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,0.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9488473527801853,0.05115264721981474,3
1,12,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,0.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9738629097390884,0.026137090260911607,4
1,13,1.0,1.0,3.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,0.0,2.0,2.6,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9740408548517406,0.02595914514825935,5
1,14,1.0,1.0,1.0,0.0,28.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.8894264935837464,0.11057350641625359,2
1,15,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0,0.9118480196943342,0.0881519803056659,3
1,16,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,4.0,0.9219232120542757,0.07807678794572426,4
1,17,1.0,2.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,2.6,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,1.0,4.0,0.9294329553649686,0.07056704463503134,5
1,18,1.0,1.0,1.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9207054228308893,0.07929457716911076,3
1,19,1.0,1.0,3.0,0.0,34.0,4.0,15.0,43.0,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.9212159943802407,0.07878400561975929,4
4,0,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.39,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.563877142030109,0.43612285796989103,1
4,1,5.0,2.0,5.0,3.0,59.556,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.5449671566906664,0.4550328433093336,1
4,2,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.06,2.0,100.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.9399659845722734,0.06003401542772661,3
4,3,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.06,2.0,100.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.9575121573313368,0.04248784266866329,4
4,4,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.91,2.0,100.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.9643845253325288,0.03561547466747119,4
4,5,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,100.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.5515133219110886,0.4484866780889114,1
4,6,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,100.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.8534203033958883,0.14657969660411171,2
4,7,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,100.0,1.0,2.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.8768678036898969,0.12313219631010305,3
4,8,0.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,100.0,1.0,2.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.8927185013189324,0.10728149868106761,4
4,9,1.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,2.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.5647334564842795,0.43526654351572047,2
4,10,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.7154646526698771,0.2845353473301229,1
4,11,0.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,14.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,0.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.922067018578481,0.07793298142151907,5
4,12,0.0,2.0,5.0,3.0,112.0,6.0,4.0,0.72,2.0,14.0,1.0,104.0,27.0,2.0,4.54166666666667,1.0,1.0,0.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.924120213553683,0.07587978644631702,5
4,13,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.06,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.9424075968632861,0.05759240313671384,3
4,14,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.06,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.9590799485898303,0.040920051410169786,4
4,15,5.0,2.0,5.0,3.0,59.556,6.0,4.0,1.91,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.965707809838599,0.03429219016140093,4
4,16,5.0,2.0,5.0,3.0,112.0,6.0,4.0,0.18,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.5050382299592466,0.49496177004075337,1
4,17,5.0,2.0,5.0,3.0,34.0,6.0,4.0,1.91,2.0,88.0,1.0,0.0,27.0,2.0,2.6,1.0,0.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.9707573303329906,0.029242669667009343,5
4,18,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,100.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0,0.8939006256006248,0.10609937439937525,3
4,19,5.0,2.0,5.0,3.0,112.0,6.0,4.0,1.06,2.0,100.0,1.0,0.0,27.0,2.0,2.6,1.0,1.0,1.0,1.84375,0.0,0.0,0.0,7.0,8.0,0.9453228608746018,0.054677139125398226,4
24,0,6.0,1.0,22.0,0.0,93.778,8.0,318.0,0.29,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,1.0,1.0,4.0,14.0,0.5204625699269997,0.4795374300730003,2
24,1,6.0,1.0,22.0,0.0,59.556,8.0,318.0,0.29,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,2.0,14.0,0.5756827098234432,0.42431729017655684,2
24,2,6.0,1.0,22.0,0.0,0.0,8.0,318.0,0.13,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,1.0,1.0,2.0,14.0,0.8979295627080753,0.10207043729192462,4
24,3,6.0,1.0,22.0,0.0,93.778,1.0,318.0,0.29,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.5021724695362115,0.4978275304637884,2
24,4,6.0,1.0,22.0,0.0,0.0,8.0,318.0,0.22,0.0,100.0,2.0,5.0,3.0,1.0,8.8030303030303,0.0,0.0,0.0,0.368421052631579,0.0,0.37037037037037,1.0,4.0,14.0,0.5258909052499496,0.4741090947500504,2
