test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
256,0,8.0,0.0,36.0,0.0,0.0,13.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,4.0,2.0,64.0,2.0,5.80645161290323,0.0,14.3,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.7053471118251313,0.2946528881748686
256,1,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,8.4,1.0,217.0,32.0,9.0,2.0,64.0,2.0,49.2,0.0,5.62672811059908,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5801601703026613,0.41983982969733863
256,2,8.0,0.0,36.0,0.0,0.0,13.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,64.0,2.0,5.80645161290323,0.0,14.3,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5520145434697424,0.44798545653025756
256,3,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,6.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,16.0,2.0,40.3,0.0,14.3,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5488168627620427,0.4511831372379573
256,4,8.0,0.0,1.0,0.0,0.0,35.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,64.0,2.0,5.80645161290323,0.0,21.7,0.0,1.0,0.280172413793103,0.0,145.0,1.0,0.0,6.0,1.0,0.5645795375804363,0.43542046241956367
256,5,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,0.08,10.0,217.0,33.0,7.0,2.0,64.0,2.0,5.80645161290323,0.0,5.62672811059908,0.0,1.0,1.4,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5607254488317983,0.4392745511682017
256,6,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,0.08,7.0,217.0,93.0,5.0,2.0,64.0,2.0,5.80645161290323,0.0,19.8,0.0,1.0,0.280172413793103,0.0,145.0,0.9,0.0,1.0,1.0,0.5114205557061895,0.48857944429381045
256,7,8.0,0.0,1.0,0.0,0.0,0.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,32.0,9.0,2.0,64.0,2.0,49.2,0.0,5.62672811059908,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.597218831022807,0.40278116897719296
256,8,8.0,0.0,36.0,0.0,0.0,41.0,171.0,14.0,14.0,15.0,0.08,1.0,217.0,93.0,1.0,2.0,64.0,1.0,5.80645161290323,0.0,20.2,0.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.5786320464469104,0.4213679535530897
256,9,8.0,0.0,1.0,0.0,0.0,0.0,1169.0,14.0,14.0,81.0,0.08,1.0,217.0,93.0,8.0,2.0,64.0,2.0,5.80645161290323,0.0,5.62672811059908,6.0,1.0,0.280172413793103,0.0,145.0,0.821428571428571,0.0,1.0,1.0,0.618497387995115,0.381502612004885
