test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
1170,0,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.36,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5138959066866728,0.4861040933133272,1
1170,1,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,3.0,2.0,67.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.8483179995470902,0.15168200045290986,1
1170,2,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,4.7,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5141722806771164,0.4858277193228836,1
1170,3,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,0.0,2.0,67.0,2.0,3.53164556962025,0.0,0.0,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9988694980226192,0.001130501977380802,4
1170,4,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,0.0,2.0,67.0,2.0,7.0,0.0,0.0,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9992483319818711,0.0007516680181288956,5
1170,5,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,0.17,3.0,97.0,4.0,2.0,12.0,2.0,3.53164556962025,0.0,10.246835443038,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.5071942907653564,0.4928057092346437,1
1170,6,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,4.0,2.0,0.0,2.0,3.53164556962025,0.0,10.246835443038,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9941636582449456,0.005836341755054483,3
1170,7,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,4.0,2.0,0.0,2.0,3.53164556962025,0.0,3.3,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9974947509739829,0.0025052490260171452,4
1170,8,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,4.0,2.0,1.0,2.0,3.53164556962025,0.0,3.3,1.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9975044464241605,0.0024955535758395425,4
1170,9,6.0,16.0,1.0,2.0,3.0,1.0,572.0,29.0,0.0,40.0,136.0,1.92,3.0,97.0,4.0,2.0,67.0,2.0,3.53164556962025,0.0,3.3,0.0,1.0,1.20744680851064,0.0,0.0,0.0,1.0,0.0,4.0,0.9830554186763178,0.016944581323682154,2
