test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
67,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,23.0,0.1,0.0,87.0,2.0,0.0,28.0,1.0,5.13333333333333,1.0,1.0,0.0,0.464757709251101,1.0,1.0,0.6204130241000223,0.37958697589997775,1
110,0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,4.0,1.0,23.0,0.78,0.0,90.0,3.0,0.0,27.0,1.0,3.22222222222222,0.0,1.0,0.0,0.690909090909091,1.0,1.0,0.8411614840280037,0.1588385159719963,1
111,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,0.25,0.0,83.0,1.0,0.0,20.0,3.0,3.08695652173913,0.0,0.0,0.0,0.551369863013699,0.0,0.0,0.7750518707607295,0.22494812923927052,2
133,0,4.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,13.0,27.0,0.41,0.0,90.0,1.0,0.0,0.0,2.0,3.6969696969697,1.0,1.0,0.0,0.583529411764706,0.666666666666667,1.0,0.668272409020024,0.33172759097997595,1
153,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,12.0,0.0,0.24,0.0,83.0,1.0,3.0,27.0,2.0,4.40740740740741,0.0,0.0,0.0,0.383474576271186,0.75,1.0,0.6342806393395811,0.3657193606604189,1
156,0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,24.0,49.0,0.62,0.0,95.0,1.0,2.0,4.0,2.0,2.66,1.0,1.0,0.0,0.947368421052632,0.5,0.0,0.7538104082966629,0.2461895917033371,2
162,0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,6.0,11.0,21.0,0.22,0.0,87.0,2.0,0.0,5.0,2.0,3.22222222222222,0.0,1.0,0.0,0.902743142144638,0.0,0.0,0.6316213964443589,0.36837860355564106,1
165,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,26.0,0.23,0.0,82.0,2.0,0.0,14.0,1.0,2.37037037037037,0.0,1.0,0.0,0.676923076923077,0.5,0.0,0.830917807466721,0.169082192533279,1
166,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,24.0,0.2,0.0,70.0,2.0,0.0,11.0,1.0,2.48,0.0,1.0,0.0,0.729824561403509,0.0,0.0,0.6090533283347634,0.3909466716652366,1
212,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.0,65.0,0.41,0.0,96.0,2.0,3.0,25.0,1.0,2.4,1.0,1.0,0.0,0.61100569259962,1.0,1.0,0.507083565542991,0.4929164344570089,1
