test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1499,0,0.0,11.024169921875,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,1,8975830078125.0
11,0,1.0,0.0,1.0,1.0,3.0,2.0,2.0,51.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,1.06201171875,3.0,0.5,0.5,1,1.3071551876761722
52,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,58.0,1.0,3.0,5.0,16.0,0.0,2.0,0.0,13.0,2.0,0.0,1.0,0.0,0.666666666666667,0.0,3.0,1.369140625,3.0,0.5,0.5,1,0.42550881896639314
58,0,1.47265625,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,1.0,0.0,0.727272727272727,0.0,1.00048828125,0.0,0.0,0.5,0.5,4,2527343750000.0
1534,0,0.81884765625,0.0,2.0,0.0,0.0,6.0,3.0,180.0,2.0,0.002685546875,9.0,12.0,1.0,4.0,2.0,20.0,3.0,0.0,0.0,0.0,0.571428571428571,0.0,1.0,0.0,4.0,0.5,0.5,3,1181152343750.0
106,0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,71.0,3.0,8.0,7.0,13.0,0.0,2.0,0.0,9.90283203125,5.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,5.0,0.5,0.5,2,3.1342017470871433
107,0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,2.0,12.0,26.0,0.0,3.0,0.0,14.0,3.0,0.0,1.0,0.0,0.666666666666667,0.0,2.0,1.810546875,5.0,0.5,0.5,1,0.8022751416425183
110,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,8.0,25.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,1.00634765625,1.0,0.5,0.5,1,1.3447000834673244
166,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,43.0,1.0,0.0,2.952405095100403,36.0,0.0,1.0,0.0,21.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.5,0.5,1,10.149463715695026
1620,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,60.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,11.0,1.0,1.0,1.0,0.0,0.4,0.0,2.41650390625,0.0,3.0,0.5,0.5,2,2.0613907147452295
1682,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,0.0,4.0,25.0,0.0,3.0,1.0,15.0,3.0,1.0,1.0,0.0,0.5,0.0,3.0,1.7874054908752441,3.0,0.5,0.5,1,0.8178837913961541
