test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1
1499,0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.8412911643420327,0.15870883565796712
11,0,1.0,0.0,1.0,12.0,3.0,2.0,8.0,51.0,1.0,1.0,3.0,9.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,3.0,3.0,0.5218259490249719,0.47817405097502813
52,0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,58.0,1.0,3.0,5.0,16.0,6.0,2.0,0.0,13.0,2.0,0.0,1.0,0.0,0.666666666666667,0.0,3.0,2.0,3.0,0.540444819575052,0.459555180424948
58,0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,132.0,4.0,9.0,13.0,25.0,1.0,3.0,0.0,19.0,2.0,0.0,1.0,0.0,0.727272727272727,2.0,3.0,3.0,6.0,0.5577115689598691,0.4422884310401309
1534,0,2.0,0.0,1.0,0.0,20.0,6.0,3.0,180.0,2.0,0.0,9.0,12.0,1.0,6.0,2.0,8.0,3.0,0.0,0.0,0.0,0.8,0.0,1.0,3.0,4.0,0.524971848894283,0.47502815110571683
107,0,0.0,4.0,1.0,0.0,16.0,0.0,1.0,39.0,1.0,2.0,12.0,26.0,0.0,4.0,0.0,14.0,3.0,0.0,1.0,0.0,0.666666666666667,0.0,2.0,3.0,5.0,0.5232200040143725,0.4767799959856275
110,0,0.0,0.0,1.0,0.0,17.0,0.0,1.0,22.0,1.0,0.0,8.0,25.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.5118560339249,0.4881439660751
166,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,43.0,1.0,0.0,1.0,36.0,0.0,0.0,0.0,21.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.5217607867448278,0.47823921325517216
1620,0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,60.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,11.0,1.0,1.0,0.0,0.0,0.4,0.0,3.0,3.0,3.0,0.5127315681187793,0.4872684318812207
1682,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,262.0,1.0,0.0,4.0,25.0,0.0,3.0,1.0,15.0,3.0,1.0,1.0,0.0,0.5,0.0,3.0,3.0,3.0,0.5080403571826714,0.4919596428173286
1735,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,2.0,42.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,3.0,4.0,0.6682486395426273,0.33175136045737275
1744,0,1.0,0.0,1.0,0.0,22.0,1.0,1.0,104.0,2.0,0.0,13.0,52.0,0.0,5.0,0.0,11.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,4.0,0.5079508505293715,0.4920491494706285
348,0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,122.0,1.0,0.0,7.0,46.0,0.0,1.0,0.0,17.0,3.0,1.0,0.0,0.0,0.7,0.0,4.0,3.0,3.0,0.5064200013862548,0.4935799986137453
364,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0,2.0,4.0,14.0,26.0,4.0,2.0,0.0,14.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,2.0,4.0,0.5074692882122378,0.4925307117877621
377,0,3.0,2.0,1.0,0.0,19.0,3.0,2.0,87.0,5.0,6.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0,0.5117377028239763,0.48826229717602365
422,0,0.0,6.0,1.0,0.0,0.0,5.0,1.0,136.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,4.0,0.5722157839324001,0.4277842160675999
454,0,3.0,0.0,2.0,14.0,10.0,4.0,4.0,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,4.0,1.0,0.5612200003824497,0.4387799996175503
695,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,7.0,3.0,2.0,15.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,2.0,0.6127014763014854,0.3872985236985145
2513,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,22.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,2.0,4.0,5.0,4.0,0.6943650273318608,0.3056349726681394
2585,0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,61.0,1.0,10.0,11.0,15.0,0.0,2.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.5647602385399759,0.435239761460024
720,0,7.0,0.0,1.0,1.0,0.0,5.0,5.0,74.0,1.0,1.0,2.0,4.0,3.0,3.0,0.0,14.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.5155332581797012,0.48446674182029903
785,0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,29.0,3.0,8.0,4.0,9.0,6.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0,0.666666666666667,0.0,4.0,2.0,4.0,0.5189600091692301,0.4810399908307699
799,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,33.0,1.0,0.0,0.666666666666667,0.0,5.0,4.0,2.0,0.5192897211832149,0.4807102788167849
810,0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,24.0,1.0,1.0,4.0,14.0,0.0,5.0,1.0,14.0,4.0,0.0,1.0,0.0,0.666666666666667,0.0,3.0,2.0,2.0,0.5275754650184787,0.4724245349815213
831,0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,37.0,1.0,3.0,1.0,1.0,0.0,6.0,0.0,11.0,1.0,4.0,3.0,0.0,0.5,0.0,2.0,2.0,0.0,0.5136015508426051,0.486398449157395
865,0,1.0,0.0,2.0,1.0,20.0,6.0,4.0,100.0,1.0,7.0,3.0,5.0,1.0,3.0,1.0,19.0,1.0,1.0,1.0,0.0,0.333333333333333,0.0,2.0,4.0,3.0,0.5394357222704499,0.46056427772955
2899,0,8.0,0.0,3.0,1.0,0.0,1.0,3.0,26.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,10.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.5072130909397258,0.492786909060274
2901,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,54.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,0.6623431664969573,0.3376568335030427
2906,0,0.0,0.0,1.0,1.0,19.0,0.0,1.0,56.0,1.0,1.0,14.0,42.0,0.0,5.0,0.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0,0.5163228350152334,0.48367716498476665
923,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,1.0,0.0,0.5,2.0,2.0,3.0,5.0,0.5303333498485375,0.4696666501514626
987,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,8.0,2.0,57.0,1.0,0.0,0.5,0.0,3.0,3.0,1.0,0.524171736705059,0.47582826329494116
