test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
101,0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,65.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7629202491639274,0.23707975083607258,2
101,1,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,35.0,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.8037599821595369,0.19624001784046297,1
101,2,1.0,0.0,1.0,41.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,34.2,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7617001975183164,0.23829980248168367,2
101,3,1.0,0.0,1.0,21.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,40.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7611658158944664,0.23883418410553342,2
101,4,1.0,0.0,1.0,2.0,0.0,0.0,11.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,15.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7236711297201254,0.276328870279875,2
101,5,1.0,0.0,1.0,2.0,11.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,55.3,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7681879038248374,0.23181209617516274,2
101,6,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,49.5,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7966920953797036,0.20330790462029646,1
101,7,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,63.0,31.0,1.0,55.7,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7618433779413967,0.2381566220586035,2
101,8,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,36.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7572064197562446,0.24279358024375533,2
101,9,1.0,0.0,1.0,2.0,16.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,68.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7626706357363332,0.23732936426366683,2
101,10,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,56.9,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7795445490178402,0.2204554509821598,1
101,11,1.0,0.0,1.0,2.0,33.0,0.0,2.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7795298639100074,0.2204701360899927,2
101,12,1.0,0.0,1.0,87.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7661238356453612,0.23387616435463857,1
101,13,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,74.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7789913578207004,0.2210086421792996,1
101,14,1.0,0.0,1.0,2.0,0.0,0.0,10.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,21.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7123069794603035,0.2876930205396964,2
