test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1
101,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,78.7,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7620767321980748,0.2379232678019251
101,1,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,4.0,0.0,31.0,1.0,42.1,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.8060126583566795,0.19398734164332052
101,2,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,39.0,31.0,1.0,39.4,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7571462794013779,0.24285372059862198
101,3,1.0,0.0,1.0,30.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,7.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7331325234754966,0.26686747652450316
101,4,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,55.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7691305195673714,0.2308694804326283
101,5,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,27.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7427802167987433,0.2572197832012566
101,6,1.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,7.8,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.5798478707460208,0.4201521292539791
101,7,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,7.48,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.5471723682340559,0.45282763176594404
101,8,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,22.3,1.0,7.91176470588235,1.0,0.0,0.4,0.333333333333333,2.0,0.5377119898115293,0.46228801018847054
101,9,0.0,0.0,1.0,2.0,17.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.6188986337370043,0.38110136626299573
101,10,1.0,23.0,1.0,92.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7630348920660232,0.23696510793397685
101,11,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,48.0,31.0,1.0,61.9,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7618263238606346,0.2381736761393654
101,12,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,10.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,20.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7122722309807229,0.2877277690192768
101,13,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,3.0,0.353146853146853,0.333333333333333,2.0,0.7424457853240334,0.25755421467596656
101,14,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,6.0,64.6,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7628844983158868,0.23711550168411333
101,15,1.0,37.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7297350496391832,0.27026495036081666
101,16,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,63.0,17.2,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7618307503004319,0.23816924969956815
101,17,1.0,0.0,1.0,50.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,26.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.761780075277031,0.238219924722969
101,18,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,38.0,1.0,43.9,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.7915323156713663,0.20846768432863363
101,19,1.0,0.0,1.0,2.0,18.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,4.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0,0.6569792977260038,0.3430207022739961
101,20,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,36.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,31.0,1.0,5.70588235294118,1.0,7.91176470588235,1.0,2.0,0.353146853146853,0.333333333333333,2.0,0.7536055870983812,0.24639441290161868
