test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
4,0,0.0,2.0,5.0,3.0,100.0,6.0,8.0,0.48,0.0,100.0,1.0,0.0,21.0,2.0,3.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,3.0,0.0,0.7729573808342792,0.2270426191657209
4,1,0.0,2.0,5.0,3.0,100.0,6.0,8.0,0.49,0.0,100.0,1.0,0.0,19.0,2.0,3.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,3.0,0.0,0.8295086735983932,0.17049132640160666
4,2,7.0,2.0,10.0,4.0,106.0,3.0,7.0,0.22,1.0,88.0,1.0,0.0,21.0,1.0,8.1,0.0,1.0,1.0,1.7,0.0,0.0,0.0,2.0,1.0,0.6146244125733286,0.38537558742667144
4,3,1.0,2.0,7.0,6.0,111.0,3.0,4.0,0.56,0.0,91.0,1.0,0.0,8.0,1.0,4.8,1.0,2.0,1.0,1.4,0.0,1.0,0.0,2.0,0.0,0.877760463132764,0.12223953686723596
4,4,0.0,1.0,10.0,3.0,116.0,10.0,0.0,0.34,2.0,100.0,2.0,7.0,21.0,2.0,2.6,1.0,1.0,1.0,1.5,0.0,0.0,0.0,1.0,3.0,0.8720300911235696,0.12796990887643048
4,5,4.0,2.0,3.0,3.0,83.0,4.0,3.0,0.41,2.0,78.0,1.0,0.0,26.0,2.0,2.2,0.0,1.0,1.0,1.6,0.0,1.0,0.0,1.0,0.0,0.8837477141319904,0.1162522858680098
4,6,3.0,4.0,6.0,11.0,106.0,1.0,0.0,0.42,4.0,71.0,1.0,0.0,31.0,2.0,6.0,1.0,3.0,1.0,3.3,0.0,1.0,0.0,2.0,3.0,0.5956383724870223,0.4043616275129776
4,7,0.0,1.0,3.0,3.0,119.0,2.0,20.0,0.34,1.0,90.0,1.0,1.0,23.0,2.0,9.1,2.0,1.0,1.0,0.8,0.0,0.0,0.0,3.0,2.0,0.605057582363832,0.3949424176361679
4,8,3.0,2.0,7.0,3.0,82.0,5.0,0.0,0.38,1.0,100.0,1.0,0.0,24.0,2.0,2.1,0.0,1.0,1.0,1.3,0.0,1.0,0.0,4.0,1.0,0.5666393156137888,0.4333606843862112
4,9,5.0,2.0,0.0,2.0,108.0,7.0,10.0,0.32,1.0,100.0,2.0,1.0,29.0,2.0,2.8,0.0,1.0,0.0,0.8,0.0,0.5,0.0,2.0,1.0,0.5433697434668924,0.4566302565331075
24,0,5.0,1.0,9.0,1.0,65.0,1.0,177.0,0.15,0.0,99.0,1.0,0.0,3.0,1.0,9.4,0.0,1.0,0.0,0.5,0.0,0.5,0.0,2.0,1.0,0.6359865234852752,0.3640134765147248
24,1,3.0,1.0,6.0,1.0,48.0,1.0,130.0,0.16,0.0,99.0,1.0,0.0,3.0,1.0,8.7,0.0,1.0,0.0,0.7,0.0,0.5,0.0,4.0,6.0,0.5381956686410039,0.4618043313589962
24,2,0.0,1.0,0.0,3.0,210.0,3.0,45.0,0.8,0.0,100.0,2.0,0.0,6.0,2.0,2.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.7469107092356759,0.25308929076432407
24,3,0.0,1.0,0.0,2.0,190.0,5.0,2.0,1.84,0.0,100.0,2.0,3.0,3.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,4.0,0.7640950138079867,0.23590498619201347
24,4,0.0,1.0,0.0,2.0,252.0,3.0,53.0,0.76,0.0,100.0,2.0,0.0,10.0,2.0,2.2,0.0,1.0,0.0,0.1,0.0,1.0,0.0,3.0,4.0,0.7562000016387807,0.24379999836121954
24,5,0.0,1.0,0.0,2.0,155.0,5.0,2.0,1.76,0.0,100.0,2.0,3.0,3.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,4.0,4.0,0.8040819395410413,0.19591806045895863
24,6,6.0,1.0,2.0,3.0,114.0,6.0,21.0,0.41,0.0,100.0,2.0,1.0,7.0,1.0,3.1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.6219457605320584,0.3780542394679415
24,7,6.0,1.0,2.0,3.0,114.0,6.0,20.0,0.42,0.0,100.0,2.0,1.0,7.0,1.0,3.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.8002492081665646,0.19975079183343525
24,8,0.0,1.0,0.0,0.0,100.0,2.0,37.0,0.27,0.0,100.0,1.0,0.0,4.0,1.0,3.6,0.0,1.0,0.0,0.1,0.0,0.4,0.0,5.0,4.0,0.6235068574828534,0.3764931425171466
24,9,0.0,1.0,0.0,4.0,166.0,5.0,10.0,1.19,0.0,100.0,2.0,1.0,3.0,2.0,2.2,0.0,1.0,1.0,0.3,0.0,0.0,0.0,2.0,0.0,0.9540510825812076,0.045948917418792444
101,0,0.0,1.0,0.0,8.0,678.0,1.0,0.0,3.34,0.0,0.0,0.0,1.0,22.0,0.0,0.7,0.0,0.0,1.0,0.0,0.0,0.3,0.0,7.0,6.0,0.7798301932153597,0.2201698067846402
101,1,0.0,1.0,0.0,8.0,589.0,1.0,0.0,3.25,0.0,0.0,0.0,1.0,20.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.5,0.0,7.0,6.0,0.768664252455034,0.2313357475449661
101,2,1.0,1.0,0.0,1.0,320.0,1.0,4.0,1.24,0.0,93.0,1.0,0.0,10.0,2.0,0.5,0.0,0.0,1.0,0.2,0.0,0.5,0.0,2.0,6.0,0.8725042981097275,0.12749570189027237
101,3,0.0,1.0,0.0,0.0,252.0,1.0,6.0,1.5,0.0,93.0,1.0,0.0,4.0,2.0,0.5,0.0,0.0,1.0,0.1,0.0,0.0,0.0,2.0,5.0,0.8732363242994544,0.12676367570054559
101,4,0.0,0.0,0.0,0.0,500.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.883901211398281,0.11609878860171886
101,5,5.0,1.0,10.0,26.0,409.0,2.0,0.0,2.1,1.0,83.0,1.0,0.0,18.0,2.0,4.4,1.0,2.0,1.0,2.1,0.0,1.0,0.0,1.0,0.0,0.6326152367305532,0.3673847632694468
101,6,0.0,1.0,0.0,2.0,196.0,7.0,15.0,1.3,0.0,100.0,1.0,0.0,4.0,2.0,2.9,0.0,1.0,0.0,0.1,0.0,1.0,0.0,1.0,1.0,0.9156818373141521,0.0843181626858478
101,7,0.0,1.0,0.0,1.0,84.0,1.0,14.0,0.35,0.0,93.0,1.0,4.0,4.0,2.0,3.9,0.0,1.0,1.0,0.5,0.0,0.5,0.0,5.0,1.0,0.805379954152702,0.194620045847298
101,8,0.0,1.0,0.0,3.0,206.0,1.0,27.0,0.77,0.0,94.0,1.0,0.0,8.0,1.0,4.8,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,0.8720130047829305,0.1279869952170693
