,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,1.0,0.0,0.375,3.0,0.51,0.0,1.0,0.0,9.0,7.0,0.51,1.0,79.0,4.0,0.0,3.0,1.0,3.5,1.0,1.0,1.0,0.916666666666667,0.375,0.0,4.0,3.0
830,0.0,0.4,15.0,1.13333333333333,4.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,6.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.4,0.0,2.0,4.0
834,0.0,0.0,9.0,0.5,2.0,4.0,1.0,0.0,0.0,4.0,1.19,1.0,-7.105427357601002e-15,4.0,0.0,1.0,1.0,-4.440892098500626e-16,0.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0
46,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0,1.0,4.0,0.0,0.25,0.0,1.0,0.0,1.0,10.0,0.30000000000000004,0.0,-7.105427357601002e-15,4.0,0.0,2.0000000000000004,1.0,1.8,0.0,1.0,1.0,0.4166666666666671,0.25,0.0,3.0,0.0
50,4.0,0.0,2.0,0.0,0.25,0.0,1.0,0.0,1.0,8.0,0.33999999999999997,0.0,-7.105427357601002e-15,4.0,0.0,1.0,1.0,0.875,0.0,2.0,1.0,0.4,0.25,0.0,2.0,2.0
850,0.0,2.0,0.0,0.0,0.5,0.0,3.0,2.0,7.0,12.0,0.22000000000000008,0.0,68.0,4.0,0.0,23.0,1.0,2.66666666666667,1.0,2.0,1.0,0.2631578947368419,0.5,0.0,2.0,2.0
844,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4.0,0.0,2.0,0.0,0.5,3.0,1.0,0.0,4.0,3.0,0.66,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0
805,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2.0,0.0,1.0,1.57142857142857,3.0,1.0,2.0,0.0,13.0,8.0,0.22000000000000008,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,1.0,0.0,1.0,0.0
82,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2.0,0.0,0.7142857142857141,1.0,3.0,4.0,2.0,0.0,7.0,12.0,0.33999999999999997,1.0,83.0,2.0,0.0,29.0,1.0,3.26315789473684,1.0,1.0,1.0,1.36363636363636,0.714285714285714,0.0,1.0,3.0
196,,,,,,,,,,,,,,,,,,,,,,,,,,
929,2.0,0.5,22.0,3.0,3.0,4.0,4.0,1.0,19.0,24.0,0.36,3.0,100.0,2.0,0.0,22.0,2.0,2.77777777777778,0.0,0.0,1.0,0.59375,0.5,0.0,2.0,4.0
