,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
7,0.0,0.0,0.375,4.0,0.916666666666667,0.0,1.0,0.0,9.0,7.0,0.51,1.0,79.0,4.0,0.0,3.0,1.0,3.5,1.0,1.0,1.0,0.916666666666667,0.375,0.0,4.0,3.0
48,0.0,0.0,0.0,0.25,4.0,0.0,1.0,0.0,1.0,10.0,0.30000000000000004,0.0,-7.105427357601002e-15,4.0,0.0,2.0000000000000004,1.0,1.8,0.0,1.0,1.0,0.4166666666666671,0.25,0.0,3.0,0.0
50,0.0,0.0,0.0,0.25,4.0,0.0,1.0,0.0,1.0,8.0,0.33999999999999997,0.0,-7.105427357601002e-15,4.0,0.0,1.0,1.0,0.875,0.0,2.0,1.0,0.4,0.25,0.0,2.0,2.0
850,2.0,0.0,0.0,0.5,7.0,0.0,3.0,2.0,7.0,12.0,0.22000000000000008,0.0,68.0,4.0,0.0,23.0,1.0,2.66666666666667,1.0,2.0,1.0,0.2631578947368419,0.5,0.0,2.0,2.0
852,0.0,2.0,0.0,0.25,4.0,0.0,3.0,2.0,2.0,12.0,0.31000000000000005,1.0,75.0,4.0,0.0,27.0,1.0,2.14285714285714,0.0,1.0,1.0,0.38888888888888895,0.25,0.0,2.0,3.0
69,0.0,2.0,0.0,0.5,2.0,3.0,1.0,0.0,4.0,3.0,0.66,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0
837,0.0,0.0,9.0,0.5,4.0,3.0,1.0,0.0,0.0,5.0,0.39,0.0,-7.105427357601002e-15,4.0,0.0,2.0000000000000004,1.0,1.4285714285714302,0.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0
43,0.0,0.0,9.0,0.5,4.0,0.0,2.0,0.0,0.0,5.0,0.54,0.0,-7.105427357601002e-15,4.0,0.0,3.0,1.0,1.4285714285714302,0.0,1.0,1.0,0.6,0.5,0.0,4.0,1.0
875,2.0,0.0,1.0,13.0,1.0,1.0,2.0,0.0,13.0,8.0,0.22000000000000008,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,1.0,0.0,1.0,0.0
102,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.4099999999999999,1.0,-7.105427357601002e-15,2.0,0.0,7.0,1.0,7.0,3.0,2.0,1.0,1.16666666666667,1.0,0.0,2.0,1.0
159,0.0,0.0,0.75,4.0,18.0,4.0,4.0,0.0,3.0,23.0,0.26,1.0,95.0,4.0,0.0,18.0,1.0,2.03703703703704,0.0,1.0,1.0,0.5,0.75,0.0,4.0,0.0
46,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,
908,0.0,1.0,9.0,0.666666666666667,1.26666666666667,0.0,2.0,0.0,10.0,10.0,0.4099999999999999,0.0,82.0,1.0,0.0,7.0,1.0,6.62962962962963,1.0,1.0,1.0,1.26666666666667,0.666666666666667,0.0,1.0,1.0
916,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2.0,0.0,0.7142857142857141,5.0,3.0,4.0,2.0,0.0,7.0,12.0,0.33999999999999997,1.0,83.0,2.0,0.0,29.0,1.0,3.26315789473684,1.0,1.0,1.0,1.36363636363636,0.714285714285714,0.0,1.0,3.0
901,,,,,,,,,,,,,,,,,,,,,,,,,,
929,2.0,0.0,0.4999999999999999,7.0,3.0,4.0,4.0,1.0,19.0,24.0,0.36,3.0,100.0,2.0,0.0,22.0,2.0,2.77777777777778,0.0,0.0,1.0,0.59375,0.5,0.0,2.0,4.0
197,1.0,0.0,0.4999999999999999,2.0,2.0,1.0,2.0,0.0,9.0,10.0,0.20999999999999996,1.0,80.0,1.0,0.0,23.0,2.0,4.75,2.0,1.0,1.0,2.0,0.5,0.0,3.0,2.0
196,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0.0,0.0,0.4999999999999999,0.0,4.0,1.0,3.0,1.0,4.0,4.0,0.53,1.0,88.0,4.0,0.0,23.0,2.0,3.375,0.0,0.0,1.0,2.0,0.5,0.0,2.0,7.0
205,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,,,,,,,,,,
