,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
805,1,0,1,3,3,0,1,11,13,5,0.29,0,84,4,2,8,1,5.41176470588235,0,0,1,0.65,0.05,0,2,2
820,3,0,1,0,0,0,1,0,17,11,0.27,0,80,3,2,8,1,3.5,0,1,1,0.8125,0.05,0,2,1
830,3,0,2,3,0,5,1,0,15,10,0.56,1,82,4,0,6,1,5.0,0,1,1,1.13333333333333,0.1,0,2,4
834,0,0,1,0,0,4,1,0,0,4,1.19,1,0,4,0,1,1,0.0,0,1,1,0.0,0.1,0,2,1
837,2,0,1,0,0,3,1,0,0,5,0.39,0,0,4,0,2,1,1.42857142857143,0,1,1,0.0,0.1,0,3,1
838,0,0,1,0,0,0,2,0,4,14,0.12,0,0,4,0,9,1,4.0,1,2,1,0.235294117647059,0.1,0,3,1
46,0,0,1,0,0,5,1,0,0,3,0.39,5,0,4,0,1,1,0.0,0,2,1,0.6,0.05,0,4,1
844,2,0,1,0,1,0,1,0,0,1,0.44,1,0,4,0,8,1,3.33333333333333,0,3,1,0.0,0.1,0,3,1
845,2,0,1,0,1,0,1,0,0,1,0.41,2,0,4,0,8,1,3.33333333333333,0,3,1,0.0,0.1,0,3,1
54,0,0,2,0,0,0,1,1,7,5,0.18,3,76,4,0,8,1,2.5,0,2,1,1.375,0.15000000000000002,0,4,4
872,0,0,1,0,0,0,1,0,0,13,0.66,0,0,4,0,2,1,0.0,0,2,1,0.0,0.2,0,3,2
80,2,1,1,6,0,3,3,2,24,9,0.36,1,81,1,7,11,1,8.78571428571429,2,1,1,1.11111111111111,0.2,0,3,0
82,0,0,1,0,0,1,1,1,0,0,0.51,3,0,2,0,6,2,3.0,3,19,16,6.0,0.15000000000000002,0,2,0
915,0,0,1,0,0,0,1,0,0,13,0.18,1,0,3,0,5,1,3.15384615384615,3,9,1,0.0,0.1,0,1,0
920,1,0,1,0,0,0,1,1,0,7,0.2,0,0,1,0,17,1,3.55555555555556,2,4,1,0.0,0.666666666666667,0,2,0
925,7,0,1,0,0,4,2,0,7,12,0.34,1,83,2,0,29,1,3.26315789473684,1,1,1,1.36363636363636,0.15000000000000002,0,1,3
928,0,0,1,0,0,2,1,5,6,25,0.45,0,84,2,0,22,1,3.3,0,0,1,0.818181818181818,1.0,0,2,1
929,2,0,1,0,0,4,4,1,19,24,0.36,3,100,2,0,22,2,2.77777777777778,0,0,1,0.59375,0.1,0,2,4
1017,0,0,1,0,0,2,1,0,0,1,1.3,2,0,3,0,12,1,2.0,2,5,1,0.0,0.1,0,2,0
1040,0,0,1,0,0,2,1,3,0,1,0.53,5,0,2,0,16,1,3.0,1,1,1,1.5,0.05,0,1,1
323,1,0,1,1,0,3,1,0,0,6,0.1,9,71,4,0,7,1,4.42857142857143,1,2,1,0.666666666666667,0.1,0,2,1
326,4,0,2,5,5,10,1,0,0,1,0.61,3,72,1,0,8,1,5.4,2,1,1,2.14285714285714,0.05,0,3,4
384,10,1,1,1,1,1,3,0,5,22,0.3,0,72,3,1,2,2,3.3030303030303,0,0,1,0.810810810810811,0.05,0,3,0
388,1,0,1,1,0,0,1,0,4,9,0.36,0,78,4,0,4,1,3.5,0,1,1,0.75,0.05,0,3,3
398,1,0,1,4,2,5,1,0,8,22,1.26,0,86,2,1,9,1,9.17391304347826,1,1,1,0.444444444444444,0.6,0,3,8
424,7,1,1,2,5,5,8,1,50,9,0.38,3,78,2,0,23,1,6.55555555555556,0,1,1,1.25925925925926,0.05,0,2,2
457,3,0,1,0,0,2,1,7,8,26,0.44,0,79,2,0,17,2,3.55555555555556,0,1,1,0.789473684210526,0.1,0,2,6
462,2,14,1,4,0,2,1,0,16,22,0.35,0,77,1,0,7,1,7.78947368421053,1,1,1,1.15,0.1,0,2,4
463,2,7,1,14,16,5,4,3,7,32,0.56,1,94,2,5,10,2,6.20454545454545,1,1,1,1.12244897959184,0.1,0,1,10
492,0,2,1,0,0,6,1,0,5,2,0.27,6,25,1,0,11,1,10.0,7,2,1,3.16666666666667,0.15000000000000002,0,4,1
500,28,0,5,10,3,0,1,1,11,7,0.01,0,88,1,0,3,2,5.11111111111111,1,1,1,1.68421052631579,0.15000000000000002,0,5,4
504,0,0,2,2,6,4,4,0,5,34,0.55,0,82,2,2,12,2,11.4705882352941,0,1,1,0.871794871794872,0.05,0,7,5
532,1,1,1,0,0,6,1,0,4,10,1.84,0,85,1,9,1,1,3.16666666666667,2,1,1,0.428571428571429,0.1,0,2,2
613,3,1,1,7,13,4,5,3,6,35,0.81,0,92,4,3,16,2,4.95238095238095,0,1,1,0.75,0.1,0,7,4
1247,0,0,1,0,20,0,1,1,2,25,0.21,0,86,3,59,7,1,10.3076923076923,0,1,1,0.285714285714286,0.05,0,1,0
642,1,0,1,0,0,1,2,0,4,2,0.29,4,50,4,0,16,2,4.0,2,4,1,0.833333333333333,0.1,0,1,2
648,0,0,1,0,0,0,1,0,1,26,0.27,0,15,4,0,2,1,0.846153846153846,0,1,1,0.142857142857143,0.15000000000000002,0,3,2
649,0,0,1,0,0,0,1,1,2,4,0.23,0,70,1,0,6,1,1.6,1,2,1,1.28571428571429,0.5,0,7,2
651,0,0,1,0,0,0,1,0,0,9,0.12,1,0,3,0,3,1,0.444444444444444,0,2,1,0.363636363636364,0.05,0,2,0
1257,0,0,1,0,0,0,1,0,0,8,0.16,0,0,3,0,2,1,0.375,0,2,1,0.4,0.05,0,1,0
660,6,0,1,0,0,3,1,0,0,12,0.22,4,0,3,0,19,1,4.0,0,4,1,0.65,0.1,0,2,1
662,6,0,1,0,1,1,1,0,1,13,0.2,3,78,3,0,22,1,4.68421052631579,0,1,1,1.42857142857143,0.05,0,2,2
675,11,0,1,0,2,3,1,0,0,41,0.18,3,0,3,0,45,1,3.26923076923077,0,1,1,0.925925925925926,0.05,0,3,10
680,2,0,1,0,0,0,1,0,0,6,0.22,4,0,3,0,13,1,2.625,0,4,1,1.7,0.1,0,3,0
710,4,2,1,0,0,1,3,0,0,11,0.32,1,0,4,0,15,1,3.76470588235294,0,1,1,0.428571428571429,0.05,0,1,0
720,0,0,1,2,0,0,1,2,2,14,0.22,0,75,3,0,21,1,3.25,1,1,1,0.166666666666667,0.1,0,2,2
1283,4,0,1,0,0,1,3,0,5,9,0.31,1,61,3,0,25,2,3.30769230769231,0,1,1,0.294117647058824,0.1,0,1,0
745,1,0,1,0,0,2,1,0,1,2,0.33,5,66,3,0,24,1,4.0,0,5,1,0.0,0.1,0,5,1
1288,0,1,1,1,6,2,2,0,3,24,0.17,6,88,4,0,27,2,5.68,0,1,1,0.321428571428571,0.1,0,1,1
