,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
805,,,,,,,,,,,,,,,,,,,,,,,,,,
820,3,0,1,0,4,0,1,0,11,11,0.27,0,80,2,9,8,1,3.5,0,1,1,0.8125,0.4,0,2,1
830,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,,,,,,,
834,0,0,1,0,0,4,2,0,0,4,1.84,1,0,4,9,9,1,0.0,0,1,1,0.0,0.4,0,2,1
837,,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,0,1,0,0,5,2,0,0,3,0.39,1,0,4,9,1,1,0.0,0,2,1,0.6,0.15000000000000002,1,4,1
844,2,0,1,0,1,0,2,0,0,1,0.44,0,0,3,9,8,1,3.33333333333333,0,3,1,0.0,0.15000000000000002,0,3,1
845,1,0,1,0,1,0,1,0,0,1,0.41,1,0,4,0,8,1,3.33333333333333,0,3,1,0.03,0.15000000000000002,0,2,1
847,,,,,,,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,
854,11,0,1,0,1,3,2,0,8,7,0.2,1,33,4,9,22,1,4.27777777777778,0,1,1,0.142857142857143,0.15000000000000002,1,3,2
872,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2,1,1,6,0,3,2,2,24,9,0.36,0,81,2,9,11,1,8.78571428571429,2,1,1,1.11111111111111,0.4,0,3,0
82,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,9,2,0,0,0,2,0,10,10,0.41,0,82,2,0,9,1,6.62962962962963,1,1,1,1.26666666666667,0.4,1,1,1
914,,,,,,,,,,,,,,,,,,,,,,,,,,
915,0,0,1,0,0,0,1,0,0,13,0.31,1,0,2,9,9,1,3.15384615384615,3,9,1,0.0,0.9500000000000001,0,1,0
916,0,0,1,0,0,3,1,0,0,22,0.18,1,0,2,9,7,1,2.86363636363636,0,5,1,0.0,0.4,1,1,1
920,1,0,1,0,0,0,1,1,0,7,0.31,0,0,2,9,12,1,3.55555555555556,2,4,1,0.0,0.4,0,2,0
925,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,
201,6,2,2,7,3,4,4,0,11,11,0.6,0,72,2,9,6,1,4.05263157894737,1,1,1,1.125,0.4,0,4,4
204,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,0,0,1,0,0,2,1,0,0,1,1.3,1,0,2,9,12,1,2.0,2,5,1,0.0,0.4,1,2,0
1040,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,
321,5,0,1,34,0,3,2,0,7,9,0.49,1,93,4,0,9,1,5.21428571428571,0,2,1,0.764705882352941,0.15000000000000002,1,3,2
323,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,1,5,1,0,1,3,3,3,8,4,1.84,1,66,2,2,9,1,4.53846153846154,0,1,1,0.722222222222222,0.4,0,1,1
532,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,
623,2,1,0,1,0,4,1,0,6,10,0.62,1,83,2,0,2,1,3.58333333333333,1,1,1,1.73333333333333,0.15000000000000002,0,3,1
625,,,,,,,,,,,,,,,,,,,,,,,,,,
