,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
805,1.0,0.0,1.0,3.0,3.0,0.0,1.0,11.0,13.0,5.0,0.29,0.0,84.0,4.0,2.0,8.0,1.0,5.41176470588235,0.0,0.0,1.0,0.65,0.05,0.0,2.0,2.0
820,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,11.0,0.27,0.0,80.0,3.0,2.0,8.0,1.0,3.5,0.0,1.0,1.0,0.8125,0.05,0.0,2.0,1.0
844,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.44,1.0,0.0,1.0,0.0,8.0,1.0,3.33333333333333,0.0,3.0,1.0,0.0,0.333333333333333,0.0,3.0,1.0
46,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.39,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.6,0.03,0.0,4.0,1.0
830,0.0,0.0,2.0,3.0,0.0,5.0,1.0,0.0,15.0,10.0,0.56,1.0,82.0,4.0,0.0,3.0,1.0,5.0,0.0,1.0,1.0,1.13333333333333,0.4,0.0,2.0,4.0
847,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.29,0.0,91.0,4.0,0.0,3.0,1.0,0.714285714285714,0.0,1.0,1.0,0.0,0.124,0.0,3.0,0.0
850,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.22,0.0,68.0,4.0,0.0,23.0,1.0,2.66666666666667,1.0,2.0,1.0,0.263157894736842,0.089,0.0,2.0,2.0
831,6.0,0.0,1.0,7.0,0.0,2.0,10.0,0.0,35.0,60.0,0.63,1.0,87.0,3.0,3.0,14.0,2.0,2.78787878787879,0.0,0.0,1.0,0.519480519480519,0.073,0.0,2.0,3.0
54,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,0.18,3.0,76.0,0.0,0.0,8.0,1.0,2.5,0.0,2.0,1.0,1.375,0.4,0.0,4.0,4.0
845,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1.0,0.0,1.0,22.0,1.0,0.0,2.0,2.0,6.0,12.0,0.07,0.0,87.0,4.0,0.0,12.0,1.0,4.53333333333333,1.0,1.0,1.0,0.277777777777778,0.079,0.0,4.0,2.0
854,11.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,8.0,7.0,0.2,3.0,33.0,4.0,0.0,23.0,1.0,4.27777777777778,0.0,1.0,1.0,0.142857142857143,0.07,0.0,3.0,2.0
834,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.19,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0
852,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,12.0,0.31,1.0,75.0,4.0,0.0,27.0,1.0,2.14285714285714,0.0,1.0,1.0,0.388888888888889,0.084,0.0,2.0,3.0
872,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.66,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.198,0.0,3.0,2.0
80,2.0,1.0,1.0,6.0,0.0,3.0,3.0,2.0,24.0,9.0,0.36,1.0,81.0,1.0,7.0,11.0,1.0,8.78571428571429,2.0,1.0,1.0,1.11111111111111,0.198,0.0,3.0,0.0
908,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,10.0,0.41,0.0,82.0,1.0,0.0,7.0,1.0,6.62962962962963,1.0,1.0,1.0,1.26666666666667,0.083,0.0,1.0,1.0
159,4.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,3.0,23.0,0.26,1.0,95.0,4.0,0.0,18.0,1.0,2.03703703703704,0.0,1.0,1.0,0.5,0.08,0.0,4.0,0.0
