,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
830,3,0,2,3,0,5,1,0,15,9,0.56,1,82,4,0,0.4,1,5.0,0,1,1,1.13333333333333,9,0,2,0
838,0,0,1,0,0,0,2,0,4,9,0.12,0,0,4,0,8,1,4.0,1,2,1,0.235294117647059,0.4,0,3,0
43,2,0,1,0,0,0,2,0,0,0.4,0.54,0,0,4,0,9,1,1.42857142857143,0,1,1,0.6,10,0,4,0
831,6,0,1,7,0,2,10,0,35,22,0.63,1,87,3,3,5,2,2.78787878787879,0,0,1,0.519480519480519,0.15000000000000002,0,2,0
820,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1,0,1,0,0,0,3,2,7,9,0.22,0,68,4,0,7,1,2.66666666666667,1,2,1,0.263157894736842,0.4,0,2,0
54,0,0,2,0,0,0,1,1,7,2,0.18,3,76,4,0,0.4,1,2.5,0,2,1,1.375,10,0,4,9
852,0,0,1,0,0,0,3,2,2,9,0.31,1,75,4,0,22,1,2.14285714285714,0,1,1,0.388888888888889,0.15000000000000002,0,2,2
853,1,0,1,22,1,0,2,2,6,2,0.07,0,87,4,0,11,1,4.53333333333333,1,1,1,0.277777777777778,0.4,0,4,0
854,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,0,1,0,0,1,1,1,0,1.0,0.51,3,0,1,0,9,2,3.0,3,19,16,6.0,1,0,2,3
845,,,,,,,,,,,,,,,,,,,,,,,,,,
908,8,9,2,0,0,0,2,0,10,5,0.41,0,82,0.4,0,7,1,6.62962962962963,1,1,1,1.26666666666667,2,0,1,0
80,2,1,1,6,0,3,3,2,24,3,0.36,1,81,10,7,0,1,8.78571428571429,2,1,1,1.11111111111111,1,0,3,0.4
914,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,,,,,,
925,7,0,1,0,0,4,2,0,7,9,0.34,1,83,2,0,0.4,1,3.26315789473684,1,1,1,1.36363636363636,3,0,1,2
837,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,
928,0,0,1,0,0,2,2,5,6,9,0.45,0,84,2,0,1.0,1,3.3,0,0,1,0.818181818181818,3,0,2,0
201,6,2,2,7,4,4,4,0,17,9,0.6,0,72,3,0,0.4,1,4.05263157894737,1,1,1,1.125,9,0,4,0
929,2,0,1,0,0,4,4,1,19,5,0.36,3,100,2,0,0.4,2,2.77777777777778,0,0,1,0.59375,3,0,2,2
159,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,0,1,1,0,1,4,2,6,26,0.16,0,95,4,0,12,1,2.05555555555556,0,1,1,0.536585365853659,1.0,0,2,0
1017,0,0,1,0,0,2,1,0,0,4,1.3,2,0,3,0,1,1,2.0,2,5,1,0.0,10,0,2,0.4
1040,0,0,1,0,0,2,1,3,0,1,0.53,5,0,2,0,0.4,1,3.0,1,1,1,1.5,3,0,1,0
200,16,0,1,19,12,2,11,6,26,0.4,0.52,0,95,4,0,20,2,3.29896907216495,0,0,1,0.724770642201835,3,0,2,2
204,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1,0,1,1,0,3,1,0,0,0.4,0.1,9,71,4,0,10,1,4.42857142857143,1,2,1,0.666666666666667,10,0,2,0
326,4,0,2,5,5,10,1,0,0,1.0,0.61,3,72,9,0,2,1,5.4,2,1,1,2.14285714285714,10,0,3,4
1061,7,0,1,1,1,2,5,5,6,12,0.22,1,97,4,0,21,1,2.72131147540984,0,0,1,0.522388059701492,0.15000000000000002,0,1,0
377,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1,0,1,1,0,0,1,0,4,2,0.36,0,78,4,0,9,1,3.5,0,1,1,0.75,10,0,3,0.35000000000000003
398,1,0,1,4,2,5,2,0,8,9,1.26,0,86,7,1,8,1,9.17391304347826,1,1,1,0.444444444444444,3,0,3,0.4
408,5,1,1,5,4,6,3,3,6,9,1.15,0,72,4,36,0.4,1,17.05,1,0,1,0.666666666666667,3,0,3,12
424,7,1,1,2,5,5,8,1,50,9,0.38,3,78,22,0,0.4,1,6.55555555555556,0,1,1,1.25925925925926,3,0,2,0
1152,6,9,1,0,4,2,7,11,41,0.4,0.25,0,87,2,1,0,2,4.02325581395349,0,1,1,0.978723404255319,3,0,4,0
432,,,,,,,,,,,,,,,,,,,,,,,,,,
437,12,8,1,0,0,1,3,1,15,4,0.22,0,79,2,0,0,2,6.73684210526316,0,1,1,1.16666666666667,3,0,3,0.4
442,,,,,,,,,,,,,,,,,,,,,,,,,,
196,7,5,1,3,2,1,34,4,36,14,0.13,3,85,4,27,11,2,3.58653846153846,0,0,1,0.352517985611511,0.15000000000000002,0,2,0
1060,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,
457,3,0,1,0,0,2,1,7,8,12,0.44,0,79,25,0,0.4,2,3.55555555555556,0,1,1,0.789473684210526,3,0,2,4
459,0,1,1,0,0,1,4,7,13,25,0.27,0,87,12,1,0.4,2,2.65,0,1,1,0.784615384615385,3,0,5,2
462,2,14,1,4,0,2,1,0,16,3,0.35,0,77,1.0,0,7,1,7.78947368421053,1,1,1,1.15,2,0,2,1
915,,,,,,,,,,,,,,,,,,,,,,,,,,
467,4,33,1,2,10,1,5,10,45,22,0.24,0,92,2,1,0.4,2,6.02272727272727,0,1,1,0.851063829787234,3,0,4,7
492,,,,,,,,,,,,,,,,,,,,,,,,,,
498,15,0,1,12,5,4,4,22,36,22,0.39,0,100,26,6,0.35000000000000003,2,6.93975903614458,0,0,1,1.01136363636364,3,0,5,4
920,,,,,,,,,,,,,,,,,,,,,,,,,,
504,0,0,2,2,6,4,4,0,5,26,0.55,0,82,4,2,11,2,11.4705882352941,0,1,1,0.871794871794872,3,0,7,0.4
506,7,2,1,1,0,2,5,2,17,2,0.54,0,83,3,0,4,2,2.71875,0,1,1,0.631578947368421,0.25,0,3,3
522,2,17,2,0,0,1,15,11,15,22,0.21,0,71,26,11,0.4,2,3.76271186440678,0,1,1,1.33333333333333,3,0,7,0
384,,,,,,,,,,,,,,,,,,,,,,,,,,
532,1,1,1,0,0,6,1,0,4,9,1.84,0,85,0.4,9,1,1,3.16666666666667,2,1,1,0.428571428571429,2,0,2,0
613,3,1,1,7,13,4,5,3,6,26,0.81,0,92,4,3,12,2,4.95238095238095,0,1,1,0.75,0.4,0,7,0
623,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1,0,1,1,0,3,1,0,2,9,0.6,0,72,4,3,7,2,18.5882352941176,0,2,1,0.684210526315789,3,0,4,1.0
1195,,,,,,,,,,,,,,,,,,,,,,,,,,
641,0,1,1,0,0,0,3,0,3,0,0.21,0,33,4,0,9,1,1.90909090909091,0,0,1,0.533333333333333,0.30000000000000004,0,5,0
642,,,,,,,,,,,,,,,,,,,,,,,,,,
648,0,0,1,0,0,0,1,0,1,1.0,0.27,0,15,4,0,13,1,0.846153846153846,0,1,1,0.142857142857143,9,0,3,0
649,0,0,1,0,0,0,1,1,2,0.4,0.23,0,70,4,0,9,1,1.6,1,2,1,1.28571428571429,10,0,7,0
1253,0,2,1,2,0,0,5,1,8,0.4,0.14,0,56,4,0,15,2,3.27272727272727,1,2,1,1.0,10,0,1,0
463,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,,,
660,6,0,1,0,0,3,1,0,0,9,0.22,4,0,3,0,12,1,4.0,0,4,1,0.65,0.1,0,2,0
1247,,,,,,,,,,,,,,,,,,,,,,,,,,
662,6,0,1,0,1,1,1,0,1,9,0.2,3,78,3,0,20,1,4.68421052631579,0,1,1,1.42857142857143,0.1,0,2,0
666,3,0,1,0,0,3,5,0,13,9,0.23,4,70,3,0,22,2,3.8,1,2,1,1.84615384615385,0.1,0,1,0
668,0,0,1,0,0,2,5,1,9,1,0.18,3,60,4,0,2,2,3.71428571428571,0,1,1,0.5,0.25,0,6,0
1046,,,,,,,,,,,,,,,,,,,,,,,,,,
670,3,0,1,2,0,0,4,1,6,12,0.09,0,61,3,0,11,2,3.6,1,1,1,0.485714285714286,0.25,0,3,0
676,6,4,1,0,3,1,16,19,7,26,0.09,3,91,3,8,22,2,2.75862068965517,0,0,1,0.746666666666667,0.1,0,3,0
675,11,0,1,0,2,3,1,0,0,26,0.18,3,0,3,0,22,1,3.26923076923077,0,1,1,0.925925925925926,0.1,0,3,7
678,5,0,2,0,0,2,3,0,3,9,0.15,5,0,3,0,20,2,3.0,0,1,1,2.0,0.1,0,1,0
847,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,
677,6,16,1,2,3,1,30,0,40,148,0.11,2,97,4,2,22,2,3.35294117647059,0,0,1,1.21890547263682,0.1,0,2,4
690,4,10,1,0,0,2,7,0,19,9,0.18,2,50,4,0,10,2,4.0,0,1,1,1.125,0.25,0,1,0
1264,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1,1,2,9,6,1,5,0,11,1,0.13,2,85,3,0,7,2,5.08333333333333,0,2,1,1.43333333333333,0.15000000000000002,0,1,0
699,0,0,1,1,0,2,5,1,19,1,0.16,1,75,3,0,8,2,4.52941176470588,0,0,1,1.08695652173913,0.15000000000000002,0,5,0
1269,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1,0,1,0,0,1,3,0,1,9,0.18,2,50,4,0,11,1,1.71428571428571,0,1,1,0.5,0.15000000000000002,0,3,2
661,,,,,,,,,,,,,,,,,,,,,,,,,,
710,4,2,1,0,0,1,3,0,0,12,0.32,1,0,2,0,1,1,3.76470588235294,0,1,1,0.428571428571429,5,0,1,1.0
705,7,0,1,1,1,1,5,5,6,1,0.15,1,96,4,0,11,2,2.67241379310345,0,1,1,0.453125,0.15000000000000002,0,8,4
1277,1,0,1,0,0,1,4,1,7,9,0.24,0,79,4,0,1.0,1,2.375,0,1,1,0.571428571428571,1,0,2,4
720,0,0,1,2,0,0,1,2,2,2,0.22,0,75,3,0,8,1,3.25,1,1,1,0.166666666666667,0.25,0,2,0
703,,,,,,,,,,,,,,,,,,,,,,,,,,
726,0,0,1,1,1,0,3,0,2,3,0.22,0,82,3,1,8,2,2.64705882352941,0,0,1,0.476190476190476,0.15000000000000002,0,3,0
727,0,0,1,0,0,5,2,1,3,9,0.5,3,90,3,0,8,2,3.73684210526316,1,4,1,1.09090909090909,0.15000000000000002,0,1,0
738,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,
747,3,0,1,0,2,4,2,1,0,9,0.42,4,0,3,1,8,2,2.53333333333333,0,1,1,0.444444444444444,0.15000000000000002,0,6,0
1288,0,1,1,1,6,2,2,0,3,9,0.17,6,88,4,0,22,2,5.68,0,1,1,0.321428571428571,0.15000000000000002,0,1,0
741,1,0,1,3,2,1,2,0,2,17,0.55,0,90,3,3,3,1,10.6296296296296,0,0,1,0.2,0.25,0,1,0
754,,,,,,,,,,,,,,,,,,,,,,,,,,
753,0,0,1,1,0,4,2,0,3,7,0.27,3,60,3,0,8,2,3.68421052631579,0,1,1,0.0,0.15000000000000002,0,7,0
766,0,0,1,0,0,0,1,0,0,26,0.1,0,0,4,1,15,1,0.596153846153846,0,1,1,0.0,1.0,0,2,0
1297,4,0,1,0,0,1,3,0,5,9,0.18,1,56,4,0,10,1,3.5,0,1,1,0.416666666666667,0.25,0,5,0
