test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
32,0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9998745152872401,0.00012548471275983236
32,1,9.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,0.0,2.0,1.0,1.0,0.0,0.0,0.7,0.0,3.0,1.0,0.9947949888132739,0.005205011186726103
32,2,9.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.9950725611968244,0.004927438803175568
32,3,9.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.9999547489500478,4.525104995228393e-05
32,4,9.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.9951339382267795,0.004866061773220441
32,5,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,2.9,2.0,2.1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9938619592021509,0.006138040797849062
32,6,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,2.0,2.1,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999423877556645,5.761224433556016e-05
32,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999962625766968,3.7374233031996325e-06
32,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9998551276062446,0.0001448723937553745
32,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999962778382808,3.7221617191270493e-06
476,0,8.0,0.0,2.0,0.0,4.0,8.0,1095.0,2.0,0.0,6.0,0.7,1.0,96.0,1.0,0.0,179.0,1.0,5.6,1.0,8.1,1.0,1.0,0.7,0.0,0.7,0.0,3.0,0.0,0.9862801597876881,0.01371984021231186
476,1,2.0,0.0,1.0,1.0,3.0,4.0,817.0,1.0,9.0,3.0,0.9,0.0,95.0,3.0,2.0,24.0,1.0,3.8,1.0,4.8,1.0,1.0,0.1,0.0,1.0,0.0,1.0,2.0,0.9959959363111962,0.004004063688803744
476,2,8.0,1.0,1.0,1.0,7.0,7.0,869.0,4.0,6.0,0.0,1.3,0.0,100.0,3.0,61.0,27.0,2.0,5.5,0.0,4.7,1.0,1.0,0.4,0.0,0.3,0.0,3.0,12.0,0.8786968467479878,0.12130315325201221
476,3,0.0,0.0,1.0,0.0,0.0,1.0,375.0,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.0,11.0,0.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.997757208611336,0.002242791388664049
476,4,0.0,0.0,1.0,0.0,0.0,11.0,273.0,1.0,0.0,2.0,9.1,0.0,95.0,1.0,2.0,4.0,1.0,8.1,0.0,1.1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999774889199056,2.251108009443281e-05
476,5,0.0,0.0,1.0,0.0,0.0,6.0,365.0,1.0,0.0,0.0,5.6,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,0.999766846513116,0.00023315348688398741
476,6,33.0,0.0,2.0,16.0,38.0,8.0,721.0,20.0,0.0,2.0,0.5,1.0,96.0,1.0,18.0,11.0,2.0,4.2,1.0,4.0,0.0,1.0,0.7,0.0,0.3,0.0,5.0,4.0,0.9689102662026089,0.031089733797391064
476,7,2.0,0.0,1.0,1.0,3.0,4.0,672.0,1.0,9.0,3.0,0.9,0.0,96.0,3.0,2.0,22.0,1.0,3.7,1.0,4.9,1.0,1.0,0.1,0.0,0.5,0.0,1.0,2.0,0.9980872806441137,0.0019127193558862929
476,8,0.0,0.0,1.0,0.0,0.0,1.0,354.0,1.0,0.0,0.0,1.9,0.0,0.0,0.0,1.0,11.0,0.0,2.6,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,2.0,3.0,0.9995045667185786,0.0004954332814213996
476,9,41.0,0.0,2.0,24.0,50.0,4.0,747.0,32.0,3.0,4.0,0.4,0.0,97.0,2.0,15.0,17.0,2.0,4.0,0.0,3.3,0.0,1.0,0.4,0.0,0.5,0.0,8.0,6.0,0.5854697338153612,0.4145302661846389
1188,0,33.0,0.0,2.0,27.0,22.0,0.0,138.0,3.0,0.0,4.0,0.1,0.0,97.0,4.0,0.0,17.0,2.0,3.9,0.0,5.9,1.0,1.0,0.7,0.0,0.6,0.0,3.0,6.0,0.985684198177622,0.014315801822378014
1188,1,17.0,6.0,2.0,3.0,31.0,2.0,189.0,3.0,0.0,2.0,0.3,0.0,87.0,4.0,0.0,25.0,2.0,4.2,1.0,6.2,1.0,1.0,0.7,0.0,0.4,0.0,1.0,5.0,0.9950454094937713,0.004954590506228666
1188,2,15.0,6.0,2.0,3.0,30.0,1.0,183.0,3.0,0.0,2.0,0.2,0.0,88.0,4.0,0.0,26.0,2.0,4.2,1.0,6.2,1.0,1.0,0.7,0.0,1.0,0.0,2.0,4.0,0.9925049797496182,0.007495020250381859
1188,3,12.0,0.0,1.0,1.0,35.0,2.0,143.0,2.0,4.0,5.0,0.3,1.0,94.0,3.0,0.0,23.0,2.0,3.3,0.0,6.1,2.0,1.0,0.7,0.0,1.0,0.0,4.0,8.0,0.9942317865659821,0.005768213434017931
1188,4,3.0,0.0,1.0,0.0,1.0,1.0,174.0,3.0,0.0,2.0,0.4,0.0,98.0,5.0,0.0,14.0,2.0,2.5,0.0,3.7,1.0,1.0,0.2,0.0,1.0,0.0,2.0,0.0,0.9835113793770597,0.016488620622940313
1188,5,5.0,0.0,1.0,7.0,17.0,1.0,121.0,2.0,0.0,1.0,0.2,0.0,89.0,3.0,0.0,11.0,2.0,3.9,0.0,5.4,1.0,1.0,0.7,0.0,1.0,0.0,1.0,0.0,0.9951151875506911,0.004884812449308984
1188,6,9.0,0.0,1.0,19.0,19.0,0.0,103.0,5.0,2.0,2.0,0.1,1.0,95.0,3.0,0.0,26.0,2.0,3.3,0.0,5.9,1.0,1.0,0.6,0.0,0.7,0.0,7.0,10.0,0.6314640407387917,0.36853595926120836
1188,7,22.0,0.0,3.0,29.0,49.0,1.0,113.0,1.0,0.0,0.0,0.1,0.0,91.0,1.0,0.0,5.0,1.0,7.2,1.0,7.7,1.0,1.0,1.9,0.0,1.0,0.0,1.0,0.0,0.9950335516766791,0.004966448323320884
1188,8,3.0,0.0,1.0,0.0,0.0,1.0,150.0,3.0,0.0,13.0,1.0,0.0,100.0,1.0,0.0,4.0,1.0,3.6,0.0,2.9,1.0,0.0,0.4,0.0,0.0,0.0,3.0,4.0,0.9521375280259471,0.04786247197405294
1349,0,2.0,0.0,1.0,7.0,7.0,1.0,47.0,1.0,0.0,0.0,0.2,4.0,98.0,1.0,0.0,11.0,2.0,3.2,1.0,7.4,1.0,1.0,0.7,0.0,0.3,0.0,5.0,8.0,0.9936145688440069,0.006385431155993078
1349,1,1.0,3.0,1.0,7.0,19.0,0.0,45.0,1.0,0.0,0.0,0.1,4.0,94.0,1.0,0.0,14.0,1.0,6.5,3.0,7.7,2.0,1.0,1.5,0.0,0.9,0.0,1.0,1.0,0.7941348091026529,0.2058651908973471
1349,2,2.0,2.0,1.0,6.0,3.0,0.0,50.0,3.0,0.0,7.0,0.2,1.0,91.0,6.0,0.0,23.0,2.0,3.7,1.0,6.6,2.0,1.0,1.4,0.0,0.9,0.0,5.0,1.0,0.9954453591756021,0.004554640824397928
1349,3,3.0,0.0,1.0,10.0,18.0,0.0,40.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,12.0,1.0,2.3,1.0,1.0,0.7,0.0,1.0,0.0,4.0,6.0,0.7229960320448803,0.2770039679551197
1349,4,6.0,0.0,1.0,3.0,11.0,0.0,56.0,10.0,1.0,6.0,0.2,1.0,88.0,4.0,0.0,15.0,2.0,3.7,1.0,5.5,1.0,1.0,0.7,0.0,1.0,0.0,5.0,3.0,0.9475889340432374,0.05241106595676264
1349,5,2.0,0.0,1.0,13.0,5.0,0.0,54.0,3.0,1.0,5.0,0.2,0.0,92.0,3.0,6.0,18.0,2.0,5.0,1.0,4.4,1.0,1.0,0.7,0.0,1.0,0.0,6.0,7.0,0.9844239537675892,0.015576046232410812
1349,6,6.0,0.0,1.0,3.0,11.0,0.0,56.0,10.0,1.0,5.0,0.2,1.0,87.0,4.0,0.0,15.0,2.0,3.6,1.0,5.2,1.0,1.0,0.6,0.0,1.0,0.0,4.0,2.0,0.9969915584825059,0.0030084415174941002
1349,7,2.0,0.0,1.0,2.0,3.0,1.0,48.0,1.0,1.0,2.0,0.3,1.0,83.0,3.0,0.0,13.0,1.0,8.9,0.0,6.1,1.0,1.0,0.8,0.0,1.0,0.0,5.0,5.0,0.9972686326309261,0.002731367369073887
1349,8,1.0,0.0,1.0,2.0,9.0,0.0,41.0,1.0,0.0,0.0,0.6,0.0,77.0,1.0,0.0,10.0,1.0,2.6,1.0,4.0,2.0,1.0,0.5,0.0,0.0,0.0,5.0,3.0,0.9973748261227373,0.002625173877262633
1349,9,5.0,3.0,2.0,1.0,3.0,0.0,59.0,3.0,0.0,2.0,0.2,3.0,96.0,6.0,0.0,17.0,2.0,3.5,1.0,5.8,1.0,1.0,0.8,0.0,0.9,0.0,2.0,5.0,0.9921774535179633,0.007822546482036738
575,0,5.0,1.0,1.0,14.0,27.0,0.0,61.0,5.0,1.0,3.0,0.1,1.0,96.0,5.0,0.0,18.0,2.0,4.4,1.0,8.2,1.0,1.0,1.0,0.0,0.3,0.0,6.0,5.0,0.7602479521333985,0.2397520478666015
575,1,3.0,0.0,1.0,10.0,18.0,0.0,40.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,12.0,1.0,2.3,1.0,1.0,0.7,0.0,1.0,0.0,4.0,6.0,0.7229960320448803,0.2770039679551197
575,2,6.0,0.0,1.0,3.0,11.0,0.0,56.0,10.0,1.0,6.0,0.2,1.0,88.0,4.0,0.0,15.0,2.0,3.7,1.0,5.5,1.0,1.0,0.7,0.0,1.0,0.0,5.0,3.0,0.9475889340432374,0.05241106595676264
575,3,6.0,0.0,1.0,3.0,11.0,0.0,56.0,10.0,1.0,5.0,0.2,1.0,87.0,4.0,0.0,15.0,2.0,3.6,1.0,5.2,1.0,1.0,0.6,0.0,1.0,0.0,4.0,2.0,0.9969915584825059,0.0030084415174941002
575,4,0.0,0.0,1.0,1.0,28.0,0.0,40.0,2.0,0.0,6.0,0.2,0.0,92.0,1.0,0.0,31.0,2.0,3.0,1.0,5.3,1.0,1.0,0.3,0.0,1.0,0.0,2.0,2.0,0.8254428767106338,0.1745571232893662
575,5,2.0,0.0,1.0,10.0,17.0,0.0,38.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,10.5,1.0,2.4,1.0,1.0,0.9,0.0,0.0,0.0,3.0,4.0,0.9975929875545814,0.0024070124454186187
575,6,1.0,3.0,1.0,7.0,19.0,0.0,45.0,1.0,0.0,0.0,0.1,4.0,94.0,1.0,0.0,14.0,1.0,6.5,3.0,7.7,2.0,1.0,1.5,0.0,0.9,0.0,1.0,1.0,0.7941348091026529,0.2058651908973471
575,7,1.0,0.0,1.0,1.0,25.0,0.0,36.0,1.0,0.0,0.0,0.3,0.0,96.0,1.0,0.0,13.0,1.0,7.7,0.0,2.8,1.0,1.0,0.3,0.0,1.0,0.0,1.0,2.0,0.9904774440452,0.009522555954799977
575,8,3.0,1.0,1.0,1.0,28.0,0.0,29.0,2.0,0.0,3.0,0.1,0.0,88.0,3.0,0.0,14.0,2.0,3.8,1.0,4.9,1.0,1.0,0.6,0.0,0.8,0.0,3.0,2.0,0.9951505569241138,0.004849443075886173
575,9,12.0,13.0,2.0,2.0,26.0,0.0,56.0,4.0,0.0,7.0,0.1,0.0,86.0,3.0,0.0,20.0,2.0,4.3,1.0,5.2,1.0,1.0,1.1,0.0,1.0,1.0,3.0,2.0,0.5292125986782186,0.4707874013217814
578,0,3.0,0.0,1.0,10.0,18.0,0.0,40.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,12.0,1.0,2.3,1.0,1.0,0.7,0.0,1.0,0.0,4.0,6.0,0.7229960320448803,0.2770039679551197
578,1,1.0,1.0,1.0,4.0,4.0,0.0,34.0,2.0,3.0,2.0,0.2,2.0,91.0,5.0,1.0,17.0,2.0,3.2,0.0,5.0,1.0,1.0,0.7,0.0,1.0,0.0,2.0,3.0,0.9938333741166839,0.0061666258833160915
578,2,1.0,3.0,1.0,7.0,19.0,0.0,45.0,1.0,0.0,0.0,0.1,4.0,94.0,1.0,0.0,14.0,1.0,6.5,3.0,7.7,2.0,1.0,1.5,0.0,0.9,0.0,1.0,1.0,0.7941348091026529,0.2058651908973471
578,3,2.0,0.0,1.0,10.0,17.0,0.0,38.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,10.5,1.0,2.4,1.0,1.0,0.9,0.0,0.0,0.0,3.0,4.0,0.9975929875545814,0.0024070124454186187
578,4,2.0,0.0,1.0,7.0,7.0,1.0,47.0,1.0,0.0,0.0,0.2,4.0,98.0,1.0,0.0,11.0,2.0,3.2,1.0,7.4,1.0,1.0,0.7,0.0,0.3,0.0,5.0,8.0,0.9936145688440069,0.006385431155993078
578,5,7.0,1.0,1.0,2.0,8.0,0.0,43.0,2.0,9.0,2.0,0.1,1.0,96.0,4.0,3.0,28.0,2.0,3.9,0.0,5.2,1.0,1.0,0.9,0.0,1.0,0.0,3.0,9.0,0.7005941491706581,0.2994058508293419
578,6,6.0,2.0,1.0,1.0,12.0,0.0,50.0,6.0,1.0,2.0,0.3,0.0,93.0,2.0,1.0,8.0,2.0,1.4,0.0,2.3,0.0,1.0,0.5,0.0,0.0,0.0,4.0,4.0,0.9966326024742812,0.0033673975257187978
578,7,6.0,0.0,1.0,3.0,11.0,0.0,56.0,10.0,1.0,6.0,0.2,1.0,88.0,4.0,0.0,15.0,2.0,3.7,1.0,5.5,1.0,1.0,0.7,0.0,1.0,0.0,5.0,3.0,0.9475889340432374,0.05241106595676264
578,8,4.0,0.0,1.0,5.0,3.0,0.0,43.0,3.0,1.0,3.0,0.1,0.0,86.0,3.0,0.0,18.0,2.0,1.4,0.0,3.4,1.0,1.0,0.2,0.0,0.2,0.0,4.0,7.0,0.864585402302483,0.13541459769751693
578,9,2.0,1.0,1.0,1.0,3.0,0.0,34.0,2.0,1.0,0.0,0.2,0.0,95.0,5.0,2.0,11.0,2.0,2.7,0.0,3.7,2.0,1.0,0.5,0.0,1.0,0.0,2.0,6.0,0.7705615696130654,0.2294384303869345
633,0,1.0,0.0,1.0,1.0,25.0,0.0,36.0,1.0,0.0,0.0,0.3,0.0,96.0,1.0,0.0,13.0,1.0,7.7,0.0,2.8,1.0,1.0,0.3,0.0,1.0,0.0,1.0,2.0,0.9904774440452,0.009522555954799977
633,1,0.0,0.0,1.0,1.0,28.0,0.0,40.0,2.0,0.0,6.0,0.2,0.0,92.0,1.0,0.0,31.0,2.0,3.0,1.0,5.3,1.0,1.0,0.3,0.0,1.0,0.0,2.0,2.0,0.8254428767106338,0.1745571232893662
633,2,3.0,0.0,1.0,10.0,18.0,0.0,40.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,12.0,1.0,2.3,1.0,1.0,0.7,0.0,1.0,0.0,4.0,6.0,0.7229960320448803,0.2770039679551197
633,3,5.0,7.0,1.0,3.0,17.0,0.0,24.0,2.0,0.0,4.0,0.1,0.0,100.0,3.0,0.0,19.0,2.0,3.6,0.0,3.9,1.0,1.0,0.2,0.0,1.0,0.0,1.0,1.0,0.9902137979634745,0.009786202036525483
633,4,3.0,1.0,1.0,1.0,28.0,0.0,29.0,2.0,0.0,3.0,0.1,0.0,88.0,3.0,0.0,14.0,2.0,3.8,1.0,4.9,1.0,1.0,0.6,0.0,0.8,0.0,3.0,2.0,0.9951505569241138,0.004849443075886173
633,5,8.0,1.0,2.0,10.0,45.0,0.0,32.0,1.0,0.0,0.0,0.1,0.0,94.0,1.0,0.0,3.0,1.0,7.2,0.0,3.4,1.0,1.0,1.2,0.0,1.0,0.0,1.0,1.0,0.9973464336135918,0.0026535663864082643
633,6,2.0,0.0,1.0,1.0,24.0,0.0,37.0,1.0,0.0,0.0,0.2,0.0,96.0,1.0,0.0,7.0,1.0,9.0,0.0,3.3,1.0,1.0,0.5,0.0,0.7,0.0,1.0,1.0,0.9965221010877425,0.0034778989122574177
633,7,2.0,0.0,1.0,10.0,17.0,0.0,38.0,1.0,0.0,1.0,0.2,0.0,93.0,1.0,0.0,11.0,2.0,10.5,1.0,2.4,1.0,1.0,0.9,0.0,0.0,0.0,3.0,4.0,0.9975929875545814,0.0024070124454186187
633,8,0.0,0.0,4.0,11.0,10.0,0.0,35.0,1.0,0.0,0.0,0.2,0.0,96.0,1.0,0.0,21.0,1.0,5.3,1.0,4.8,2.0,1.0,0.4,0.0,1.0,0.0,3.0,0.0,0.974840602815959,0.025159397184040984
633,9,0.0,0.0,1.0,1.0,43.0,0.0,26.0,1.0,0.0,0.0,0.1,0.0,93.0,1.0,0.0,18.0,1.0,3.8,2.0,4.0,2.0,1.0,0.3,0.0,1.0,0.0,1.0,0.0,0.682679870408582,0.317320129591418
658,0,7.0,30.0,1.0,15.0,4.0,0.0,178.0,35.0,1.0,33.0,0.2,0.0,100.0,4.0,9.0,39.0,2.0,3.4,0.0,3.4,0.0,1.0,0.3,0.0,1.0,0.0,1.0,2.0,0.9601391325264551,0.039860867473544906
658,1,4.0,27.0,1.0,15.0,1.0,1.0,198.0,31.0,1.0,23.0,0.2,0.0,100.0,4.0,8.0,32.0,2.0,3.2,0.0,3.3,0.0,1.0,0.2,0.0,0.9,0.0,1.0,1.0,0.9954367218341879,0.0045632781658121275
658,2,18.0,0.0,1.0,5.0,11.0,0.0,202.0,1.0,1.0,27.0,0.2,0.0,96.0,1.0,0.0,32.0,1.0,19.1,0.0,2.8,0.0,1.0,0.3,0.0,0.5,0.0,2.0,11.0,0.9637543392000506,0.03624566079994938
658,3,27.0,15.0,1.0,11.0,37.0,0.0,125.0,27.0,25.0,29.0,0.1,0.0,95.0,4.0,7.0,26.0,2.0,3.2,0.0,5.0,0.0,1.0,0.6,0.0,0.4,0.0,6.0,3.0,0.7617882940128771,0.238211705987123
658,4,33.0,0.0,2.0,27.0,22.0,0.0,138.0,3.0,0.0,4.0,0.1,0.0,97.0,4.0,0.0,17.0,2.0,3.9,0.0,5.9,1.0,1.0,0.7,0.0,0.6,0.0,3.0,6.0,0.985684198177622,0.014315801822378014
658,5,11.0,1.0,1.0,1.0,19.0,1.0,140.0,2.0,1.0,21.0,0.2,1.0,100.0,3.0,0.0,38.0,2.0,3.1,0.0,4.9,0.0,0.0,0.6,0.0,0.8,0.0,4.0,9.0,0.9943733039140403,0.005626696085959689
658,6,4.0,6.0,1.0,33.0,9.0,0.0,144.0,37.0,0.0,10.0,0.2,0.0,100.0,2.0,18.0,64.0,2.0,4.4,0.0,4.1,1.0,1.0,0.3,0.0,0.9,0.0,1.0,1.0,0.9961278209758045,0.0038721790241954862
658,7,0.0,0.0,1.0,4.0,1.0,11.0,166.0,2.0,0.0,10.0,1.9,0.0,98.0,1.0,2.0,20.0,1.0,2.3,0.0,1.0,0.0,1.0,0.2,0.0,0.0,0.0,2.0,3.0,0.9998950034140088,0.00010499658599121841
658,8,3.0,0.0,1.0,0.0,1.0,1.0,174.0,3.0,0.0,2.0,0.4,0.0,98.0,5.0,0.0,14.0,2.0,2.5,0.0,3.7,1.0,1.0,0.2,0.0,1.0,0.0,2.0,0.0,0.9835113793770597,0.016488620622940313
658,9,12.0,9.0,1.0,3.0,38.0,2.0,215.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,24.0,2.0,4.1,1.0,6.1,1.0,1.0,0.6,0.0,1.0,0.0,1.0,4.0,0.9948410084895702,0.005158991510429778
678,0,2.0,0.0,1.0,2.0,134.0,0.0,41.0,6.0,0.0,1.0,0.1,0.0,98.0,3.0,0.0,31.0,2.0,2.4,0.0,3.7,1.0,1.0,0.1,0.0,0.5,0.0,3.0,5.0,0.9904799742796374,0.009520025720362606
678,1,5.0,0.0,1.0,3.0,138.0,0.0,42.0,9.0,0.0,2.0,0.1,0.0,97.0,3.0,2.0,32.0,2.0,2.5,0.0,3.8,1.0,1.0,0.1,0.0,0.5,0.0,3.0,7.0,0.8016914782103992,0.19830852178960076
678,2,2.0,0.0,1.0,8.0,90.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,27.0,1.0,2.5,0.0,2.6,1.0,1.0,0.1,0.0,1.0,0.0,1.0,0.0,0.9936369998631613,0.006363000136838701
678,3,10.0,0.0,1.0,7.0,59.0,0.0,107.0,2.0,0.0,2.0,0.1,0.0,97.0,1.0,0.0,13.0,1.0,3.8,2.0,6.3,1.0,1.0,0.7,0.0,0.7,0.0,3.0,4.0,0.9959587989677344,0.00404120103226559
678,4,10.0,0.0,1.0,7.0,59.0,0.0,107.0,2.0,0.0,2.0,0.1,0.0,97.0,1.0,0.0,13.0,1.0,3.8,2.0,6.3,1.0,1.0,0.7,0.0,0.0,0.0,3.0,4.0,0.9998977598928375,0.00010224010716252002
678,5,7.0,0.0,1.0,0.0,99.0,0.0,56.0,59.0,0.0,29.0,0.0,0.0,25.0,1.0,0.0,34.0,2.0,4.8,0.0,5.4,1.0,1.0,0.7,0.0,0.0,0.0,5.0,0.0,0.6827763516810228,0.3172236483189772
678,6,3.0,0.0,1.0,1.0,61.0,0.0,59.0,2.0,0.0,1.0,0.1,1.0,98.0,2.0,0.0,30.0,1.0,5.5,2.0,7.0,2.0,1.0,0.6,0.0,0.9,0.0,1.0,2.0,0.9751293245124532,0.024870675487546873
678,7,1.0,0.0,1.0,13.0,70.0,0.0,52.0,1.0,0.0,0.0,0.1,0.0,97.0,1.0,0.0,40.0,1.0,6.8,2.0,4.8,2.0,1.0,0.2,0.0,0.8,0.0,1.0,2.0,0.825122830520166,0.17487716947983403
678,8,1.0,0.0,1.0,1.0,61.0,0.0,37.0,3.0,0.0,1.0,0.1,0.0,98.0,1.0,0.0,20.0,2.0,1.4,0.0,2.3,0.0,1.0,0.3,0.0,0.0,0.0,1.0,1.0,0.9992373988848079,0.0007626011151920917
678,9,1.0,0.0,1.0,1.0,61.0,0.0,37.0,3.0,0.0,1.0,0.1,0.0,98.0,1.0,0.0,20.0,2.0,1.4,0.0,2.3,0.0,1.0,0.3,0.0,1.0,0.0,1.0,0.0,0.9950028845970623,0.004997115402937662
748,0,41.0,0.0,2.0,24.0,50.0,4.0,747.0,32.0,3.0,4.0,0.4,0.0,97.0,2.0,15.0,17.0,2.0,4.0,0.0,3.3,0.0,1.0,0.4,0.0,0.5,0.0,8.0,6.0,0.5854697338153612,0.4145302661846389
748,1,8.0,1.0,1.0,1.0,7.0,7.0,869.0,4.0,6.0,0.0,1.3,0.0,100.0,3.0,61.0,27.0,2.0,5.5,0.0,4.7,1.0,1.0,0.4,0.0,0.3,0.0,3.0,12.0,0.8786968467479878,0.12130315325201221
748,2,33.0,0.0,2.0,16.0,38.0,8.0,721.0,20.0,0.0,2.0,0.5,1.0,96.0,1.0,18.0,11.0,2.0,4.2,1.0,4.0,0.0,1.0,0.7,0.0,0.3,0.0,5.0,4.0,0.9689102662026089,0.031089733797391064
