Antecedent,Antecedent Coverage %,Confidence,Lift
0.57 < RatioCommentToCode <= 0.915,0.21607,0.95041,1.1749
RatioCommentToCode > 1.73,0.19509,0.94737,1.17114
0.915 < RatioCommentToCode <= 1.73,0.18348,0.93917,1.16101
0.24 < MAJOR_LINE <= 0.725,0.10268,0.93478,1.15558
0.03 < MaxNesting_Mean <= 0.38,0.15402,0.93043,1.15021
1.18 < CountInput_Mean <= 2.35,0.20313,0.92967,1.14926
19 < CountLineComment <= 28.9,0.25313,0.92063,1.13809
2 < PercentLackOfCohesion <= 30,0.16295,0.91781,1.1346
1 < MINOR_LINE <= 1.53,0.11161,0.912,1.12742
PercentLackOfCohesion <= 2,0.23616,0.90737,1.1217
