Antecedent,Antecedent Coverage %,Confidence,Lift
-1.45 < CountClassCoupled <= 2.2 & 0.735 < CountDeclClass <= 1.085,0.2058,0.9436,1.21475
-1.45 < CountClassCoupled <= 2.2 & -0.71 < CountDeclClassMethod <= 0.07,0.24018,0.9368,1.206
-1.45 < CountClassCoupled <= 2.2 & -1.52 < CountDeclMethodPrivate <= 0.1,0.23259,0.93666,1.20582
0.85 < RatioCommentToCode <= 1.55,0.18438,0.93462,1.2032
0.5 < RatioCommentToCode <= 0.85,0.18839,0.93128,1.19889
RatioCommentToCode > 1.55,0.2,0.92857,1.1954
13.8 < CountLineComment <= 29.8,0.37545,0.92271,1.18786
1.1 < CountInput_Mean <= 2.42,0.21518,0.91909,1.18319
0.055 < MaxNesting_Mean <= 0.38,0.18929,0.89623,1.15376
4.6 < PercentLackOfCohesion <= 38.4,0.17723,0.89421,1.15116
