Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 1.64,0.19554,0.9589,1.19132
-0.155 < MAJOR_LINE <= 0.125 & 0.785 < CountDeclClass <= 1.06,0.20045,0.94655,1.17597
16.2 < CountLineComment <= 28.4,0.28839,0.94582,1.17506
0.52 < RatioCommentToCode <= 0.86,0.21116,0.93446,1.16095
0.86 < RatioCommentToCode <= 1.64,0.18929,0.92453,1.14861
1.14 < CountInput_Mean <= 2.4,0.20893,0.92308,1.14681
0.045 < MaxNesting_Mean <= 0.39,0.17098,0.91906,1.14182
CountClassDerived > 1.47,0.16161,0.90608,1.12569
-0.23 < CountDeclMethodPrivate <= 0.13,0.53214,0.89094,1.10688
MaxNesting_Mean <= 0.045,0.23036,0.88953,1.10513
