Antecedent,Antecedent Coverage %,Confidence,Lift
0.3 < CountClassCoupled <= 2.55 & -0.71 < CountDeclClassMethod <= 0.04,0.18259,0.95599,1.23212
0.865 < RatioCommentToCode <= 1.67,0.18393,0.93447,1.20438
RatioCommentToCode > 1.67,0.20045,0.93318,1.20272
17.4 < CountLineComment <= 28.6,0.27009,0.91736,1.18232
0.705 < CountDeclClass <= 1.065 & -0.225 < AvgLineBlank <= 0.11,0.2375,0.90602,1.16771
0.3 < CountClassCoupled <= 2.55,0.25045,0.90553,1.16708
0.49 < RatioCommentToCode <= 0.865,0.21563,0.90476,1.16609
1.05 < MINOR_LINE <= 1.78,0.14732,0.89697,1.15605
MINOR_LINE <= 1.05,0.25,0.89643,1.15535
0.03 < MaxNesting_Mean <= 0.36,0.17232,0.88601,1.14192
