Antecedent,Antecedent Coverage %,Confidence,Lift
0.76 < CountClassBase <= 1.08 & -0.45 < CountClassCoupled <= 2,0.1125,0.98016,1.25103
RatioCommentToCode > 2.07,0.20446,0.96288,1.22898
-0.45 < CountClassCoupled <= 2 & 0.49 < CountDeclClass <= 1.09,0.19554,0.93607,1.19476
0.02 < MaxNesting_Mean <= 0.345,0.15,0.93155,1.18898
1.15 < RatioCommentToCode <= 2.07,0.15268,0.92982,1.18678
0.49 < CountDeclClass <= 1.09 & 0.935 < AvgEssential <= 1.16,0.30357,0.91912,1.17312
1.04 < MINOR_LINE <= 1.71,0.14107,0.91772,1.17134
-0.45 < CountClassCoupled <= 2 & 0.892 < CountPath_Min <= 1.032,0.24375,0.91392,1.16648
11.4 < CountLineComment <= 27.8,0.31295,0.91013,1.16165
0.61 < RatioCommentToCode <= 1.15,0.19063,0.90398,1.1538
