,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
148,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,29.0,1.0,0.0,6.0,1.0,2.0,0.354938271604938,2.0,0.984615384615385,0.0,1.35384615384615,1.0,0.0,0.09,65.0,3.0
101,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.09,0.0,91.0,2.0,0.0,0.353146853146853,1.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,31.0,0.333333333333333,2.0
153,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.267241379310345,0.09,0.0,88.0,1.0,0.0,71.0,2.0,3.29166666666667,1.0,3.59722222222222,1.0,0.0,25.0,0.666666666666667,3.0
204,2.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,8.0,8.0,20.0,0.12,0.0,82.0,2.0,2.0,1.0,2.0,3.53333333333333,0.0,3.96666666666667,0.0,0.0,0.636075949367089,1.0,2.0
193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.351351351351351,0.1,0.0,94.0,1.0,3.0,67.0,2.0,3.6865671641791,0.0,2.35820895522388,1.0,0.0,1.0,28.0,3.0
181,1.0,2.0,1.0,1.0,2.0,0.0,1.0,13.0,29.0,12.0,14.0,0.04,0.0,75.0,3.0,6.0,0.472118959107807,2.0,3.73913043478261,0.0,3.41304347826087,0.0,0.0,22.0,0.333333333333333,2.0
203,14.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,12.0,0.0,0.35,0.0,93.0,1.0,5.0,1.0,2.0,2.80769230769231,0.0,1.19230769230769,0.0,0.0,0.724852071005917,50.0,1.0
132,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.341614906832298,0.1,0.0,0.0,1.0,20.0,65.0,2.0,3.70769230769231,1.0,1.41538461538462,1.0,0.0,1.0,28.0,3.0
136,1.0,0.0,1.0,215.0,0.0,1.0,2.0,13.0,32.0,100.0,0.279745042492918,0.24,0.0,98.0,1.0,3.0,80.0,2.0,16.7952755905512,0.0,3.29133858267717,0.0,0.0,7.0,0.25,6.0
205,27.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,6.0,12.0,0.5,0.17,0.0,87.0,2.0,0.0,6.08333333333333,2.0,4.02777777777778,0.0,2.0,1.0,0.0,0.75992438563327,20.0,1.0
215,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.334365325077399,0.12,0.0,1.0,1.0,4.0,65.0,2.0,1.89393939393939,1.0,1.5,1.0,0.0,18.0,0.5,1.0
218,0.11,0.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,6.0,19.0,0.5,0.0,83.0,3.0,0.0,0.0,2.0,4.53846153846154,0.0,5.5,0.0,0.0,0.252747252747253,26.0,2.0
287,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,4.0,6.0,12.0,0.11,0.0,84.0,2.0,1.0,0.440318302387268,2.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,1.0,27.0,2.0
312,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,0.0,0.1,0.0,89.0,3.0,0.0,60.0,1.0,3.93333333333333,1.0,4.55,1.0,0.0,0.732348111658456,25.0,1.0
2154,26.0,0.0,1.0,2.0,0.0,1.0,5.0,0.1,2.0,8.0,6.0,0.666666666666667,4.0,71.0,2.0,0.0,1.0,2.0,9.75,1.0,14.25,2.0,0.0,0.55448717948718,0.0,1.0
2171,0.0,0.0,1.0,2.0,61.0,3.0,2.0,4.0,3.0,35.0,17.0,0.38,0.0,100.0,3.0,1.0,11.0,1.0,3.6025641025641,0.0,2.67948717948718,1.0,0.0,0.986795774647887,0.0,2.0
901,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,1.0,0.0,0.0,1.0,4.0,0.13,2.0,3.23529411764706,1.0,1.38235294117647,1.0,0.0,0.280193236714976,0.0,3.0
286,0.0,1.0,1.0,1.0,0.0,1.0,3.0,7.0,4.0,10.0,38.0,0.13,1.0,86.0,2.0,1.0,0.329113924050633,2.0,3.36170212765957,0.0,6.04255319148936,0.0,0.0,43.0,0.5,3.0
77,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,9.0,48.0,0.413823272090989,0.5,0.0,98.0,2.0,5.0,109.0,6.0,12.5126050420168,1.0,2.48739495798319,1.0,0.0,1.0,23.0,4.0
271,0.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,11.0,14.0,14.0,0.19,0.0,89.0,2.0,2.0,0.347517730496454,2.0,4.14893617021277,0.0,5.36170212765957,0.0,0.0,0.5,27.0,2.0
279,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,11.0,5.0,0.240831295843521,0.06,0.0,95.0,2.0,1.0,68.0,2.0,4.075,0.0,3.825,0.0,0.0,48.0,0.5,5.0
2190,0.0,10.0,1.0,6.0,17.0,1.0,3.0,2.0,1.0,5.0,3.0,0.16,2.0,89.0,1.0,0.0,1.0,1.0,5.52631578947368,2.0,5.05263157894737,1.0,6.0,0.498614958448753,0.0,1.0
