,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2122,10.0,10.0,1.0,13.0,1.0,11.0,8.0,17.0,4.0,37.0,28.0,5.19,1.0,69.0,3.0,2.0,32.0,2.0,4.86538461538461,1.0,7.98076923076923,0.0,0.0,0.981990521327014,0.933333333333333,1.0
101,1.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,7.0,27.0,0.93,0.0,91.0,2.0,0.0,7.0,6.0,5.70588235294118,1.0,7.91176470588235,1.0,0.0,0.353146853146853,0.333333333333333,2.0
132,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,65.0,1.24,0.0,0.0,1.0,20.0,3.0,2.0,3.70769230769231,1.0,1.41538461538462,1.0,0.0,0.341614906832298,1.0,3.0
136,7.0,0.0,1.0,7.0,0.0,1.0,2.0,13.0,32.0,18.0,5.0,0.24,0.0,70.0,1.0,3.0,27.0,2.0,16.7952755905512,0.0,3.29133858267717,0.0,0.0,0.279745042492918,0.25,6.0
147,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,64.0,0.11,0.0,0.0,4.0,2.0,28.0,2.0,0.046875,0.0,0.40625,0.0,0.0,0.654605263157895,1.0,2.0
148,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,65.0,0.09,0.0,6.0,1.0,2.0,29.0,2.0,0.984615384615385,0.0,10.8,1.0,0.0,0.354938271604938,1.0,3.0
153,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,71.0,0.09,0.0,88.0,1.0,0.0,25.0,2.0,0.9,1.0,3.59722222222222,1.0,0.0,0.267241379310345,0.666666666666667,3.0
181,1.0,2.0,1.0,1.0,2.0,0.0,1.0,13.0,29.0,2.0,14.0,0.04,0.0,75.0,3.0,6.0,22.0,2.0,3.73913043478261,0.0,3.41304347826087,0.0,0.0,0.472118959107807,0.333333333333333,2.0
193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,67.0,1.24,0.0,94.0,1.0,3.0,3.0,2.0,3.6865671641791,0.0,2.35820895522388,1.0,0.0,0.351351351351351,1.0,3.0
199,11.0,0.0,1.0,6.0,0.0,5.0,1.0,1.0,9.0,43.0,1.0,8.42,11.0,97.0,1.0,2.0,29.0,2.0,3.0,0.0,2.01052631578947,0.0,0.0,0.578005115089514,0.5,2.0
203,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,12.0,50.0,0.35,0.0,93.0,1.0,5.0,14.0,2.0,4.1,0.0,1.19230769230769,0.0,0.0,0.724852071005917,1.0,1.0
204,2.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,8.0,20.0,0.12,0.0,82.0,2.0,2.0,5.0,2.0,3.53333333333333,0.0,3.96666666666667,0.0,0.0,0.636075949367089,1.0,2.0
205,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,6.0,12.0,27.0,0.17,0.0,87.0,2.0,0.0,7.0,6.0,4.02777777777778,0.0,6.08333333333333,1.0,0.0,0.75992438563327,0.5,1.0
215,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,65.0,1.24,0.0,1.0,1.0,4.0,3.0,2.0,1.89393939393939,1.0,1.5,1.0,0.0,0.334365325077399,0.5,1.0
218,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,7.0,6.0,3.0,0.11,0.0,83.0,3.0,0.0,26.0,2.0,4.53846153846154,0.0,5.5,0.0,0.0,0.252747252747253,0.5,2.0
255,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,53.0,4.0,7.41,8.0,65.0,0.0,0.0,31.0,1.0,4.07017543859649,1.0,2.23684210526316,1.0,0.0,0.538638985005767,0.666666666666667,3.0
287,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,4.0,6.0,12.0,0.93,0.0,84.0,2.0,1.0,7.0,6.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,0.440318302387268,1.0,2.0
2154,0.0,0.0,1.0,2.0,0.0,1.0,5.0,1.0,2.0,8.0,6.0,0.58,4.0,71.0,2.0,0.0,26.0,2.0,9.75,1.0,14.25,2.0,0.0,0.55448717948718,0.666666666666667,1.0
312,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,4.0,0.1,8.0,65.0,0.0,0.0,25.0,1.0,3.93333333333333,1.0,4.55,1.0,0.0,0.732348111658456,1.0,3.0
2171,0.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,17.0,8.0,61.0,0.38,0.0,100.0,3.0,1.0,11.0,3.0,3.6025641025641,0.0,2.67948717948718,1.0,0.0,0.986795774647887,1.0,2.0
901,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,34.0,0.96,0.0,0.0,1.0,4.0,8.0,2.0,3.23529411764706,1.0,1.38235294117647,1.0,0.0,0.280193236714976,1.0,3.0
1037,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,14.0,24.0,0.2,0.0,90.0,1.0,1.0,7.0,3.0,4.30555555555556,0.0,2.75,0.0,0.0,0.389830508474576,1.0,2.0
77,1.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,9.0,18.0,5.0,0.5,0.0,70.0,2.0,5.0,27.0,6.0,12.5126050420168,1.0,2.48739495798319,1.0,0.0,0.413823272090989,1.0,4.0
2190,0.0,6.0,1.0,6.0,17.0,1.0,3.0,2.0,10.0,5.0,3.0,1.08,2.0,89.0,1.0,0.0,1.0,1.0,5.52631578947368,2.0,5.05263157894737,1.0,0.0,0.498614958448753,1.0,1.0
328,1.0,1.0,1.0,3.0,2.0,0.0,2.0,13.0,7.0,1.0,71.0,0.08,0.0,97.0,3.0,11.0,13.0,3.0,6.0875,0.0,1.2,0.0,0.0,0.536423841059603,0.666666666666667,3.0
2201,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,8.0,10.0,13.0,3.4,2.0,84.0,6.0,3.0,11.0,2.0,4.42857142857143,0.0,5.47619047619048,1.0,0.0,0.48951048951049,1.0,1.0
1004,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,20.0,4.0,0.35,8.0,65.0,0.0,10.0,16.0,2.0,2.13636363636364,0.0,2.38636363636364,0.0,0.0,0.339544513457557,1.0,3.0
1047,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,6.0,14.0,32.0,3.59,0.0,86.0,2.0,5.0,3.0,2.0,8.76923076923077,1.0,2.41025641025641,1.0,0.0,0.621103117505995,1.0,2.0
1066,0.0,0.0,1.0,4.0,4.0,4.0,2.0,1.0,0.0,7.0,8.0,1.24,0.0,89.0,1.0,0.0,1.0,1.0,8.125,1.0,3.5,1.0,2.0,0.440217391304348,1.0,3.0
835,1.0,0.0,1.0,19.0,6.0,0.0,3.0,1.0,4.0,6.0,44.0,5.16,0.0,77.0,1.0,8.0,13.0,2.0,6.44897959183673,1.0,11.6734693877551,1.0,0.0,0.341442224152911,0.5,1.0
849,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,8.0,10.0,0.27,0.0,73.0,3.0,1.0,5.0,1.0,4.2,1.0,4.5,1.0,0.0,0.194690265486726,0.666666666666667,0.0
852,1.0,3.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,8.0,17.0,0.19,0.0,64.0,2.0,1.0,16.0,2.0,4.54545454545455,0.0,6.09090909090909,0.0,0.0,0.327485380116959,1.0,1.0
855,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,11.0,8.0,127.0,0.14,0.0,98.0,1.0,0.0,0.0,1.0,2.52755905511811,1.0,1.96850393700787,1.0,0.0,0.480868665977249,1.0,1.0
856,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,8.0,14.0,2.17,0.0,77.0,1.0,0.0,4.0,1.0,8.73333333333333,2.0,3.86666666666667,1.0,0.0,0.614107883817427,1.0,4.0
858,7.0,1.0,1.0,1.0,0.0,1.0,2.0,19.0,3.0,22.0,4.0,0.19,0.0,27.0,1.0,0.0,34.0,5.0,3.31034482758621,0.0,3.48275862068966,0.0,0.0,0.52437417654809,1.0,5.0
2254,19.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,0.0,14.0,11.0,0.15,0.0,78.0,2.0,0.0,8.0,2.0,4.88888888888889,0.0,3.68518518518519,0.0,0.0,0.989195678271308,1.0,1.0
2282,1.0,14.0,1.0,1.0,0.0,0.0,2.0,12.0,1.0,7.0,40.0,0.11,0.0,73.0,1.0,3.0,20.0,2.0,16.4,0.0,3.19642857142857,5.0,0.0,0.806451612903226,1.0,3.0
886,23.0,37.0,1.0,16.0,0.0,0.0,2.0,43.0,14.0,94.0,3.0,1.96,15.0,100.0,2.0,2.0,44.0,2.0,4.3594470046083,0.0,4.31336405529954,0.0,0.0,0.352900312608545,0.4,1.0
2283,13.0,0.0,1.0,2.0,0.0,4.0,2.0,3.0,0.0,6.0,32.0,0.12,0.0,88.0,2.0,0.0,23.0,3.0,2.73333333333333,0.0,3.44444444444444,0.0,0.0,0.839400428265525,0.666666666666667,0.0
2289,1.0,23.0,1.0,3.0,0.0,0.0,2.0,16.0,3.0,12.0,34.0,4.51,0.0,100.0,2.0,0.0,1.0,3.0,3.18032786885246,1.0,4.14754098360656,1.0,0.0,0.851251840942563,1.0,2.0
2290,1.0,10.0,2.0,4.0,0.0,0.0,2.0,8.0,3.0,18.0,25.0,3.78,0.0,89.0,2.0,0.0,12.0,2.0,3.69230769230769,1.0,3.76923076923077,1.0,0.0,0.894865525672372,0.5,0.0
2293,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,16.0,1.96,4.0,100.0,3.0,0.0,9.0,2.0,3.35,0.0,11.8,0.0,0.0,0.648739495798319,1.0,0.0
2301,0.0,0.0,1.0,10.0,7.0,0.0,2.0,2.0,3.0,4.0,11.0,0.13,0.0,93.0,4.0,2.0,1.0,2.0,2.64285714285714,0.0,4.92857142857143,0.0,0.0,0.525581395348837,0.6,1.0
