,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
2122,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1,0,1,0,1,0,1,1,2,8,38,0.35,0,93,1,5,7,2,2.80769230769231,0,1.19230769230769,0,0,0.724852071005917,0.9500000000000001,1
204,1,0,0,1,0,0,2,2,8,8,20,0.12,0,82,2,2,7,2,3.53333333333333,0,3.96666666666667,0,0,0.636075949367089,0.9500000000000001,2
205,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1,0,1,2,0,1,5,2,2,8,6,0.08,4,71,2,0,14,2,9.75,1,14.25,2,0,0.55448717948718,0.55,1
303,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1,0,1,1,0,0,2,1,2,14,34,0.2,0,90,1,1,7,3,4.30555555555556,0,2.75,0,0,0.49,0.9500000000000001,1
75,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,0,0,1,1,0,0,2,3,6,14,21,0.18000000000000002,0,86,2,5,3,2,8.76923076923077,1,2.41025641025641,1,0,0.621103117505995,0.9500000000000001,2
1066,0,0,1,4,1,4,2,1,0,7,8,0.56,0,87,1,0,1,1,8.125,1,3.5,1,0,0.49,0.9500000000000001,2
835,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,
852,0,3,1,2,0,0,2,4,1,8,17,0.15,0,64,2,1,14,2,4.54545454545455,0,6.09090909090909,0,1,0.49,0.9500000000000001,1
853,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2,0,1,2,0,0,2,3,0,6,21,0.08,0,88,2,0,14,3,2.73333333333333,0,3.44444444444444,0,0,0.839400428265525,0.55,0
2289,1,23,1,3,0,0,2,7,3,12,21,0.17,0,100,2,0,14,3,3.18032786885246,1,4.14754098360656,1,1,0.851251840942563,0.9500000000000001,2
2290,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,1,1,1,2,0,1,3,3,3,1,16,0.03,4,99,3,0,7,2,3.35,0,11.8,0,0,0.648739495798319,0.9500000000000001,0
2301,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,0,1,1,1,0,10,1,2,2,8,21,0.99,0,87,1,2,6,3,4.43243243243243,0,2.43243243243243,0,0,0.617234468937876,0.2,4
1925,0,0,1,2,2,2,2,2,1,13,14,0.18000000000000002,0,80,1,0,4,5,4.0,1,3.5,1,0,0.660583941605839,0.9500000000000001,2
980,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1,4,1,3,0,0,3,1,0,8,8,0.08,1,76,1,1,14,1,5.25,2,6.33333333333333,1,0,0.49,0.2,0
2357,1,0,1,1,0,0,1,1,3,1,5,0.03,5,68,2,3,8,1,3.75,1,14.21,1,0,1.0,0.9500000000000001,0
1645,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,1,0,1,0,1,3,1,2,3,5,9,0.29,2,83,5,0,7,2,3.33333333333333,0,7.41666666666667,2,0,0.928571428571429,0.9500000000000001,2
1161,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,0,0,1,1,0,0,1,1,1,5,3,0.18000000000000002,1,70,2,4,14,1,3.2,1,10.2,1,0,1.0,0.9500000000000001,0
1201,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,1,0,1,1,1,3,4,1,1,1,10,0.17,7,86,5,0,7,1,2.72727272727273,0,12.2727272727273,1,1,0.563192904656319,0.9500000000000001,2
1610,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,0,0,1,0,0,0,2,1,2,0,20,0.08,0,0,1,2,7,2,2.43478260869565,0,4.43478260869565,1,0,0.49,0.55,1
2013,1,0,2,1,0,6,6,2,6,6,3,0.3,5,73,3,1,6,1,4.44444444444444,1,13.5555555555556,2,0,0.49,0.9500000000000001,2
2015,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1,1,1,2,0,0,2,1,1,13,17,0.13,0,85,2,1,5,1,2.78947368421053,1,3.15789473684211,1,0,0.676113360323887,0.9500000000000001,2
