test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
30,0,1.0,1.0,2.0,14.0,2.0,8.0,9.0,17.0,0.44,1.0,70.0,3.0,2.0,4.0,20.0,2.0,3.68055555555556,0.0,4.31944444444444,0.0,1.0,0.875,0.0,1.0,4.0,0.69154245,0.30845755
49,0,0.0,1.0,2.0,18.0,2.0,15.0,8.0,24.0,0.15,1.0,143.0,5.0,4.0,3.0,61.0,3.0,4.72413793103448,0.0,5.31034482758621,0.0,1.0,0.666666666666667,0.0,4.0,2.0,0.57456595,0.42543405
49,1,39.0,1.0,1.0,0.0,2.0,21.0,50.0,29.0,0.16,1.0,167.0,4.0,4.0,0.0,94.0,2.0,5.93258426966292,0.0,7.8876404494382,0.0,1.0,0.454545454545455,0.0,3.0,6.0,0.53247833,0.46752164
340,0,3.0,1.0,1.0,52.0,2.0,21.0,50.0,29.0,0.16,10.0,167.0,4.0,4.0,0.0,94.0,2.0,5.93258426966292,0.0,7.8876404494382,0.0,1.0,0.454545454545455,0.0,3.0,6.0,0.61713773,0.38286227
340,1,60.0,1.0,2.0,18.0,2.0,15.0,1.0,24.0,0.15,1.0,143.0,5.0,4.0,3.0,61.0,3.0,4.72413793103448,0.0,5.31034482758621,0.0,1.0,0.666666666666667,0.0,4.0,2.0,0.5294267,0.47057334
358,0,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,5.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,1.0,0.0,3.0,3.0,0.50422597,0.49577406
358,1,6.0,0.0,1.0,2.0,4.0,1.0,0.0,12.0,0.45,0.0,24.0,3.0,2.0,0.0,60.0,1.0,3.03846153846154,1.0,5.53846153846154,1.0,1.0,1.0,0.0,4.0,2.0,0.7622843,0.2377157
359,0,15.0,1.0,0.0,6.0,0.0,1.0,14.0,4.0,0.09,0.0,48.0,4.0,1.0,2.0,6.0,3.0,3.94,0.0,7.04,0.0,1.0,0.407407407407407,1.0,3.0,7.0,0.5701415,0.4298585
359,1,25.0,0.0,3.0,3.0,18.0,3.0,0.0,13.0,0.24,0.0,53.0,5.0,4.0,1.0,46.0,1.0,3.9811320754717,0.0,8.0188679245283,1.0,1.0,0.5,0.0,3.0,4.0,0.5034154,0.4965846
359,2,12.0,3.0,2.0,6.0,0.0,10.0,1.0,9.0,0.14,0.0,46.0,3.0,2.0,7.0,19.0,2.0,38.3,0.0,3.40425531914894,0.0,1.0,0.1,0.0,3.0,1.0,0.544032,0.45596802
359,3,12.0,1.0,2.0,0.0,1.0,2.0,2.0,11.0,0.21,1.0,29.0,4.0,3.0,0.0,26.0,1.0,3.75862068965517,1.0,6.51724137931035,1.0,1.0,0.3,0.0,3.0,2.0,0.7595943,0.24040571
390,0,6.0,0.0,4.0,0.0,0.0,1.0,7.0,10.0,0.1,0.0,190.0,6.0,4.0,0.0,21.0,4.0,3.8125,1.0,7.6875,1.0,1.0,0.571428571428571,0.0,1.0,1.0,0.67537874,0.32462126
390,1,11.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,0.15,12.0,20.0,3.0,1.0,0.0,14.0,1.0,5.95,1.0,5.8,2.0,1.0,1.0,0.0,2.0,1.0,0.5776957,0.42230427
439,0,26.0,0.0,1.0,8.0,7.0,18.0,12.0,17.0,1.17,8.0,37.0,2.0,2.0,0.0,9.0,2.0,2.51327433628319,0.0,3.37463126843658,0.0,1.0,0.802325581395349,6.0,2.0,21.0,0.66536987,0.33463016
439,1,1.0,0.0,3.0,3.0,2.0,3.0,10.0,13.0,0.24,0.0,53.0,5.0,4.0,1.0,46.0,2.0,3.9811320754717,0.0,8.0188679245283,1.0,1.0,0.5,4.0,3.0,4.0,0.8330665,0.16693346
439,2,0.0,1.0,2.0,6.0,0.0,11.0,14.0,4.0,0.09,0.0,48.0,4.0,1.0,2.0,13.0,3.0,3.94,0.0,7.04,0.0,1.0,0.407407407407407,1.0,3.0,7.0,0.53375244,0.46624753
471,0,7.0,0.0,3.0,11.0,4.0,1.0,4.0,0.0,0.33,0.0,0.0,7.0,3.0,0.0,0.0,1.0,4.75757575757576,1.0,4.78787878787879,1.0,1.0,0.428571428571429,0.0,4.0,2.0,0.6128844,0.38711563
