test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
805,0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,9.0,10.0,0.6,0.0,84.0,4.0,0.0,4.0,1.0,3.9,0.0,1.0,1.0,0.5,0.3,0.0,3.0,3.0,0.51,0.49
805,1,0.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,10.0,9.0,0.77,0.0,87.0,1.0,7.0,3.0,1.0,4.1,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.59,0.41
805,2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.55,0.0,78.0,4.0,1.0,8.0,2.0,2.8,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.61,0.39
805,3,1.0,0.0,2.0,5.0,1.0,2.0,2.0,1.0,9.0,8.0,0.53,0.0,79.0,4.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,1.1,0.5,0.0,3.0,0.0,0.58,0.42
805,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,9.0,0.28,0.0,82.0,2.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,0.8,0.0,0.0,2.0,1.0,0.96,0.04
805,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,9.0,0.28,0.0,82.0,2.0,4.0,1.0,1.0,3.0,0.0,1.0,1.0,0.8,0.0,0.0,2.0,0.0,0.98,0.02
805,6,3.0,0.0,1.0,6.0,0.0,0.0,2.0,4.0,16.0,10.0,0.41,0.0,90.0,1.0,5.0,13.0,2.0,4.2,0.0,1.0,1.0,0.9,0.0,0.0,2.0,1.0,0.92,0.08
805,7,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,10.0,7.0,0.54,0.0,79.0,1.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,2.0,0.68,0.32
805,8,0.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,2.0,3.0,0.19,0.0,90.0,1.0,2.0,7.0,2.0,5.5,1.0,1.0,1.0,1.2,0.5,0.0,1.0,1.0,0.58,0.42
805,9,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,13.0,15.0,0.51,0.0,84.0,1.0,3.0,5.0,2.0,3.4,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.95,0.05
820,0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,13.0,10.0,1.12,0.0,80.0,3.0,1.0,1.0,1.0,4.9,1.0,1.0,1.0,0.5,0.5,0.0,2.0,3.0,0.62,0.38
820,1,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,14.0,15.0,0.74,0.0,85.0,1.0,0.0,11.0,2.0,4.4,0.0,1.0,1.0,0.5,0.6,0.0,1.0,4.0,0.67,0.33
820,2,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,10.0,1.17,0.0,80.0,1.0,0.0,8.0,2.0,3.2,0.0,0.0,1.0,0.6,0.5,0.0,1.0,1.0,0.81,0.19
820,3,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,13.0,15.0,0.51,0.0,84.0,1.0,3.0,5.0,2.0,3.4,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.95,0.05
820,4,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,7.0,1.22,0.0,80.0,2.0,2.0,1.0,1.0,2.3,0.0,1.0,1.0,0.3,1.0,0.0,2.0,0.0,0.85,0.15
820,5,8.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,14.0,15.0,0.26,0.0,76.0,2.0,0.0,7.0,2.0,3.8,1.0,2.0,1.0,0.8,0.0,0.0,3.0,1.0,0.9,0.1
