test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
16,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,58.0,1.0,3.0,3.0,0.51,0.0,85.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.734375,1.0,0.5481335017500717,0.45186649824992836,3
104,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0,6.0,0.1,0.0,87.0,2.0,0.0,29.0,1.0,5.16666666666667,1.0,1.0,0.0,0.0,0.470715835140998,2.0,0.5366584545744357,0.4633415454255642,2
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,189.0,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,0.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.6834185414057958,0.31658145859420417,1
207,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,61.0,1.0,0.0,3.0,0.65,0.0,61.0,2.0,0.0,1.0,1.0,2.25,0.0,1.0,0.0,0.0,0.566473988439306,0.0,0.5258101288146891,0.47418987118531086,3
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,0.0,1.0,4.4,1.0,2.0,0.0,5.0,0.40495867768595,0.0,0.7861784304211986,0.2138215695788014,1
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,0.0,0.430327868852459,0.0,0.5906021966488268,0.40939780335117315,2
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,4.0,0.506787330316742,2.0,0.5797582183818667,0.4202417816181333,1
773,0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,95.0,1.0,2.0,0.0,0.14,0.0,71.0,1.0,7.0,0.0,2.0,5.41176470588235,1.0,1.0,0.0,0.0,0.457861635220126,3.0,0.503984881556552,0.496015118443448,4
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,1.0,0.16,0.0,74.0,1.0,0.0,1.0,1.0,7.5,2.0,1.0,0.0,0.0,0.691629955947137,3.0,0.5241661532227009,0.4758338467772991,3
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,1.0,2.8,0.0,80.0,3.0,0.0,19.0,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.5015235105084193,0.4984764894915807,2
1940,0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,3.0,2.0,1.53658536585366,1.0,1.0,0.0,17.0,0.809264305177112,1.0,0.5133887753537568,0.4866112246462432,2
