"Rule ID","Antecedent","Consequent","Antecedent Coverage %","Antecedent Coverage","Support %","Support","Confidence","Leverage","Lift","p-value","Consequent Coverage %","Consequent Coverage"
"b'000000'","b'MAJOR_LINE <= 0.04 & -8 < Del_lines <= 13'","b'target = 0'",0.08487,184,0.08164,177,0.96196,0.03189,1.64085,4.06644e-18,0.58625,1271
"b'000001'","b'CountDeclMethodPrivate <= 0.08 & MAJOR_LINE <= 0.04'","b'target = 0'",0.08902,193,0.08533,185,0.95855,0.03314,1.63504,3.88967e-09,0.58625,1271
"b'000002'","b'2.53 < CountOutput_Mean <= 3.47 & 6.65 < CountClassCoupled <= 11.9'","b'target = 0'",0.07749,168,0.07334,159,0.94643,0.02791,1.61436,3.47388e-10,0.58625,1271
"b'000003'","b'2.53 < CountOutput_Mean <= 3.47 & -0.18 < CountDeclClassMethod <= 1.24'","b'target = 0'",0.07749,168,0.07288,158,0.94048,0.02745,1.60421,1.61423e-12,0.58625,1271
"b'000004'","b'0.302 < RatioCommentToCode <= 0.526 & 16.6 < CountLineComment <= 36.8'","b'target = 0'",0.04751,103,0.04336,94,0.91262,0.01551,1.5567,4.02849e-09,0.58625,1271
"b'000005'","b'CountClassCoupled <= 6.65'","b'target = 0'",0.17851,387,0.16144,350,0.90439,0.05679,1.54266,1.12352e-51,0.58625,1271
"b'000006'","b'8.6 < CountDeclInstanceMethod <= 19.2 & -8 < Del_lines <= 13'","b'target = 0'",0.11116,241,0.09825,213,0.88382,0.03308,1.50757,4.95841e-10,0.58625,1271
"b'000007'","b'MINOR_LINE <= 1 & -8 < Del_lines <= 13'","b'target = 0'",0.11393,247,0.10009,217,0.87854,0.0333,1.49857,1.26466e-09,0.58625,1271
"b'000008'","b'MAJOR_LINE <= 0.04'","b'target = 0'",0.25923,562,0.21863,474,0.84342,0.06666,1.43865,4.08586e-51,0.58625,1271
"b'000009'","b'CountDeclInstanceMethod <= 8.6'","b'target = 0'",0.17205,373,0.14437,313,0.83914,0.04351,1.43136,2.33126e-30,0.58625,1271
