,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
42,0.0,0.0,0.666666666666667,6.0,0.0,0.9199999999999999,0.0,78.0,1.0,0.0,14.0,2.0,6.8125,0.0,3.875,0.0,1.0,1.15,0.0,258.0,0.666666666666667,0.0,2.0,5.0
73,0.5,9.0,6.0,5.0,0.0,0.6299999999999999,0.0,77.0,3.0,8.0,13.0,2.0,4.78947368421053,0.0,3.84210526315789,0.0,1.0,0.785714285714286,0.0,93.0,0.5,0.0,1.0,8.0
95,18.0,0.5000000000000001,2.0,0.0,2.0,0.33000000000000007,0.0,80.0,2.0,0.0,18.0,1.0,5.53846153846154,1.0,5.38461538461539,1.0,1.0,1.86666666666667,0.0,4.0,0.5,0.0,5.0,2.0
63,0.0,0.0,0.33333333333333304,1.0,0.0,3.03,0.0,7.105427357601002e-15,2.0,1.0,14.0,2.0,3.05263157894737,0.0,0.8421052631578951,0.0,1.0,0.0,0.0,2.0,0.333333333333333,0.0,6.0,5.0
43,19.0,28.0,0.2999999999999998,6.0,0.0,0.74,0.0,64.0,1.0,0.0,19.0,1.0,5.96428571428571,2.0,4.78571428571429,1.0,1.0,0.6,0.0,70.0,0.3,0.0,4.0,2.0
120,0.0,0.0,0.5,3.0,0.0,0.8399999999999999,0.0,50.0,2.0,0.0,14.0,3.0,1.75,0.0,4.5,0.0,1.0,2.1666666666666696,0.0,36.0,0.5,0.0,2.0,2.0
1397,0.0,0.0,0.5,8.0,0.0,0.6499999999999999,3.0,50.0,2.0,2.0,8.0,1.0,3.16666666666667,2.0,9.16666666666667,1.0,1.0,1.11111111111111,0.0,4.0,0.5,0.0,1.0,2.0
1399,0.33333333333333304,10.0,1.0,2.0,1.0,0.55,3.0,100.0,2.0,1.0,10.0,1.0,5.35,0.0,7.45,1.0,0.0,1.78260869565217,0.0,6.0,0.333333333333333,0.0,1.0,2.0
1363,0.0,0.0,0.33333333333333304,0.0,0.0,0.47,0.0,60.0,2.0,1.0,9.0,3.0,3.2,0.0,4.8,0.0,1.0,1.22222222222222,0.0,13.0,0.333333333333333,0.0,2.0,2.0
331,21.0,0.3333333333333329,1.0,0.0,2.0,0.18999999999999995,0.0,50.0,2.0,0.0,21.0,2.0,6.08333333333333,1.0,7.58333333333333,1.0,1.0,1.75,0.0,31.0,0.333333333333333,0.0,5.0,2.0
1416,0.0,0.0,16.0,0.636363636363636,0.0,0.8199999999999998,1.0,50.0,1.0,0.0,16.0,1.0,4.66666666666667,2.0,6.16666666666667,1.0,1.0,1.5,0.0,71.0,0.636363636363636,0.0,1.0,3.0
339,17.0,0.3333333333333329,3.0,0.0,3.0,0.22999999999999998,0.0,65.0,2.0,6.0,17.0,1.0,6.5,1.0,6.4,0.0,1.0,1.58333333333333,0.0,51.0,0.333333333333333,0.0,3.0,3.0
1417,18.0,0.6,1.0,0.0,1.0,0.4099999999999999,1.0,50.0,3.0,0.0,18.0,2.0,3.5,1.0,7.83333333333333,1.0,1.0,0.875,0.0,62.0,0.6,0.0,1.0,2.0
1444,1.0,16.0,9.0,0.5,0.0,0.79,0.0,88.0,1.0,1.0,16.0,2.0,6.75,1.0,4.32142857142857,1.0,1.0,0.915254237288136,0.0,42.0,0.5,0.0,2.0,1.0
1437,24.0,0.28571428571428603,2.0,0.0,8.0,0.41999999999999993,0.0,80.0,1.0,2.0,24.0,1.0,4.30769230769231,1.0,5.69230769230769,0.0,1.0,1.17647058823529,0.0,21.0,0.285714285714286,0.0,3.0,2.0
409,1.0,1.0,0.25,1.0,1.0,0.41999999999999993,0.0,66.0,2.0,7.000000000000001,13.0,2.0,6.0,0.0,7.05,1.0,1.0,1.20833333333333,0.0,78.0,0.24999999999999994,0.0,4.0,6.0
1461,0.0,0.0,19.0,0.4500000000000002,0.0,0.6699999999999999,0.0,65.0,1.0,0.0,19.0,2.0,5.23076923076923,1.0,5.76923076923077,1.0,1.0,0.941176470588235,0.0,66.0,0.625,0.0,1.0,2.0
476,0.0,0.0,0.3636363636363642,6.0,0.0,1.85,0.0,100.0,1.0,1.0,8.0,2.0,5.79545454545455,0.0,0.8181818181818183,0.0,1.0,0.0,0.0,164.0,0.363636363636364,0.0,4.0,7.0
550,0.0,0.0,16.999999999999996,0.6000000000000003,0.0,0.0800000000000003,0.0,56.0,2.0,0.0,17.0,1.0,7.66666666666667,3.0,19.5833333333333,5.0,2.0,2.64285714285714,1.0,39.0,0.6,0.0,2.0,3.0
648,15.0,0.666666666666667,1.0,7.0,0.0,0.71,0.0,85.0,1.0,0.0,15.0,1.0,5.71428571428571,4.0,5.42857142857143,2.0,1.0,1.4444444444444402,0.0,3.0,0.666666666666667,0.0,3.0,5.0
640,21.0,0.25,1.0,4.0,0.0,0.51,0.0,90.0,1.0,1.0,9.0,2.0,6.0,2.0,5.0,1.0,1.0,0.894736842105263,0.0,36.0,0.24999999999999994,0.0,2.0,5.0
1498,0.33333333333333304,3.0,3.0,11.0,3.0,0.44999999999999996,0.0,74.0,1.0,3.0,11.0,2.0,4.66666666666667,1.0,4.26666666666667,1.0,1.0,1.05263157894737,0.0,16.0,0.333333333333333,0.0,1.0,3.0
335,0.0,1.0,1.0,0.21428571428571397,0.0,0.5,0.0,65.0,2.0,1.0,19.0,1.0,5.71428571428571,1.0,12.5714285714286,1.0,1.0,2.44444444444444,0.0,451.99999999999994,0.21428571428571397,0.0,4.0,5.0
427,0.0,1.0,5.0,0.33333333333333304,0.0,0.6200000000000001,0.0,87.0,2.0,0.0,19.0,2.0,6.02380952380952,0.0,6.5,1.0,1.0,1.23913043478261,0.0,38.0,0.333333333333333,0.0,6.0,6.0
701,18.0,0.75,1.0,0.0,1.0,0.6200000000000001,0.0,87.0,2.0,3.0,18.0,1.0,9.52272727272727,0.0,4.5,1.0,1.0,0.927083333333333,0.0,9.0,0.75,0.0,2.0,11.0
466,0.0,0.0,4.0,0.20000000000000018,0.0,2.25,0.0,100.0,1.0,1.0,18.0,2.0,2.5,0.0,0.8599999999999999,0.0,1.0,0.0,0.0,73.0,0.19999999999999996,0.0,2.0,13.0
1516,1.0,17.0,2.0,0.4500000000000002,0.0,0.19999999999999996,1.0,70.0,1.0,0.0,17.0,1.0,4.41666666666667,1.0,8.58333333333333,1.0,1.0,0.857142857142857,0.0,158.0,0.75,0.0,1.0,1.0
330,3.0,17.0,0.25,0.0,2.0,0.20999999999999996,0.0,50.0,2.0,0.0,17.0,2.0,5.5,1.0,6.5,1.0,1.0,1.71428571428571,0.0,27.000000000000007,0.24999999999999994,0.0,2.0,6.0
749,0.0,25.000000000000004,1.0,0.4500000000000002,0.0,0.10000000000000009,0.0,69.0,1.0,0.0,25.0,2.0,3.875,1.0,8.5,1.0,1.0,0.458333333333333,0.0,71.0,0.571428571428571,0.0,4.0,0.0
753,21.0,2.0,0.42857142857142905,0.0,0.0,0.05999999999999983,0.0,96.0,1.0,0.0,21.0,2.0,1.6974789915966397,0.0,2.81512605042017,1.0,1.0,0.28688524590163905,0.0,14.000000000000007,0.428571428571429,0.0,4.0,5.0
467,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,
