,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
37,2.220446049250313e-16,1.0,2.0,11.0,1.0,2.0,261.0,16.0,17.0,22.0,0.31999999999999995,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0
56,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2.220446049250313e-16,0.0,1.0,3.0,1.0,2.0,283.0,2.0,2.0,30.0,0.32999999999999996,0.0,108.0,3.0,3.0,24.0,2.0,9.75,1.0,3.73148148148148,1.0,0.0,0.333333333333333,0.0,4.0,7.0
345,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1.0,1.0,2.0,6.0,0.0,3.0,77.0,16.0,14.0,4.0,0.09000000000000008,1.0,57.0,1.0,2.0,45.0,3.0,4.03389830508475,0.0,6.74576271186441,0.0,0.0,0.407407407407407,1.0,4.0,6.0
831,1.0,2.0,1.0,-2.220446049250313e-16,0.0,1.0,21.000000000000004,0.9999999999999999,2.0,4.0,0.08000000000000007,0.0,49.0,1.0,13.0,20.0,2.0,5.49019607843137,0.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
356,,,,,,,,,,,,,,,,,,,,,,,,,,
446,0.10000000000000009,0.0,1.0,1.0,0.0,2.0,17.0,2.0,0.0,2.0,0.14000000000000012,0.0,3.0,2.0,0.0,16.0,1.0,5.64285714285714,2.0,4.57142857142857,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
363,0.9500000000000001,1.0,2.0,-2.220446049250313e-16,1.0,3.0,75.0,2.0,2.0,11.0,0.20999999999999996,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0
458,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,
