,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
37,2.220446049250313e-16,98.0,30.0,11.0,17.0,2.0,261.0,16.0,17.0,22.0,0.31999999999999995,0.0,98.0,3.0,4.0,30.0,2.0,3.43564356435644,0.0,3.92079207920792,0.0,0.0,0.875,0.0,2.0,2.0
56,2.220446049250313e-16,78.0,23.0,25.0,32.0,4.0,349.0,25.000000000000004,23.0,31.999999999999996,0.1299999999999999,1.0,191.0,4.0,3.0,78.0,3.0,4.53030303030303,0.0,4.83333333333333,0.0,0.0,0.666666666666667,0.0,2.0,4.0
192,2.220446049250313e-16,10.0,1.0,3.13793103448276,4.0,2.0,56.0,2.0,10.0,4.0,0.21999999999999997,0.0,29.0,1.0,1.0,5.0,1.0,3.13793103448276,0.0,3.62068965517241,1.0,0.0,1.0,0.0,2.0,1.0
214,2.220446049250313e-16,1.0,8.0,25.0,7.0,2.0,307.0,0.9999999999999999,8.0,25.0,0.65,0.0,49.0,2.0,0.0,7.0,1.0,2.04081632653061,0.0,3.20408163265306,1.0,0.0,1.0,0.0,3.0,7.0
256,2.220446049250313e-16,24.0,30.0,108.0,0.33333333333333304,2.0,283.0,2.0,2.0,30.0,0.32999999999999996,0.0,108.0,3.0,3.0,24.0,2.0,9.75,1.0,3.73148148148148,1.0,0.0,0.333333333333333,0.0,4.0,7.0
363,2.220446049250313e-16,28.0,12.0,1.0,2.0,3.0,75.0,2.0,2.0,11.0,0.20999999999999996,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0
364,1.0,45.0,18.0,14.0,6.0,3.0,77.0,16.0,14.0,4.0,0.09000000000000008,1.0,57.0,1.0,2.0,45.0,3.0,4.03389830508475,0.0,6.74576271186441,0.0,0.0,0.407407407407407,1.0,4.0,6.0
831,2.220446049250313e-16,20.0,13.0,1.0,4.0,1.0,21.000000000000004,0.9999999999999999,2.0,4.0,0.08000000000000007,0.0,49.0,1.0,13.0,20.0,2.0,5.49019607843137,0.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
446,2.220446049250313e-16,0.0,15.999999999999998,1.0,7.0,2.0,17.0,2.0,0.0,2.0,0.14000000000000012,0.0,3.0,2.0,0.0,16.0,1.0,5.64285714285714,2.0,4.57142857142857,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
450,2.220446049250313e-16,0.0,2.220446049250313e-16,1.0,5.0,2.0,29.0,4.0,0.0,2.0,0.3800000000000001,0.0,8.0,5.0,2.0,8.0,1.0,5.44444444444444,4.0,4.33333333333333,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
456,2.220446049250313e-16,1.0,6.0,6.0,3.0,3.0,32.0,6.0,6.0,1.0,0.1299999999999999,0.0,20.0,6.0,3.0,11.0,1.0,6.08695652173913,2.0,3.78260869565217,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
458,2.220446049250313e-16,22.0,1.0,7.0,6.0,2.0,34.0,6.0,7.0,2.0,0.15999999999999992,0.0,20.0,6.0,22.0,13.0,1.0,11.4782608695652,3.0,4.39130434782609,2.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
522,2.220446049250313e-16,0.0,24.0,0.444444444444444,6.0,2.0,124.0,0.9999999999999999,0.0,0.0,0.27,0.0,0.0,1.0,0.0,24.0,1.0,3.57777777777778,1.0,2.94444444444444,1.0,0.0,0.444444444444444,0.0,4.0,6.0
845,2.220446049250313e-16,35.0,40.0,1.0,16.0,2.0,38.0,0.9999999999999999,0.0,0.0,0.09000000000000008,0.0,39.0,1.0,0.0,35.0,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
397,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1.0,1.0,1.0,-2.220446049250313e-16,0.9500000000000001,2.0,15.0,2.0,0.0,0.0,0.22999999999999998,0.0,7.0,6.0,0.0,6.0,1.0,3.28571428571429,1.0,3.0,1.0,0.0,1.0,0.0,1.0,-1.1102230246251565e-16
195,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,
