Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.28,0.20625,0.96537,1.18036
1.4 < CountClassCoupled <= 4.1,0.2,0.96205,1.17631
0.28 < MAJOR_COMMIT <= 0.94,0.11696,0.94275,1.15271
MaxNesting_Min > 0.082,0.08438,0.93651,1.14508
CountLineComment <= 20.6,0.16741,0.93067,1.13793
CountClassCoupled <= 1.4,0.20357,0.92982,1.1369
0.09 < MAJOR_LINE <= 0.88,0.14509,0.92923,1.13618
MAJOR_LINE <= 0.09,0.24241,0.92449,1.13039
CountClassBase <= 0.928,0.14688,0.91489,1.11865
OWN_COMMIT <= 0.16,0.20179,0.91372,1.11721
