Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.89,0.15982,0.96089,1.28578
CountClassCoupled <= 3.9,0.19509,0.94508,1.26462
MAJOR_LINE <= 0.33,0.20134,0.90022,1.2046
3.9 < CountClassCoupled <= 8.1,0.20625,0.89827,1.20198
0.89 < MAJOR_COMMIT <= 1.61,0.24152,0.89649,1.1996
0.33 < MAJOR_LINE <= 1.27,0.21473,0.88773,1.18789
2.94 < CountOutput_Mean <= 4.26,0.19821,0.87162,1.16633
CountLineComment <= 30.2,0.20179,0.86504,1.15753
CountOutput_Mean <= 2.94,0.19911,0.86099,1.1521
CountDeclClassVariable <= 0.6,0.18527,0.84578,1.13175
