Antecedent,Antecedent Coverage %,Confidence,Lift
0.21 < MAJOR_COMMIT <= 0.92,0.13616,1.0,1.19914
MAJOR_COMMIT <= 0.21,0.2067,0.97408,1.16806
0.9 < CountClassCoupled <= 4.25,0.24866,0.9605,1.15178
-0.05 < MAJOR_LINE <= 0.6,0.28973,0.95532,1.14556
CountClassCoupled <= 0.9,0.17902,0.95511,1.14532
CountLineComment <= 21.8,0.18839,0.95498,1.14515
MAJOR_LINE <= -0.05,0.10848,0.95062,1.13993
OWN_COMMIT <= 0.135 & -0.171 < MINOR_COMMIT <= 0.026,0.19107,0.94393,1.1319
0.6 < MAJOR_LINE <= 1.38,0.21071,0.92797,1.11276
0.92 < MAJOR_COMMIT <= 1.34,0.25893,0.92759,1.11231
