Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.26,0.20759,0.96129,1.1976
0.26 < MAJOR_COMMIT <= 0.93,0.11161,0.948,1.18105
0.01 < MAJOR_LINE <= 0.66,0.12723,0.94035,1.17152
4.1 < CountClassCoupled <= 7.85,0.18839,0.93839,1.16907
0.95 < CountClassCoupled <= 4.1,0.24286,0.93566,1.16567
AvgEssential <= 0.953,0.10536,0.92373,1.15081
CountInput_Min > 2.005,0.17277,0.92248,1.14925
0.01 < AvgLineComment <= 0.91,0.11964,0.92164,1.14821
CountLineComment <= 20.6,0.16563,0.90566,1.1283
CountClassBase <= 0.912,0.15134,0.89676,1.1172
