Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.3,0.18705,0.98091,1.18834
0.3 < MAJOR_COMMIT <= 0.99,0.11161,0.956,1.15816
1.6 < CountClassCoupled <= 3.9,0.15714,0.95455,1.1564
CountLineComment <= 13,0.11071,0.94355,1.14308
3.9 < CountClassCoupled <= 7.2,0.20045,0.94209,1.14131
MAJOR_LINE <= 0,0.26295,0.93718,1.13536
0 < MAJOR_LINE <= 0.68,0.13438,0.93688,1.13499
CountClassBase <= 0.886,0.175,0.92602,1.12184
CountPath_Min <= 0.825,0.17411,0.91026,1.10274
MaxInheritanceTree <= 0.89,0.16741,0.90933,1.10163
