Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.39,0.20759,0.97634,1.18281
0.39 < MAJOR_COMMIT <= 0.99,0.08214,0.97283,1.17855
CountLineComment <= 17.8,0.12723,0.9614,1.16471
0.08 < MAJOR_LINE <= 0.82,0.12723,0.95439,1.15621
0.7 < CountClassCoupled <= 3.3,0.19955,0.95302,1.15455
MAJOR_LINE <= 0.08,0.24107,0.94259,1.14192
36.8 < CountLineComment <= 54.8,0.15491,0.92507,1.12069
3.3 < CountClassCoupled <= 7.4,0.20268,0.90529,1.09672
0.99 < MAJOR_COMMIT <= 1.51,0.31964,0.90503,1.09641
2.9 < CountInput_Mean <= 4.1,0.20446,0.90393,1.09508
