Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.14,0.22054,0.98785,1.2266
0.14 < MAJOR_COMMIT <= 0.92,0.13482,0.98344,1.22113
1.05 < CountClassCoupled <= 4.05,0.19286,0.96759,1.20145
OWN_COMMIT <= 0.085 & -0.173 < MINOR_COMMIT <= 0.029,0.20491,0.95425,1.18488
0.06 < MAJOR_LINE <= 0.78,0.13125,0.94558,1.17411
CountLineComment <= 18.4,0.14732,0.94545,1.17396
OWN_COMMIT <= 0.085,0.20982,0.9383,1.16507
MAJOR_LINE <= 0.06,0.25134,0.93606,1.16229
MINOR_LINE <= 0.985,0.09598,0.92093,1.14351
4.05 < CountClassCoupled <= 7.95,0.1875,0.91429,1.13525
