Antecedent,Antecedent Coverage %,Confidence,Lift
0.265 < MAJOR_COMMIT <= 0.915,0.11875,0.97368,1.17009
MAJOR_COMMIT <= 0.265,0.20714,0.96767,1.16287
OWN_COMMIT <= 0.162,0.20179,0.96018,1.15386
0.1 < MAJOR_LINE <= 0.79,0.13438,0.94684,1.13784
RatioCommentToCode > 2.65,0.12411,0.94604,1.13688
3.45 < CountClassCoupled <= 7.15,0.19241,0.93503,1.12365
0.3 < CountClassCoupled <= 3.45,0.23125,0.93436,1.12284
CountClassBase <= 0.888,0.16473,0.92683,1.11379
MaxInheritanceTree <= 0.92,0.17545,0.92112,1.10692
MAJOR_LINE <= 0.1,0.2433,0.91743,1.10249
