Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.36,0.2058,0.96529,1.2046
0.36 < MAJOR_COMMIT <= 0.98,0.10357,0.92672,1.15647
CountLineComment <= 19,0.13304,0.92617,1.15578
1.25 < CountClassCoupled <= 4.75,0.20714,0.92457,1.15378
CountClassBase <= 0.894,0.1317,0.91864,1.14639
0.08 < MAJOR_LINE <= 0.76,0.13482,0.9106,1.13634
4.75 < CountClassCoupled <= 8.6,0.19018,0.90845,1.13367
OWN_COMMIT <= 0.22,0.20179,0.90708,1.13195
MAJOR_LINE <= 0.08,0.24643,0.89674,1.11905
PercentLackOfCohesion <= 12.4,0.19866,0.89213,1.1133
