Antecedent,Antecedent Coverage %,Confidence,Lift
RatioCommentToCode > 5.05,0.05714,1.0,1.19276
0.24 < MAJOR_COMMIT <= 0.92,0.1308,0.97611,1.16426
MAJOR_COMMIT <= 0.24,0.20402,0.97593,1.16405
0.04 < MAJOR_LINE <= 0.69,0.13438,0.95349,1.13728
AvgEssential <= 0.818,0.08929,0.95,1.13312
MAJOR_LINE <= 0.04,0.25223,0.94513,1.12731
OWN_COMMIT <= 0.155,0.2,0.93973,1.12087
0.9 < CountClassCoupled <= 3.85,0.2183,0.93456,1.1147
3.85 < CountClassCoupled <= 7.6,0.18795,0.93349,1.11343
CountClassBase <= 0.89,0.15714,0.9233,1.10127
