Antecedent,Antecedent Coverage %,Confidence,Lift
0.3 < MAJOR_COMMIT <= 0.96,0.10982,0.97561,1.1743
MAJOR_COMMIT <= 0.3,0.19866,0.96854,1.16579
0.9 < CountClassCoupled <= 3.7,0.20357,0.95395,1.14822
MAJOR_LINE <= 0.08,0.25313,0.94356,1.13572
CountLineComment <= 19.2,0.14688,0.94225,1.13414
CountClassBase <= 0.944,0.12768,0.94056,1.13211
PercentLackOfCohesion <= 12.8,0.19911,0.93498,1.12539
CountDeclClassVariable <= -0.46,0.10134,0.93392,1.12412
0.08 < MAJOR_LINE <= 0.71,0.12054,0.93333,1.12341
0.08 < MaxNesting_Mean <= 0.46,0.19375,0.93318,1.12323
