Antecedent,Antecedent Coverage %,Confidence,Lift
0.23 < MAJOR_COMMIT <= 0.87,0.13393,0.98333,1.14543
MAJOR_COMMIT <= 0.23,0.21071,0.96822,1.12783
0.7 < CountClassCoupled <= 3.65,0.22009,0.96349,1.12232
3.65 < CountClassCoupled <= 6.65,0.18304,0.96341,1.12223
OWN_COMMIT <= 0.15 & -0.137 < MINOR_COMMIT <= 0.025,0.2,0.95089,1.10764
0.47 < MAJOR_LINE <= 1.25,0.2192,0.9389,1.09367
CountClassBase <= 0.872,0.15714,0.9375,1.09204
-0.09 < MAJOR_LINE <= 0.47,0.29598,0.93514,1.0893
1.34 < CountOutput_Mean <= 2.8,0.20714,0.93103,1.08451
OWN_COMMIT <= 0.15,0.2058,0.93059,1.08399
