Antecedent,Antecedent Coverage %,Confidence,Lift
0.23 < MAJOR_COMMIT <= 0.905,0.1192,0.98127,1.15809
MAJOR_COMMIT <= 0.23,0.21384,0.97704,1.15309
0.9 < CountClassCoupled <= 4.2,0.23929,0.95709,1.12955
CountClassBase <= 0.882,0.14866,0.94595,1.1164
0.03 < MAJOR_LINE <= 0.69,0.13393,0.94333,1.11331
4.2 < CountClassCoupled <= 7.65,0.20268,0.93833,1.1074
1.325 < MINOR_LINE <= 1.945,0.15759,0.92918,1.09661
MAJOR_LINE <= 0.03,0.25446,0.92807,1.0953
5 < PercentLackOfCohesion <= 37,0.19688,0.9229,1.0892
0.455 < MaxNesting_Mean <= 0.785,0.18616,0.91847,1.08396
