Antecedent,Antecedent Coverage %,Confidence,Lift
MAJOR_COMMIT <= 0.33,0.20491,0.98475,1.17394
0.33 < MAJOR_COMMIT <= 0.96,0.09152,0.97561,1.16305
1 < CountClassCoupled <= 3.5,0.17143,0.96875,1.15487
RatioCommentToCode > 3.6,0.06964,0.96795,1.15391
PercentLackOfCohesion <= 8,0.20313,0.95824,1.14234
CountLineComment <= 12,0.10446,0.95726,1.14118
AvgEssential <= 0.86,0.10223,0.95197,1.13486
0.06 < MAJOR_LINE <= 0.73,0.12679,0.94718,1.12916
MAJOR_LINE <= 0.06,0.24866,0.94614,1.12792
0.96 < MAJOR_COMMIT <= 1.47,0.31652,0.94358,1.12487
