test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1
7,0,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,7.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,8.0,0.5737562,0.4262438
7,1,1.0,0.0,17.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,0.9,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.5469642,0.45303577
7,2,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,13.3,0.0,100.0,3.0,0.0,17.0,12.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.86255574,0.13744426
7,3,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,4.3,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8868257,0.113174304
7,4,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,37.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,46.0,0.6875,0.0,2.0,2.0,0.50320584,0.49679416
7,5,1.0,0.0,1.0,0.0,7.0,2.0,133.0,16.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.4,0.0,2.0,2.0,0.5983276,0.40167242
7,6,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,5.0,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.8868257,0.113174304
7,7,1.0,0.0,1.0,0.0,7.0,2.0,133.0,2.0,8.0,1.0,8.6,0.0,1.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.5181183,0.48188168
7,8,1.0,0.0,1.0,0.0,7.0,22.0,133.0,2.0,8.0,1.0,0.67,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,1.0,2.0,0.8233751,0.1766249
7,9,1.0,0.0,1.0,15.0,7.0,2.0,133.0,2.0,8.0,1.0,6.2,0.0,100.0,3.0,0.0,17.0,2.0,2.0,0.0,0.0,0.0,217.0,0.6875,0.0,2.0,2.0,0.87568927,0.12431071
185,0,1.0,0.0,1.0,1.0,6.0,1.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,7.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.5557395,0.44426048
185,1,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,2.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.8570251,0.1429749
185,2,1.0,0.0,1.0,23.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,7.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.70452607,0.29547393
185,3,1.0,0.0,1.0,1.0,6.0,16.0,114.0,1.0,9.0,21.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.56540644,0.43459353
185,4,1.0,0.0,1.0,1.0,6.0,2.0,114.0,1.0,9.0,36.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,1025.0,0.3,0.0,3.0,6.0,0.5969039,0.40309605
185,5,1.0,0.0,1.0,27.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,1.0,6.0,0.53219944,0.46780056
185,6,1.0,0.0,1.0,1.0,6.0,9.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,9.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.90885895,0.09114105
185,7,1.0,0.0,1.0,29.0,6.0,2.0,114.0,1.0,9.0,0.0,0.73,1.0,96.0,3.0,9.0,0.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.7927187,0.2072813
185,8,1.0,0.0,1.0,1.0,9.0,2.0,114.0,1.0,9.0,47.0,0.73,1.0,96.0,3.0,9.0,15.0,1.0,2.69230769230769,1.0,0.0,0.0,47.0,0.3,0.0,3.0,6.0,0.7802099,0.21979012
