test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1
78,0,6.0,43.0,1.0,21.0,3.0,16.0,9.0,27.0,24.0,21.0,62.0,0.75,0.0,97.0,0.0,2.0,9.0,2.0,5.14705882352941,0.0,31.0,0.0,1.0,0.527452745274527,3.0,0.53,0.47
78,1,2.0,1.0,4.0,5.0,163.0,4.0,2.0,29.0,25.0,11.0,62.0,0.75,0.0,97.0,5.0,26.0,60.0,9.0,45.8,0.0,11.0,0.0,1.0,1.0,4.0,0.51,0.49
78,2,6.0,43.0,1.0,21.0,3.0,16.0,9.0,27.0,24.0,21.0,62.0,0.75,0.0,97.0,0.0,2.0,9.0,2.0,5.14705882352941,0.0,31.0,0.0,1.0,0.527452745274527,4.0,0.53,0.47
78,3,18.0,18.0,1.0,5.0,3.0,12.0,2.0,391.0,29.0,0.0,62.0,7.95,0.0,97.0,1.0,2.0,60.0,1.0,5.14705882352941,18.0,0.0,2.0,1.0,1.0,2.0,0.54,0.46
78,4,6.0,43.0,1.0,21.0,3.0,16.0,9.0,27.0,24.0,21.0,62.0,0.75,0.0,97.0,0.0,2.0,9.0,2.0,33.6,0.0,31.0,0.0,1.0,0.527452745274527,3.0,0.55,0.45
80,0,1.0,44.0,1.0,6.0,114.0,2.0,9.0,269.0,2.0,12.0,115.0,0.53,0.0,97.0,2.0,3.0,19.0,5.0,8.46153846153846,0.0,1.0,0.0,0.0,0.8,4.0,0.51,0.49
80,1,1.0,0.0,1.0,6.0,35.0,2.0,1.0,269.0,1.0,35.0,24.0,7.55,0.0,65.0,2.0,3.0,19.0,5.0,8.46153846153846,0.0,1.0,0.0,0.0,1.0,4.0,0.55,0.45
80,2,1.0,44.0,1.0,6.0,114.0,2.0,9.0,269.0,2.0,12.0,115.0,0.53,0.0,97.0,2.0,3.0,19.0,5.0,8.46153846153846,44.0,1.0,0.0,0.0,0.8,4.0,0.51,0.49
80,3,1.0,0.0,1.0,6.0,66.0,2.0,7.0,20.0,2.0,26.0,34.0,3.89,0.0,25.0,2.0,3.0,19.0,8.0,23.8,0.0,1.0,0.0,1.0,0.539735099337748,0.0,0.52,0.48
80,4,1.0,0.0,1.0,92.0,1.0,2.0,1.0,55.0,2.0,7.0,25.0,4.87,0.0,24.0,1.0,7.0,19.0,6.0,8.46153846153846,12.0,32.0,0.0,1.0,0.8,4.0,0.51,0.49
80,5,1.0,44.0,1.0,6.0,114.0,2.0,9.0,689.0,2.0,12.0,115.0,0.53,0.0,97.0,2.0,3.0,19.0,5.0,8.46153846153846,44.0,1.0,0.0,0.0,0.8,4.0,0.52,0.48
80,6,1.0,0.0,1.0,6.0,35.0,2.0,1.0,269.0,1.0,35.0,24.0,7.55,0.0,65.0,0.0,3.0,19.0,5.0,8.46153846153846,0.0,1.0,0.0,0.0,1.0,4.0,0.57,0.43
80,7,1.0,40.0,0.0,6.0,1.0,2.0,1.0,738.0,2.0,39.0,34.0,7.32,0.0,76.0,5.0,3.0,5.0,6.0,8.46153846153846,40.0,1.0,0.0,1.0,1.0,0.0,0.51,0.49
80,8,1.0,0.0,1.0,6.0,66.0,2.0,7.0,20.0,2.0,26.0,34.0,3.89,0.0,25.0,2.0,0.0,19.0,8.0,23.8,0.0,1.0,0.0,1.0,0.7,0.0,0.53,0.47
85,0,14.0,14.0,1.0,52.0,158.0,3.0,3.0,588.0,20.0,30.0,24.0,0.35,9.0,96.0,1.0,35.0,32.0,4.0,50.5,14.0,30.0,0.0,102.0,1.1,4.0,0.52,0.48
85,1,2.0,4.0,4.0,95.0,163.0,3.0,3.0,29.0,25.0,11.0,24.0,0.35,0.0,91.0,5.0,26.0,31.0,4.0,45.8,0.0,11.0,0.0,36.0,1.0,4.0,0.52,0.48
85,2,18.0,18.0,0.0,2.0,0.0,4.0,9.0,139.0,7.0,37.0,87.0,0.35,0.0,90.0,1.0,3.0,32.0,7.0,4.80952380952381,0.0,1.0,3.0,36.0,1.1,0.0,0.51,0.49
85,3,34.0,4.0,0.0,27.0,0.0,3.0,12.0,279.0,13.0,8.0,24.0,8.33,0.0,91.0,3.0,3.0,51.0,4.0,4.80952380952381,0.0,1.0,0.0,36.0,1.1,0.0,0.51,0.49
85,4,8.0,40.0,0.0,2.0,16.0,3.0,12.0,738.0,7.0,39.0,24.0,7.32,0.0,76.0,5.0,3.0,5.0,4.0,4.80952380952381,40.0,1.0,0.0,36.0,1.0,0.0,0.52,0.48
85,5,20.0,4.0,1.0,2.0,121.0,7.0,3.0,21.0,25.0,8.0,96.0,0.35,7.0,77.0,5.0,3.0,32.0,8.0,37.0,20.0,1.0,0.0,103.0,0.9,1.0,0.51,0.49
86,0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,7.0,3.0,42.6,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.59,0.41
86,1,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,40.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,1.0,3.0,0.57,0.43
86,2,0.0,0.0,1.0,0.0,0.0,4.0,2.0,20.0,1.0,7.0,7.0,0.79,0.0,25.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.6,0.4
86,3,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.9,1.0,0.52,0.48
86,4,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,7.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.59,0.41
86,5,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,16.0,2.0,2.0,13.0,3.0,28.3,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.51,0.49
86,6,0.0,0.0,1.0,0.0,0.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,4.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,0.566552901023891,3.0,0.62,0.38
86,7,0.0,0.0,1.0,0.0,122.0,4.0,2.0,116.0,1.0,7.0,7.0,0.79,0.0,78.0,2.0,2.0,13.0,3.0,3.64705882352941,1.0,0.0,0.0,0.0,1.0,3.0,0.52,0.48
95,0,1.0,4.0,1.0,4.0,0.0,8.0,2.0,1049.0,6.0,22.0,23.0,6.66,0.0,95.0,1.0,1.0,7.0,6.0,4.21296296296296,0.0,0.0,0.0,0.0,0.642458100558659,5.0,0.54,0.46
