test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed
30,0,3.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.5678240734102789,0.4321759265897211,1
30,1,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,24.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8853547483867648,0.11464525161323523,2
30,2,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9455803022611489,0.054419697738851164,3
30,3,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,0.41,0.0,25.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9743010025004382,0.025698997499561872,4
30,4,0.0,1.0,2.0,14.0,2.0,0.0,0.0,17.0,0.41,0.0,25.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9812362279879941,0.01876377201200583,5
30,5,0.0,1.0,2.0,14.0,2.0,0.0,0.0,17.0,0.41,0.0,0.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9829354471350813,0.017064552864918668,5
30,6,0.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8673245891580673,0.13267541084193268,2
30,7,0.0,1.0,2.0,14.0,2.0,8.0,7.0,17.0,0.41,0.0,0.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9324918264575345,0.06750817354246552,3
30,8,0.0,1.0,2.0,1.0,2.0,8.0,7.0,17.0,0.41,0.0,0.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9469242006197884,0.053075799380211584,4
30,9,0.0,1.0,0.0,1.0,2.0,8.0,7.0,17.0,0.41,0.0,0.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9577590389140629,0.042240961085937105,5
30,10,0.0,1.0,2.0,14.0,2.0,8.0,0.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9659751115497993,0.034024888450200734,4
30,11,0.0,1.0,2.0,14.0,2.0,8.0,0.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,1.6,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9734581218517446,0.02654187814825539,5
30,12,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,1.3,0.0,25.0,3.0,2.0,4.0,1.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.977678645501923,0.022321354498077053,5
30,13,0.0,1.0,2.0,14.0,2.0,8.0,0.0,17.0,1.3,0.0,25.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9789995838343,0.021000416165700038,5
30,14,0.0,1.0,2.0,14.0,0.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.8909592091388991,0.10904079086110084,3
30,15,0.0,1.0,2.0,14.0,0.0,8.0,7.0,17.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,3.4,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9023457623590648,0.09765423764093521,4
30,16,0.0,1.0,2.0,14.0,0.0,8.0,7.0,17.0,0.41,1.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,3.4,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9030529443193647,0.09694705568063533,5
30,17,0.0,1.0,2.0,14.0,2.0,8.0,7.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9273971241235749,0.07260287587642512,3
30,18,0.0,1.0,2.0,14.0,0.0,8.0,7.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,4.27848101265823,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9410577456429626,0.0589422543570374,4
30,19,0.0,1.0,2.0,14.0,0.0,8.0,7.0,0.0,0.41,0.0,77.0,3.0,2.0,4.0,0.0,2.0,3.72151898734177,0.0,3.4,0.0,1.0,0.777777777777778,0.0,2.0,2.0,0.9430712066016326,0.05692879339836744,5
49,0,1.0,1.0,2.0,17.0,1.0,25.0,9.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,10.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5407610949020539,0.45923890509794607,2
49,1,0.0,1.0,2.0,17.0,1.0,25.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,0.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.8648871449242537,0.13511285507574627,3
49,2,0.0,1.0,2.0,17.0,1.0,3.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,0.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.9431933883729199,0.05680661162708016,4
49,3,0.0,1.0,2.0,1.0,1.0,3.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,0.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.964166883936534,0.03583311606346595,5
49,4,0.0,1.0,2.0,1.0,1.0,3.0,0.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,1.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.9670230070698129,0.03297699293018707,5
49,5,0.0,1.0,2.0,1.0,1.0,3.0,1.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,1.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.9678708856850121,0.032129114314987876,5
49,6,3.0,1.0,2.0,17.0,1.0,25.0,1.0,29.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.546172960948617,0.45382703905138305,2
49,7,3.0,1.0,2.0,17.0,1.0,25.0,9.0,1.0,0.15,1.0,177.0,4.0,4.0,3.0,77.0,3.0,4.53631284916201,0.0,4.7877094972067,0.0,1.0,0.470588235294118,0.0,3.0,3.0,0.5186791213789304,0.4813208786210697,2
