,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1.0,1.0,1.0,0.0,28.0,4.0,15.0,2.45,0.0,90.0,2.0,1.0,3.0,2.0,1.82352941176471,1.0,1.0,1.0,0.487179487179487,0.0,1.0,0.0,3.0,4.0
4,5.0,2.0,5.0,3.0,112.0,6.0,4.0,12.99,2.0,88.0,1.0,0.0,27.0,2.0,4.54166666666667,1.0,1.0,1.0,1.84375,0.0,1.0,0.0,7.0,8.0
24,6.0,1.0,109.0,0.0,227.0,308.0,318.0,0.29,0.0,49.0,2.0,5.0,3.0,1.0,0.7,0.0,0.0,0.0,0.1,0.0,0.37037037037037,1.0,4.0,14.0
94,0.0,1.0,0.0,0.0,26.0,1.0,5.0,0.04,0.0,99.0,1.0,2.0,1.0,2.0,0.382978723404255,0.0,0.0,1.0,2.7,0.0,1.0,0.0,1.0,2.0
101,0.0,1.0,0.0,1.0,651.0,1.0,8.0,1.62,18.0,96.0,1.0,0.0,4.0,2.0,0.623762376237624,0.0,0.0,1.0,0.144230769230769,0.0,1.0,0.0,5.0,1.0
102,2.0,2.0,1.0,2.0,41.0,1.0,7.0,0.54,1.0,75.0,2.0,0.0,14.0,1.0,4.375,0.0,1.0,1.0,1.5,0.0,1.0,0.0,3.0,1.0
108,3.0,1.0,1.0,2.0,96.0,2.0,6.0,2.92,4.0,88.0,2.0,0.0,4.0,2.0,3.75,1.0,1.0,1.0,0.3,0.0,1.0,0.0,7.0,2.0
174,12.0,1.0,1.0,3.0,354.0,37.0,11.0,0.79,0.0,18.0,1.0,0.0,38.0,2.0,5.61386138613861,1.0,1.0,8.0,0.1,0.0,0.333333333333333,0.0,6.0,8.0
183,2.0,2.0,42.0,4.0,228.0,2.0,0.0,1.15,0.0,96.0,1.0,0.0,23.0,2.0,1.0,1.0,1.0,1.0,0.1,0.0,0.833333333333333,0.0,4.0,9.0
220,16.0,1.0,6.0,19.0,165.0,2.0,0.0,1.15,8.0,77.0,2.0,2.0,33.0,2.0,1.0,1.0,1.0,1.0,0.1,0.0,0.333333333333333,0.0,7.0,6.0
