,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1,1,1,1,0,28,4,15,0.1,0,90,2,1,3,3,1.82352941176471,1,1,1,0.487179487179487,0,2,0,1.0,4
102,2,2,1,2,41,1,7,0.29,1,75,2,0,14,1.0,4.375,0,1,1,1.5,0,1,0,1,3
269,6,1,2,2,159,1,22,0.44,0,93,1,0,6,0.333333333333333,5.17021276595745,1,1,1,0.63265306122449,0,6,0,1,6
101,2,1,0,1,651,1,8,1.62,0,96,1,0,4,1.0,0.623762376237624,0,0,1,0.144230769230769,0,1,0,2,5
94,0,1,0,0,26,1,5,0.04,0,99,1,2,1,2,0.382978723404255,0,0,1,0.135416666666667,0,1.0,0,1,0
283,0,1,0,1,50,1,5,0.37,0,72,2,0,9,2,3.35294117647059,0,1,1,1.0,0,0,0,3,0.0
184,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,
327,2,2,0,3,67,2,3,0.37,1,100,3,0,13,2,4.63636363636364,0,1,0,2.14285714285714,0,0.15000000000000002,0,3,2
311,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,
344,5,1,6,2,326,4,1036,0.36,0,100,1,18,16,3,7.81632653061224,0,0,0,0.682692307692308,0,0.4,0,2,7
173,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,
